"","Protein","Len","S0","S0.1","S1","S1.1","S1.2","S1.3","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"597","m.16281",177,1,1,2,2,1,1,-0.594,-0.0926,0.999994,0.799626,0.89084,"O95881","Thioredoxin domain-containing protein 12 OS=Homo sapiens GN=TXNDC12 PE=1 SV=1                   "
"598","m.16282",297,1,3,1,1,2,2,-3.892,-0.6876,0.999448,0.942152,0.830998,"Q9D1D6","Collagen triple helix repeat-containing protein 1 OS=Mus musculus GN=Cthrc1 PE=2 SV=2                 "
"599","m.16303",320,0,1,0,1,1,1,-3.918,-0.6066,0.997503,0.934263,0.845593,"Q9HBA9","Putative N-acetylated-alpha-linked acidic dipeptidase OS=Homo sapiens GN=FOLH1B PE=2 SV=1                   "
"600","m.16309",388,2,5,1,2,4,6,0.02,0.0036,0.999992,0.74214,0.894152,"Q5RBM6","Beta-ureidopropionase OS=Pongo abelii GN=UPB1 PE=2 SV=1                      "
"601","m.16319",224,1,1,1,1,0,3,-6.436,-1.0372,0.981016,0.960174,0.722171,"Q6AYQ8","Acylpyruvase FAHD1 mitochondrial OS=Rattus norvegicus GN=Fahd1 PE=2 SV=1                           "
"602","m.16351",226,8,12,6,7,10,8,-8.184,-1.6369,0.66476,0.940051,0.35312,"P52301","GTP-binding nuclear protein Ran OS=Xenopus laevis GN=ran PE=1 SV=2                   "
"603","m.16371",297,3,2,0,4,3,4,-3.872,-0.9041,0.99512,0.956139,0.773692,"P53111","NADPH-dependent aldehyde reductase ARI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARI1 PE=1 SV=1              "
"604","m.16396",363,0,0,0,1,1,1,-5.508,-0.8263,0.998911,0.952219,0.797733,"Q8WVB3","Hexosaminidase D OS=Homo sapiens GN=HEXDC PE=2 SV=3                     "
"605","m.16423",301,0,1,0,2,2,1,-1.335,-0.2225,1,0.855844,0.884518,"Q8NUV9","Uncharacterized oxidoreductase MW2403 OS=Staphylococcus aureus (strain MW2) GN=MW2403 PE=3 SV=1                  "
"606","m.16425",264,1,1,0,1,0,1,-5.045,-0.8457,0.998224,0.953309,0.792128,"Q5RID7","Sorting nexin-17 OS=Danio rerio GN=snx17 PE=2 SV=1                     "
"607","m.16446",276,1,2,1,0,1,1,-5.602,-0.6259,0.998017,0.936293,0.842398,"Q9JHW2","Omega-amidase NIT2 OS=Mus musculus GN=Nit2 PE=1 SV=1                     "
"608","m.16449",935,11,10,6,14,14,15,-0.929,-0.1413,0.999996,0.823283,0.888749,"O55029","Coatomer subunit beta' OS=Mus musculus GN=Copb2 PE=2 SV=2                    "
"609","m.16461",147,1,0,0,1,1,0,-4.169,-0.5307,0.995791,0.925202,0.856649,"Q4I963","Cofilin OS=Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) GN=COF1 PE=3 SV=2           "
"610","m.16465",273,0,1,1,0,1,0,-7.517,-0.9387,0.992474,0.957505,0.76161,"Q91XA9","Acidic mammalian chitinase OS=Mus musculus GN=Chia PE=1 SV=2                    "
"611","m.16490",518,0,0,0,2,1,0,-5.371,-0.8989,0.995462,0.955914,0.775431,"Q61555","Fibrillin-2 OS=Mus musculus GN=Fbn2 PE=1 SV=2                      "
"612","m.1652",495,30,30,15,17,29,30,1.398,0.3558,0.876851,0.414858,0.899185,"Q8JFV8","Synaptic vesicle membrane protein VAT-1 homolog OS=Danio rerio GN=vat1 PE=2 SV=1                 "
"613","m.16526",293,3,2,1,2,1,1,-3.483,-0.5953,0.997208,0.933026,0.847387,"Q9Y2S2","Lambda-crystallin homolog OS=Homo sapiens GN=CRYL1 PE=1 SV=3                     "
"614","m.16534",278,0,0,0,0,1,0,-2.987,-0.4324,0.995917,0.910115,0.867995,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"615","m.16548",260,0,1,0,0,1,0,-12.654,-1.5425,0.738626,0.946373,0.417763,"Q92673","Sortilin-related receptor OS=Homo sapiens GN=SORL1 PE=1 SV=2                     "
"616","m.1655",411,2,3,2,4,5,4,-1.997,-0.2826,1,0.875255,0.880685,"Q90744","Alpha-N-acetylgalactosaminidase OS=Gallus gallus GN=NAGA PE=1 SV=1                      "
"617","m.16552",236,1,1,0,1,0,1,-6.52,-1.0705,0.975463,0.960677,0.707085,"3273425","Predicted protein OS=Nematostella vectensis GN=v1g242207 PE=4 SV=1                     "
"618","m.16570",215,1,2,0,0,1,1,-7.167,-1.0507,0.978888,0.960402,0.716163,"Q9R016","Baculoviral IAP repeat-containing protein 1e OS=Mus musculus GN=Naip5 PE=1 SV=2                  "
"619","m.16591",233,3,2,2,5,4,4,-0.753,-0.1137,0.999995,0.81029,0.889972,NA,NA
"620","m.16598",409,0,2,3,1,2,3,-2.709,-0.6285,0.998084,0.936559,0.841954,"A7S338","Lissencephaly-1 homolog OS=Nematostella vectensis GN=v1g242515 PE=3 SV=1                     "
"621","m.166",168,3,1,3,1,0,1,-6.399,-0.948,0.991662,0.957834,0.75821,"P42577","Soma ferritin OS=Lymnaea stagnalis PE=2 SV=2                      "
"622","m.1664",421,0,1,0,0,0,2,-8.212,-1.1121,0.966967,0.961022,0.686979,"P35659","Protein DEK OS=Homo sapiens GN=DEK PE=1 SV=1                     "
"623","m.16651",319,2,3,3,3,3,2,-5.974,-1.2211,0.934095,0.960401,0.62792,"Q5M8W9","4-hydroxy-2-oxoglutarate aldolase mitochondrial OS=Xenopus tropicalis GN=hoga1 PE=2 SV=2                           "
"624","m.16676",336,2,3,2,3,3,3,-7.264,-1.034,0.9815,0.960115,0.723574,"Q3URF8","BTB/POZ domain-containing protein KCTD21 OS=Mus musculus GN=Kctd21 PE=2 SV=1                   "
"625","m.16692",411,10,14,5,8,13,8,-13.306,-4.0957,0,0.883938,0,"Q8BWT1","3-ketoacyl-CoA thiolase mitochondrial OS=Mus musculus GN=Acaa2 PE=1 SV=3                           "
"626","m.16730",536,1,1,0,0,1,0,-6.153,-0.8745,0.996899,0.954788,0.783335,"O60524","Nuclear export mediator factor NEMF OS=Homo sapiens GN=NEMF PE=1 SV=4                  "
"627","m.16736",134,2,3,0,0,3,2,-5.036,-0.9702,0.989505,0.958553,0.749825,NA,NA
"628","m.1680",375,2,4,0,2,2,2,-1.677,-0.2204,1,0.855099,0.88464,"Q4QRK0","Methionine aminopeptidase 1 OS=Danio rerio GN=metap1 PE=2 SV=2                    "
"629","m.16813",293,0,2,0,1,1,1,-5.854,-1.0468,0.979521,0.96034,0.717914,"Q26630","33 kDa inner dynein arm light chain axonemal OS=Strongylocentrotus purpuratus PE=1 SV=1                           "
"630","m.1685",362,0,1,1,3,1,2,-2.897,-0.61,0.997598,0.934628,0.845042,"Q12904","Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens GN=AIMP1 PE=1 SV=2                "
"631","m.16859",1199,2,3,2,3,4,4,-4.619,-1.0721,0.975171,0.960696,0.706338,"Q8WWN9","Interactor protein for cytohesin exchange factors 1 OS=Homo sapiens GN=IPCEF1 PE=1 SV=1                "
"632","m.16861",197,0,1,0,0,1,1,-6.187,-1.0999,0.969656,0.960953,0.69302,NA,NA
"633","m.16863",391,0,1,0,1,0,1,-2.674,-0.5289,0.995772,0.924964,0.856885,"Q7ZVK4","Vacuolar protein-sorting-associated protein 36 OS=Danio rerio GN=vps36 PE=2 SV=1                   "
"634","m.16864",208,0,0,1,2,1,1,-0.741,-0.1024,0.999994,0.80466,0.890443,"Q9ULC4","Malignant T-cell-amplified sequence 1 OS=Homo sapiens GN=MCTS1 PE=1 SV=1                   "
"635","m.1688",655,4,7,3,6,5,6,-4.118,-0.5456,0.996057,0.92713,0.854655,"Q66HG5","Transmembrane 9 superfamily member 2 OS=Rattus norvegicus GN=Tm9sf2 PE=2 SV=1                  "
"636","m.16887",302,0,0,0,0,1,1,-7.823,-1.2932,0.902234,0.958747,0.584369,"O75643","U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2                "
"637","m.16910",2217,21,24,16,21,22,14,-3.527,-0.82,0.999097,0.951849,0.799499,"A6NMZ7","Collagen alpha-6(VI) chain OS=Homo sapiens GN=COL6A6 PE=1 SV=2                    "
"638","m.16923",260,2,1,1,1,2,0,-2.314,-0.2978,1,0.879621,0.879609,"Q5RBR7","Acyl-protein thioesterase 1 OS=Pongo abelii GN=LYPLA1 PE=2 SV=1                    "
"639","m.16994",221,9,10,6,7,14,12,-12.569,-4.1673,0,0.883616,0,"O18598","Glutathione S-transferase OS=Blattella germanica PE=1 SV=3                      "
"640","m.16997",579,38,44,34,38,35,36,-8.057,-4.9789,0,0.880798,0,"P09010","Lamin-L(I) OS=Xenopus laevis PE=2 SV=1                       "
"641","m.17002",969,1,2,1,3,2,2,-5.851,-0.7962,0.999639,0.950377,0.805942,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"642","m.17007",211,1,1,2,4,3,4,-3.102,-0.4298,0.995973,0.909649,0.868257,"3276285","Predicted protein OS=Nematostella vectensis GN=v1g208975 PE=4 SV=1                     "
"643","m.17032",119,4,4,1,2,3,1,0.253,0.0324,0.999998,0.721871,0.894962,"Q6GPY0","Mitochondrial import inner membrane translocase subunit Tim13-A OS=Xenopus laevis GN=timm13-a PE=3 SV=2                "
"644","m.1706",388,2,1,0,1,2,2,1.358,0.2136,0.980867,0.56133,0.898524,"A0M8U6","Testin OS=Canis familiaris GN=TES PE=3 SV=1                      "
"645","m.17099",205,3,4,0,1,4,3,-4.851,-0.8994,0.995427,0.955936,0.775265,"P49189","4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3                     "
"646","m.171",2522,0,1,0,2,1,1,-6.468,-0.9849,0.987911,0.958979,0.744062,"Q91VW5","Golgin subfamily A member 4 OS=Mus musculus GN=Golga4 PE=1 SV=2                  "
"647","m.17101",439,8,10,1,9,11,8,-1.505,-0.2347,1,0.860079,0.883792,"Q5ZMP6","AP-2 complex subunit mu OS=Gallus gallus GN=AP2M1 PE=2 SV=1                   "
"648","m.17110",253,1,3,0,0,3,0,0.229,0.0345,0.999985,0.720335,0.895018,"Q50457","Rhamnosyl O-methyltransferase OS=Mycobacterium tuberculosis GN=Rv2959c PE=1 SV=1                     "
"649","m.17128",1219,2,2,0,0,4,4,-8.8,-1.8613,0.480465,0.924876,0.211125,"O94979","Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3                   "
"650","m.1714",264,1,1,1,1,1,2,-3.345,-0.8584,0.997691,0.953981,0.788321,"Q5XIG6","N-acetylgalactosamine kinase OS=Rattus norvegicus GN=Galk2 PE=2 SV=1                     "
"651","m.17144",187,2,6,0,2,5,3,-1.439,-0.2146,1,0.853016,0.884975,"3266162","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g79796 PE=4 SV=1                    "
"652","m.17166",360,0,0,0,1,1,1,-2.161,-0.3296,1,0.88812,0.877205,"Q5ZHN3","WD repeat domain phosphoinositide-interacting protein 2 OS=Gallus gallus GN=WIPI2 PE=2 SV=1                 "
"653","m.17178",533,0,1,1,0,0,0,-5.22,-0.8048,0.999471,0.950922,0.803656,"3271330","Predicted protein OS=Nematostella vectensis GN=v1g202754 PE=4 SV=1                     "
"654","m.17237",424,0,1,0,1,1,2,-2.429,-0.3808,0.997616,0.900059,0.872901,"Q92556","Engulfment and cell motility protein 1 OS=Homo sapiens GN=ELMO1 PE=1 SV=2                 "
"655","m.17239",445,1,1,0,0,1,2,-3.778,-0.6104,0.997609,0.93467,0.844977,"Q86YQ8","Copine-8 OS=Homo sapiens GN=CPNE8 PE=1 SV=2                      "
"656","m.1729",398,4,4,1,2,4,1,-2.964,-0.3741,0.997932,0.898617,0.873494,"Q96DH6","RNA-binding protein Musashi homolog 2 OS=Homo sapiens GN=MSI2 PE=1 SV=1                  "
"657","m.173",389,201,204,155,210,193,201,0.823,0.7702,0.299991,0.108041,0.892908,NA,NA
"658","m.17308",285,1,0,0,0,1,1,-5.901,-0.7656,1,0.948314,0.813701,"Q9ES74","Serine/threonine-protein kinase Nek7 OS=Mus musculus GN=Nek7 PE=2 SV=1                    "
"659","m.17323",421,23,27,22,21,24,25,-10.302,-4.5872,0,0.882113,0,"3285395","Predicted protein OS=Nematostella vectensis GN=v1g220800 PE=3 SV=1                     "
"660","m.1733",1264,0,1,0,0,1,0,-2.595,-0.4145,0.99636,0.906825,0.869768,"A2AJ76","Hemicentin-2 OS=Mus musculus GN=Hmcn2 PE=2 SV=1                      "
"661","m.17346",797,2,2,0,3,3,3,-4.598,-0.735,1,0.946054,0.820897,"P52948","Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=1 SV=4                  "
"662","m.17363",155,0,0,1,0,0,0,-4.69,-0.7547,1,0.947532,0.816328,"P13944","Collagen alpha-1(XII) chain OS=Gallus gallus GN=COL12A1 PE=1 SV=3                    "
"663","m.17390",576,1,1,0,0,1,1,-4.256,-0.6028,0.9974,0.933851,0.846202,"Q6NRP2","Proteasome activator complex subunit 4 OS=Xenopus laevis GN=psme4 PE=2 SV=1                  "
"664","m.17401",143,1,1,0,0,0,0,-4.172,-0.5216,0.995672,0.923984,0.857828,"3278511","Predicted protein OS=Nematostella vectensis GN=v1g245074 PE=4 SV=1                     "
"665","m.17423",295,0,1,0,0,1,0,-1.84,-0.3314,1,0.888576,0.877063,"Q9DAK2","Parkin coregulated gene protein homolog OS=Mus musculus GN=Pacrg PE=1 SV=1                  "
"666","m.17427",215,7,8,3,7,8,11,-0.809,-0.2011,1,0.848023,0.885732,"Q8BZE1","Putative DMBT1-like protein OS=Mus musculus PE=2 SV=2                     "
"667","m.17435",484,19,22,15,20,22,23,-0.416,-0.1825,1,0.8408,0.886727,"P63329","Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Rattus norvegicus GN=Ppp3ca PE=1 SV=1                "
"668","m.17452",658,0,1,0,0,0,1,-6.075,-0.8097,0.999363,0.951226,0.802332,"Q62687","Sodium-dependent neutral amino acid transporter B(0)AT3 OS=Rattus norvegicus GN=Slc6a18 PE=2 SV=1                 "
"669","m.17466",666,18,22,12,23,24,21,-13.177,-3.3859,0.000213,0.887256,1.9e-05,"P13667","Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2                    "
"670","m.17469",174,2,2,1,2,3,4,0.973,0.2163,0.979573,0.558603,0.898555,"3274544","Predicted protein OS=Nematostella vectensis GN=v1g242847 PE=4 SV=1                     "
"671","m.17476",386,3,2,0,1,5,4,-5.368,-0.4369,0.995821,0.910912,0.867536,"Q28F07","Protein arginine N-methyltransferase 1 OS=Xenopus tropicalis GN=prmt1 PE=2 SV=1                   "
"672","m.17491",193,4,3,1,3,5,2,-6.772,-1.2551,0.920127,0.959745,0.607776,"Q04832","DNA-binding protein HEXBP OS=Leishmania major GN=HEXBP PE=4 SV=1                    "
"673","m.17496",405,4,5,4,4,5,5,0.602,0.1373,0.999996,0.63541,0.897331,"Q99JX3","Golgi reassembly-stacking protein 2 OS=Mus musculus GN=Gorasp2 PE=1 SV=3                   "
"674","m.17509",429,4,5,1,3,4,4,-7.151,-1.483,0.782965,0.950061,0.458695,"Q4R562","Beta-arrestin-1 OS=Macaca fascicularis GN=ARRB1 PE=2 SV=1                      "
"675","m.17514",369,2,2,0,3,3,2,-4.031,-0.6788,0.999272,0.941372,0.83274,"Q9D5V6","Synapse-associated protein 1 OS=Mus musculus GN=Syap1 PE=1 SV=1                    "
"676","m.17520",299,4,3,4,5,5,5,-8.766,-1.1875,0.946078,0.960831,0.647063,NA,NA
"677","m.17521",185,20,16,11,14,17,19,-5.13,-1.1561,0.955729,0.96104,0.664215,"Q9GLW7","Peroxiredoxin-5 mitochondrial OS=Chlorocebus aethiops GN=PRDX5 PE=2 SV=1                           "
"678","m.17527",348,2,3,1,2,2,2,-4.414,-0.6517,0.998664,0.938856,0.837858,"P05132","cAMP-dependent protein kinase catalytic subunit alpha OS=Mus musculus GN=Prkaca PE=1 SV=3                 "
"679","m.17538",642,0,1,0,2,2,0,-8.737,-1.4329,0.818369,0.952878,0.492872,"3643518","Nematoblast-specific protein nb035-sv2 OS=Hydra vulgaris GN=nb035 PE=2 SV=1                    "
"680","m.17547",505,4,5,2,4,4,6,-4.153,-0.9551,0.990997,0.958074,0.755569,"Q58588","Uncharacterized protein MJ1187 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) GN=MJ1187 PE=1 SV=1      "
"681","m.17553",123,2,2,1,0,0,0,-7.828,-1.4553,0.802799,0.951656,0.477643,NA,NA
"682","m.17560",348,3,3,2,6,5,5,-3.724,-0.4674,0.995452,0.916018,0.864286,"Q05052","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Canis familiaris GN=DDOST PE=1 SV=1                  "
"683","m.17562",293,0,1,0,1,3,1,-1.966,-0.3458,0.999476,0.892134,0.875899,"3268417","Predicted protein OS=Nematostella vectensis GN=v1g231988 PE=4 SV=1                     "
"684","m.17572",133,6,9,3,6,8,7,3.781,0.6657,0.436183,0.159665,0.895168,"Q15370","Transcription elongation factor B polypeptide 2 OS=Homo sapiens GN=TCEB2 PE=1 SV=1                 "
"685","m.17582",562,11,14,11,9,13,10,-8.007,-1.0496,0.979065,0.960385,0.716658,"A2AX52","Collagen alpha-4(VI) chain OS=Mus musculus GN=Col6a4 PE=1 SV=2                    "
"686","m.17587",233,1,1,0,0,2,2,-2.922,-0.4461,0.995672,0.912505,0.866582,"Q5ZMH1","Septin-2 OS=Gallus gallus GN=SEPT2 PE=2 SV=1                      "
"687","m.17594",254,1,1,0,2,1,1,-1.95,-0.2786,1,0.874072,0.880961,"P57784","U2 small nuclear ribonucleoprotein A' OS=Mus musculus GN=Snrpa1 PE=1 SV=2                  "
"688","m.17595",424,8,9,4,7,11,8,-3.044,-0.3401,0.99983,0.890747,0.876365,"O55012","Phosphatidylinositol-binding clathrin assembly protein OS=Rattus norvegicus GN=Picalm PE=1 SV=1                   "
"689","m.17609",155,5,4,2,2,4,4,-5.716,-0.5713,0.996612,0.930276,0.85102,"Q16527","Cysteine and glycine-rich protein 2 OS=Homo sapiens GN=CSRP2 PE=1 SV=3                  "
"690","m.1761",2437,12,10,2,14,18,15,-4.271,-0.9856,0.987832,0.958998,0.743784,"Q9JHU4","Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus GN=Dync1h1 PE=1 SV=2                 "
"691","m.17615",183,1,2,1,1,2,1,-2.51,-0.3337,1,0.889156,0.87688,"5041693","Egg protein OS=Galaxea fascicularis GN=GfEP-4 PE=2 SV=1                     "
"692","m.17619",306,1,2,1,2,2,0,-5.729,-0.8662,0.997317,0.954378,0.785928,"A8TX70","Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1                    "
"693","m.17634",303,2,3,0,3,2,2,-9.043,-1.2201,0.934478,0.960416,0.628501,"Q15560","Transcription elongation factor A protein 2 OS=Homo sapiens GN=TCEA2 PE=1 SV=1                 "
"694","m.17635",354,0,0,0,3,0,1,-3.831,-0.5741,0.99667,0.930606,0.850608,"Q5I0C3","Methylcrotonoyl-CoA carboxylase subunit alpha mitochondrial OS=Rattus norvegicus GN=Mccc1 PE=1 SV=1                           "
"695","m.17642",405,3,3,2,3,5,4,-7.031,-1.1345,0.96156,0.961076,0.675579,"Q9WUR2","Enoyl-CoA delta isomerase 2 mitochondrial OS=Mus musculus GN=Eci2 PE=1 SV=2                           "
"696","m.17653",215,8,10,6,9,9,8,-6.809,-0.9305,0.993166,0.957202,0.764554,"Q6GL11","Charged multivesicular body protein 4b OS=Xenopus tropicalis GN=chmp4b PE=2 SV=1                  "
"697","m.17655",964,7,12,2,5,12,7,-2.381,-0.3038,1,0.881289,0.879172,"A6UVR4","L-tyrosine decarboxylase OS=Methanococcus aeolicus (strain Nankai-3 / ATCC BAA-1280) GN=mfnA PE=3 SV=1                "
"698","m.17662",137,4,6,4,3,4,4,-4.877,-0.6129,0.997664,0.934936,0.844568,"3274580","Predicted protein OS=Nematostella vectensis GN=v1g206837 PE=4 SV=1                     "
"699","m.17682",122,2,3,2,2,4,3,-3.816,-0.7614,1,0.948015,0.814722,"P83941","Transcription elongation factor B polypeptide 1 OS=Rattus norvegicus GN=Tceb1 PE=1 SV=1                 "
"700","m.17683",465,0,0,0,0,1,0,-9.723,-1.572,0.715945,0.944443,0.397461,"Q5TDH0","Protein DDI1 homolog 2 OS=Homo sapiens GN=DDI2 PE=1 SV=1                   "
"701","m.17686",418,5,5,2,1,0,1,-6.463,-1.0325,0.981718,0.960087,0.724228,"Q3UQ28","Peroxidasin homolog OS=Mus musculus GN=Pxdn PE=2 SV=2                     "
"702","m.17688",106,1,1,1,1,0,0,-0.815,-0.1244,0.999996,0.815453,0.88951,"Q6Z4I3","Thioredoxin H2-1 OS=Oryza sativa subsp. japonica GN=Os07g0190800 PE=2 SV=1                   "
"703","m.17710",151,0,0,0,0,0,1,-6.843,-1.8456,0.49327,0.925883,0.220159,"P54357","Myosin-2 essential light chain OS=Drosophila melanogaster GN=Mlc-c PE=1 SV=1                   "
"704","m.17718",670,13,17,3,8,14,15,-2.458,-0.445,0.99569,0.912317,0.866698,"Q9QXG4","Acetyl-coenzyme A synthetase cytoplasmic OS=Mus musculus GN=Acss2 PE=1 SV=2                           "
"705","m.17738",499,0,0,0,0,0,1,-7.785,-1.1714,0.951206,0.960961,0.655949,"Q924S5","Lon protease homolog mitochondrial OS=Rattus norvegicus GN=Lonp1 PE=2 SV=1                           "
"706","m.17739",255,10,13,5,10,16,14,1.069,0.3281,0.90342,0.44328,0.899208,"O08807","Peroxiredoxin-4 OS=Mus musculus GN=Prdx4 PE=1 SV=1                      "
"707","m.17769",574,4,4,1,2,5,5,-1.305,-0.2915,1,0.877836,0.880061,"Q8TB22","Spermatogenesis-associated protein 20 OS=Homo sapiens GN=SPATA20 PE=2 SV=3                    "
"708","m.1777",810,0,1,0,0,2,2,-6.773,-0.8436,0.998308,0.953194,0.792747,"P46935","E3 ubiquitin-protein ligase NEDD4 OS=Mus musculus GN=Nedd4 PE=1 SV=3                   "
"709","m.17776",322,6,7,4,5,6,3,-8.902,-2.0145,0.363043,0.915933,0.132814,"A0PJE2","Dehydrogenase/reductase SDR family member 12 OS=Homo sapiens GN=DHRS12 PE=1 SV=2                  "
"710","m.17784",409,1,1,1,1,1,0,-8.916,-1.5933,0.699328,0.94302,0.382841,"Q4QQS3","Protein OSCP1 OS=Rattus norvegicus GN=Oscp1 PE=2 SV=1                     "
"711","m.17794",846,18,16,13,21,21,20,-1.592,-0.4712,0.99543,0.91662,0.863863,"Q8WUM4","Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1                  "
"712","m.17804",580,13,13,2,5,14,12,-7.429,-1.6543,0.650777,0.938853,0.341368,"Q6TGS6","Tyrosine--tRNA ligase cytoplasmic OS=Danio rerio GN=yars PE=2 SV=2                           "
"713","m.17812",263,1,1,0,1,3,2,-8.631,-1.1522,0.956829,0.961053,0.666294,"A8TX70","Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1                    "
"714","m.17821",322,24,27,21,23,30,26,2.092,0.6619,0.441707,0.161864,0.895246,"Q9EQS0","Transaldolase OS=Rattus norvegicus GN=Taldo1 PE=1 SV=2                      "
"715","m.17836",548,1,0,0,1,1,1,-4.814,-0.628,0.998073,0.936508,0.84204,"O15945","Aryl hydrocarbon receptor nuclear translocator homolog OS=Drosophila melanogaster GN=tgo PE=1 SV=3                 "
"716","m.1784",485,1,1,1,0,1,0,-3.204,-0.4849,0.995405,0.918733,0.862301,"P18503","Short-chain collagen C4 (Fragment) OS=Ephydatia muelleri PE=2 SV=1                    "
"717","m.17853",531,0,0,0,1,1,1,-7.316,-1.3859,0.849401,0.955211,0.524437,"Q8BSY0","Aspartyl/asparaginyl beta-hydroxylase OS=Mus musculus GN=Asph PE=2 SV=1                     "
"718","m.17857",135,1,3,1,3,2,2,-6.355,-1.3161,0.890359,0.958016,0.569921,"P50408","V-type proton ATPase subunit F OS=Rattus norvegicus GN=Atp6v1f PE=1 SV=1                  "
"719","m.17859",221,2,1,1,3,1,2,-6.297,-0.8678,0.997239,0.954458,0.785432,"Q8C4B4","Protein unc-119 homolog B OS=Mus musculus GN=Unc119b PE=2 SV=1                   "
"720","m.17885",208,5,4,1,5,6,6,-4.674,-0.8279,0.998853,0.952311,0.79728,"O18334","Ras-related protein Rab6 OS=Drosophila melanogaster GN=Rab6 PE=1 SV=1                    "
"721","m.17886",251,0,1,0,0,0,1,2.271,0.4347,0.784093,0.337052,0.898759,"Q5ZML3","Serine/arginine-rich splicing factor 1 OS=Gallus gallus GN=SRSF1 PE=1 SV=3                   "
"722","m.17895",500,6,5,0,2,7,9,-6.23,-1.326,0.884974,0.95767,0.563595,"P43353","Aldehyde dehydrogenase family 3 member B1 OS=Homo sapiens GN=ALDH3B1 PE=1 SV=1                 "
"723","m.17897",385,5,6,2,1,7,4,-7.738,-0.594,0.997177,0.932882,0.84759,"Q9VWH4","Probable isocitrate dehydrogenase [NAD] subunit alpha mitochondrial OS=Drosophila melanogaster GN=l(1)G0156 PE=2 SV=1                           "
"724","m.17910",625,1,2,0,1,2,2,-7.449,-1.3005,0.898538,0.958525,0.579792,"Q91VS8","FERM RhoGEF and pleckstrin domain-containing protein 2 OS=Mus musculus GN=Farp2 PE=1 SV=2                           "
"725","m.17927",304,0,1,0,1,2,2,-6.114,-0.8993,0.995434,0.955932,0.775298,"Q9NZ01","Very-long-chain enoyl-CoA reductase OS=Homo sapiens GN=TECR PE=1 SV=1                    "
"726","m.1793",310,5,4,2,3,3,4,-5.268,-0.8844,0.996348,0.955259,0.78018,"Q99L04","Dehydrogenase/reductase SDR family member 1 OS=Mus musculus GN=Dhrs1 PE=2 SV=1                  "
"727","m.17939",224,0,1,0,0,1,0,-7.375,-1.2219,0.933788,0.960388,0.627455,NA,NA
"728","m.1796",557,7,9,6,11,13,13,-2.767,-0.5198,0.99564,0.92374,0.858058,"P19891","Asparagine synthetase [glutamine-hydrolyzing] OS=Cricetulus griseus GN=ASNS PE=2 SV=2                    "
"729","m.17962",105,1,2,0,2,2,1,-2.304,-0.26,1,0.868373,0.882203,"3864761","Putative uncharacterized protein OS=Acropora millepora PE=2 SV=1                     "
"730","m.17967",175,3,3,2,5,3,4,-2.416,-0.4337,0.995893,0.910347,0.867863,"P26990","ADP-ribosylation factor 6 OS=Gallus gallus GN=ARF6 PE=2 SV=3                    "
"731","m.17970",233,4,4,0,1,3,2,-1.698,-0.3319,1,0.888702,0.877023,"Q56840","2-(R)-hydroxypropyl-CoM dehydrogenase OS=Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2) GN=xecD PE=1 SV=3                "
"732","m.17977",658,2,4,1,2,3,3,-5.006,-0.8861,0.996254,0.955338,0.779631,"Q6N069","N-alpha-acetyltransferase 16 NatA auxiliary subunit OS=Homo sapiens GN=NAA16 PE=1 SV=2                           "
"733","m.17984",639,10,12,8,14,14,12,-9.018,-1.9553,0.406483,0.919178,0.160838,"P49748","Very long-chain specific acyl-CoA dehydrogenase mitochondrial OS=Homo sapiens GN=ACADVL PE=1 SV=1                           "
"734","m.17992",724,11,18,7,7,18,12,0.73,0.1797,0.994975,0.595063,0.898064,"P16276","Aconitate hydratase mitochondrial OS=Sus scrofa GN=ACO2 PE=1 SV=1                           "
