"","Protein","Len","S0","S0.1","S1","S1.1","S1.2","S1.3","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"556","m.16132",345,3,2,1,2,0,2,-6.571,-1.0695,0.970508,0.962157,0.722081,"Q8BW96","Calcium/calmodulin-dependent protein kinase type 1D OS=Mus musculus GN=Camk1d PE=1 SV=2                  "
"557","m.16169",177,0,0,0,0,0,1,-4.23,-0.8042,0.998519,0.953796,0.819674,"Q9TTS3","Acetyl-CoA carboxylase 1 OS=Bos taurus GN=ACACA PE=2 SV=1                    "
"558","m.16180",508,1,3,1,2,1,2,-2.797,-0.5052,1,0.924906,0.875279,"Q0IIF7","Ubiquitin carboxyl-terminal hydrolase 14 OS=Bos taurus GN=USP14 PE=2 SV=3                   "
"559","m.16211",276,1,1,0,0,0,0,-5.263,-0.7858,0.999027,0.952694,0.824497,"Q5E9C0","Ras suppressor protein 1 OS=Bos taurus GN=RSU1 PE=2 SV=1                   "
"560","m.16222",296,2,1,0,1,1,2,-7.384,-1.2165,0.934115,0.961409,0.64224,"A6QLU1","Glycerol-3-phosphate dehydrogenase mitochondrial OS=Bos taurus GN=GPD2 PE=2 SV=1                           "
"561","m.16226",279,4,3,3,2,2,2,-3.663,-0.6781,1,0.944725,0.848576,"P33450","Cadherin-related tumor suppressor OS=Drosophila melanogaster GN=ft PE=1 SV=3                    "
"562","m.16233",161,6,7,6,5,4,4,0.768,0.1947,0.898399,0.585614,0.909497,NA,NA
"563","m.16246",388,4,6,1,2,2,2,-5.404,-0.7655,0.999452,0.951395,0.829565,"Q91WU5","Arsenite methyltransferase OS=Mus musculus GN=As3mt PE=2 SV=2                     "
"564","m.16258",131,0,1,0,0,0,0,-1.949,-0.2682,1,0.872553,0.896242,"Q923G2","DNA-directed RNA polymerases I II and III subunit RPABC3 OS=Mus musculus GN=Polr2h PE=2 SV=3                           "
"565","m.1626",326,7,7,4,4,3,5,-3.866,-0.6479,1,0.941974,0.854183,"Q32LM2","Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Bos taurus GN=SGTA PE=2 SV=1                 "
"566","m.16276",140,0,0,0,1,0,0,-2.613,-0.3472,1,0.89455,0.890747,"P20007","Phosphoenolpyruvate carboxykinase [GTP] OS=Drosophila melanogaster GN=Pepck PE=2 SV=2                    "
"567","m.16281",177,1,1,0,0,1,1,-2.862,-0.4365,1,0.91355,0.882848,"O95881","Thioredoxin domain-containing protein 12 OS=Homo sapiens GN=TXNDC12 PE=1 SV=1                   "
"568","m.16282",297,1,3,1,1,0,1,-3.942,-0.65,1,0.942174,0.853808,"Q9D1D6","Collagen triple helix repeat-containing protein 1 OS=Mus musculus GN=Cthrc1 PE=2 SV=2                 "
"569","m.16303",320,0,1,0,0,1,0,-5.055,-0.8312,0.997506,0.955284,0.812186,"Q9HBA9","Putative N-acetylated-alpha-linked acidic dipeptidase OS=Homo sapiens GN=FOLH1B PE=2 SV=1                   "
"570","m.16309",388,2,5,0,1,1,0,-3.646,-0.5909,1,0.936041,0.863599,"Q5RBM6","Beta-ureidopropionase OS=Pongo abelii GN=UPB1 PE=2 SV=1                      "
"571","m.16319",224,1,1,1,1,1,1,-4.44,-0.6112,1,0.938274,0.860411,"Q6AYQ8","Acylpyruvase FAHD1 mitochondrial OS=Rattus norvegicus GN=Fahd1 PE=2 SV=1                           "
"572","m.16351",226,8,12,7,5,6,4,-1.697,-0.2096,1,0.852238,0.899571,"P52301","GTP-binding nuclear protein Ran OS=Xenopus laevis GN=ran PE=1 SV=2                   "
"573","m.16371",297,3,2,0,1,2,3,-4.974,-0.8475,0.996734,0.956109,0.807422,"P53111","NADPH-dependent aldehyde reductase ARI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARI1 PE=1 SV=1              "
"574","m.16396",363,0,0,0,0,1,1,-3.919,-0.8847,0.994458,0.95779,0.795833,"Q8WVB3","Hexosaminidase D OS=Homo sapiens GN=HEXDC PE=2 SV=3                     "
"575","m.16423",301,0,1,1,0,0,1,-3.276,-0.5627,1,0.932699,0.867747,"Q8NUV9","Uncharacterized oxidoreductase MW2403 OS=Staphylococcus aureus (strain MW2) GN=MW2403 PE=3 SV=1                  "
"576","m.16425",264,1,1,0,1,0,0,-6.485,-1.2605,0.919612,0.960581,0.614591,"Q5RID7","Sorting nexin-17 OS=Danio rerio GN=snx17 PE=2 SV=1                     "
"577","m.16446",276,1,2,0,0,0,0,-5.293,-0.8975,0.993495,0.958304,0.791609,"Q9JHW2","Omega-amidase NIT2 OS=Mus musculus GN=Nit2 PE=1 SV=1                     "
"578","m.16449",935,11,10,7,9,8,11,-9.865,-1.3642,0.877086,0.957714,0.543204,"O55029","Coatomer subunit beta' OS=Mus musculus GN=Copb2 PE=2 SV=2                    "
"579","m.16461",147,1,0,0,0,0,0,-2.975,-0.4008,1,0.906598,0.886246,"Q4I963","Cofilin OS=Gibberella zeae (strain PH-1 / ATCC MYA-4620 / FGSC 9075 / NRRL 31084) GN=COF1 PE=3 SV=2           "
"580","m.16465",273,0,1,0,0,0,0,-4.036,-0.6415,1,0.941359,0.855314,"Q91XA9","Acidic mammalian chitinase OS=Mus musculus GN=Chia PE=1 SV=2                    "
"581","m.1652",495,30,30,25,25,20,25,-5.541,-2.3175,0.116248,0.915687,0.023481,"Q8JFV8","Synaptic vesicle membrane protein VAT-1 homolog OS=Danio rerio GN=vat1 PE=2 SV=1                 "
"582","m.16526",293,3,2,1,1,0,0,-4.969,-0.5879,1,0.935699,0.864056,"Q9Y2S2","Lambda-crystallin homolog OS=Homo sapiens GN=CRYL1 PE=1 SV=3                     "
"583","m.16534",278,0,0,1,0,0,0,-8.468,-1.3895,0.864671,0.956841,0.524634,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"584","m.16548",260,0,1,0,0,0,0,-5.933,-1.0567,0.972904,0.962058,0.728117,"Q92673","Sortilin-related receptor OS=Homo sapiens GN=SORL1 PE=1 SV=2                     "
"585","m.1655",411,2,3,3,2,3,3,-6.463,-1.2298,0.929928,0.961185,0.63406,"Q90744","Alpha-N-acetylgalactosaminidase OS=Gallus gallus GN=NAGA PE=1 SV=1                      "
"586","m.16552",236,1,1,1,1,2,1,-5.542,-0.8199,0.997972,0.954679,0.815381,"3273425","Predicted protein OS=Nematostella vectensis GN=v1g242207 PE=4 SV=1                     "
"587","m.16570",215,1,2,0,1,0,1,-2.989,-0.5131,1,0.926061,0.874313,"Q9R016","Baculoviral IAP repeat-containing protein 1e OS=Mus musculus GN=Naip5 PE=1 SV=2                  "
"588","m.16591",233,3,2,2,2,2,2,-4.05,-0.7785,0.999199,0.952237,0.82635,NA,NA
"589","m.16598",409,0,2,2,1,1,1,-7.304,-0.9264,0.990968,0.959346,0.781611,"A7S338","Lissencephaly-1 homolog OS=Nematostella vectensis GN=v1g242515 PE=3 SV=1                     "
"590","m.166",168,3,1,1,1,1,0,-0.23,-0.0458,0.999994,0.771181,0.906255,"P42577","Soma ferritin OS=Lymnaea stagnalis PE=2 SV=2                      "
"591","m.1664",421,0,1,0,1,1,0,-4.688,-0.5854,1,0.935412,0.864433,"P35659","Protein DEK OS=Homo sapiens GN=DEK PE=1 SV=1                     "
"592","m.16651",319,2,3,2,1,3,1,-5.731,-0.9674,0.986494,0.960543,0.766297,"Q5M8W9","4-hydroxy-2-oxoglutarate aldolase mitochondrial OS=Xenopus tropicalis GN=hoga1 PE=2 SV=2                           "
"593","m.16676",336,2,3,3,2,1,3,-6.741,-0.8353,0.997323,0.955496,0.811005,"Q3URF8","BTB/POZ domain-containing protein KCTD21 OS=Mus musculus GN=Kctd21 PE=2 SV=1                   "
"594","m.16692",411,10,14,6,8,6,8,-14.967,-2.66,0.018441,0.907129,0.002826,"Q8BWT1","3-ketoacyl-CoA thiolase mitochondrial OS=Mus musculus GN=Acaa2 PE=1 SV=3                           "
"595","m.16730",536,1,1,1,0,0,0,-3.071,-0.4037,1,0.907192,0.885982,"O60524","Nuclear export mediator factor NEMF OS=Homo sapiens GN=NEMF PE=1 SV=4                  "
"596","m.16736",134,2,3,1,1,0,1,-6.741,-1.189,0.942259,0.961795,0.658655,NA,NA
"597","m.1680",375,2,4,1,1,2,1,-6.611,-0.7669,0.999429,0.951487,0.829224,"Q4QRK0","Methionine aminopeptidase 1 OS=Danio rerio GN=metap1 PE=2 SV=2                    "
"598","m.16813",293,0,2,1,1,1,1,-2.093,-0.3269,1,0.889419,0.892281,"Q26630","33 kDa inner dynein arm light chain axonemal OS=Strongylocentrotus purpuratus PE=1 SV=1                           "
"599","m.1685",362,0,1,0,0,0,0,-3.176,-0.5934,1,0.936324,0.863216,"Q12904","Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens GN=AIMP1 PE=1 SV=2                "
"600","m.16859",1199,2,3,5,2,1,3,-4.909,-0.527,1,0.928026,0.872562,"Q8WWN9","Interactor protein for cytohesin exchange factors 1 OS=Homo sapiens GN=IPCEF1 PE=1 SV=1                "
"601","m.16861",197,0,1,0,1,0,0,-3.873,-0.5541,1,0.93162,0.86895,NA,NA
"602","m.16863",391,0,1,0,0,0,0,-5.331,-0.8235,0.99783,0.954875,0.814372,"Q7ZVK4","Vacuolar protein-sorting-associated protein 36 OS=Danio rerio GN=vps36 PE=2 SV=1                   "
"603","m.16864",208,0,0,0,1,0,0,-8.152,-0.9884,0.98378,0.961032,0.757925,"Q9ULC4","Malignant T-cell-amplified sequence 1 OS=Homo sapiens GN=MCTS1 PE=1 SV=1                   "
"604","m.1688",655,4,7,3,2,2,3,-5.78,-1.1848,0.943444,0.961845,0.661103,"Q66HG5","Transmembrane 9 superfamily member 2 OS=Rattus norvegicus GN=Tm9sf2 PE=2 SV=1                  "
"605","m.16910",2217,21,24,10,11,5,9,-6.07,-1.0347,0.976755,0.96182,0.738156,"A6NMZ7","Collagen alpha-6(VI) chain OS=Homo sapiens GN=COL6A6 PE=1 SV=2                    "
"606","m.16923",260,2,1,1,0,1,1,-3.934,-0.6049,1,0.937596,0.861419,"Q5RBR7","Acyl-protein thioesterase 1 OS=Pongo abelii GN=LYPLA1 PE=2 SV=1                    "
"607","m.16994",221,9,10,7,8,7,7,-11.577,-2.4593,0.057376,0.911679,0.010354,"O18598","Glutathione S-transferase OS=Blattella germanica PE=1 SV=3                      "
"608","m.16997",579,38,44,28,35,25,36,3.623,1.2256,0.053306,0.012313,0.895528,"P09010","Lamin-L(I) OS=Xenopus laevis PE=2 SV=1                       "
"609","m.17002",969,1,2,1,1,0,1,-10.863,-1.3419,0.887324,0.95843,0.55923,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"610","m.17007",211,1,1,2,1,0,2,-3.622,-0.6505,1,0.942221,0.853718,"3276285","Predicted protein OS=Nematostella vectensis GN=v1g208975 PE=4 SV=1                     "
"611","m.17032",119,4,4,1,2,1,2,-10.91,-1.6435,0.690219,0.945402,0.32756,"Q6GPY0","Mitochondrial import inner membrane translocase subunit Tim13-A OS=Xenopus laevis GN=timm13-a PE=3 SV=2                "
"612","m.1706",388,2,1,1,2,1,0,-3.02,-0.6363,1,0.940849,0.856218,"A0M8U6","Testin OS=Canis familiaris GN=TES PE=3 SV=1                      "
"613","m.17099",205,3,4,2,2,2,3,-6.711,-0.7644,0.999465,0.951322,0.829833,"P49189","4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3                     "
"614","m.171",2522,0,1,1,0,1,0,-10.17,-1.5521,0.763137,0.949957,0.398882,"Q91VW5","Golgin subfamily A member 4 OS=Mus musculus GN=Golga4 PE=1 SV=2                  "
"615","m.17101",439,8,10,6,5,5,7,-2.524,-0.5391,1,0.929668,0.870982,"Q5ZMP6","AP-2 complex subunit mu OS=Gallus gallus GN=AP2M1 PE=2 SV=1                   "
"616","m.17110",253,1,3,0,1,0,0,-5.72,-0.7795,0.999177,0.952301,0.826098,"Q50457","Rhamnosyl O-methyltransferase OS=Mycobacterium tuberculosis GN=Rv2959c PE=1 SV=1                     "
"617","m.17128",1219,2,2,1,0,0,2,-4.211,-0.4215,1,0.910725,0.884317,"O94979","Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3                   "
"618","m.1714",264,1,1,1,2,0,2,-6.014,-1.0021,0.981849,0.961306,0.752264,"Q5XIG6","N-acetylgalactosamine kinase OS=Rattus norvegicus GN=Galk2 PE=2 SV=1                     "
"619","m.17144",187,2,6,1,1,0,2,-4.058,-0.6978,1,0.946388,0.844666,"3266162","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g79796 PE=4 SV=1                    "
"620","m.17166",360,0,0,1,1,0,0,-4.466,-0.9302,0.990599,0.95947,0.780248,"Q5ZHN3","WD repeat domain phosphoinositide-interacting protein 2 OS=Gallus gallus GN=WIPI2 PE=2 SV=1                 "
"621","m.17178",533,0,1,0,0,0,0,-4.032,-0.5961,1,0.936626,0.862799,"3271330","Predicted protein OS=Nematostella vectensis GN=v1g202754 PE=4 SV=1                     "
"622","m.17237",424,0,1,1,1,0,1,-5.759,-1.1575,0.950789,0.962105,0.676624,"Q92556","Engulfment and cell motility protein 1 OS=Homo sapiens GN=ELMO1 PE=1 SV=2                 "
"623","m.17239",445,1,1,2,1,1,2,0.002,3e-04,0.989403,0.740853,0.907525,"Q86YQ8","Copine-8 OS=Homo sapiens GN=CPNE8 PE=1 SV=2                      "
"624","m.1729",398,4,4,2,2,1,3,-4.805,-0.8851,0.994427,0.957807,0.795703,"Q96DH6","RNA-binding protein Musashi homolog 2 OS=Homo sapiens GN=MSI2 PE=1 SV=1                  "
"625","m.173",389,201,204,167,203,149,185,-0.167,-0.2233,1,0.857332,0.898844,NA,NA
"626","m.17308",285,1,0,1,1,1,0,-3.275,-0.498,1,0.923828,0.876141,"Q9ES74","Serine/threonine-protein kinase Nek7 OS=Mus musculus GN=Nek7 PE=2 SV=1                    "
"627","m.17323",421,23,27,21,24,18,21,-3.224,-1.4613,0.824551,0.954048,0.470094,"3285395","Predicted protein OS=Nematostella vectensis GN=v1g220800 PE=3 SV=1                     "
"628","m.1733",1264,0,1,0,0,0,0,-0.952,-0.1491,0.999998,0.826908,0.902444,"A2AJ76","Hemicentin-2 OS=Mus musculus GN=Hmcn2 PE=2 SV=1                      "
"629","m.17346",797,2,2,1,0,0,2,-7.666,-1.4892,0.806949,0.952849,0.448365,"P52948","Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 PE=1 SV=4                  "
"630","m.17390",576,1,1,1,1,1,0,-8.709,-1.1535,0.951814,0.962134,0.678842,"Q6NRP2","Proteasome activator complex subunit 4 OS=Xenopus laevis GN=psme4 PE=2 SV=1                  "
"631","m.17401",143,1,1,0,0,0,0,-8.504,-1.4617,0.824306,0.954031,0.469784,"3278511","Predicted protein OS=Nematostella vectensis GN=v1g245074 PE=4 SV=1                     "
"632","m.17423",295,0,1,0,0,0,0,-3.947,-0.8406,0.997081,0.955766,0.809462,"Q9DAK2","Parkin coregulated gene protein homolog OS=Mus musculus GN=Pacrg PE=1 SV=1                  "
"633","m.17427",215,7,8,2,6,2,4,-0.307,-0.0642,0.999999,0.782395,0.905665,"Q8BZE1","Putative DMBT1-like protein OS=Mus musculus PE=2 SV=2                     "
"634","m.17435",484,19,22,17,19,15,15,-1.52,-0.2035,1,0.849897,0.899885,"P63329","Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Rattus norvegicus GN=Ppp3ca PE=1 SV=1                "
"635","m.17452",658,0,1,1,0,1,0,-4.078,-0.5911,1,0.936064,0.863569,"Q62687","Sodium-dependent neutral amino acid transporter B(0)AT3 OS=Rattus norvegicus GN=Slc6a18 PE=2 SV=1                 "
"636","m.17466",666,18,22,15,17,15,18,3.577,0.9482,0.18553,0.057768,0.898085,"P13667","Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2                    "
"637","m.17469",174,2,2,2,2,2,2,-8.176,-1.0004,0.982099,0.961274,0.752975,"3274544","Predicted protein OS=Nematostella vectensis GN=v1g242847 PE=4 SV=1                     "
"638","m.17476",386,3,2,2,2,2,2,-3.054,-0.4363,1,0.913513,0.882868,"Q28F07","Protein arginine N-methyltransferase 1 OS=Xenopus tropicalis GN=prmt1 PE=2 SV=1                   "
"639","m.17491",193,4,3,2,2,3,3,-10.924,-1.8323,0.516952,0.935593,0.194754,"Q04832","DNA-binding protein HEXBP OS=Leishmania major GN=HEXBP PE=4 SV=1                    "
"640","m.17496",405,4,5,6,5,4,4,-8.399,-1.3289,0.893002,0.958823,0.568413,"Q99JX3","Golgi reassembly-stacking protein 2 OS=Mus musculus GN=Gorasp2 PE=1 SV=3                   "
"641","m.17509",429,4,5,1,2,0,1,-3.993,-0.6134,1,0.938507,0.860054,"Q4R562","Beta-arrestin-1 OS=Macaca fascicularis GN=ARRB1 PE=2 SV=1                      "
"642","m.17514",369,2,2,2,2,1,3,-3.633,-0.7505,0.999682,0.950376,0.833145,"Q9D5V6","Synapse-associated protein 1 OS=Mus musculus GN=Syap1 PE=1 SV=1                    "
"643","m.17520",299,4,3,6,4,4,5,-6.683,-1.6415,0.691909,0.945504,0.329094,NA,NA
"644","m.17521",185,20,16,10,12,10,10,-0.612,-0.122,0.999998,0.813921,0.903567,"Q9GLW7","Peroxiredoxin-5 mitochondrial OS=Chlorocebus aethiops GN=PRDX5 PE=2 SV=1                           "
"645","m.17527",348,2,3,1,3,1,1,-5.875,-0.9188,0.991681,0.959088,0.784303,"P05132","cAMP-dependent protein kinase catalytic subunit alpha OS=Mus musculus GN=Prkaca PE=1 SV=3                 "
"646","m.17538",642,0,1,0,0,1,0,-3.903,-0.4519,1,0.916314,0.881274,"3643518","Nematoblast-specific protein nb035-sv2 OS=Hydra vulgaris GN=nb035 PE=2 SV=1                    "
"647","m.17547",505,4,5,4,5,3,3,4.284,0.8502,0.25787,0.090676,0.899394,"Q58588","Uncharacterized protein MJ1187 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) GN=MJ1187 PE=1 SV=1      "
"648","m.17553",123,2,2,2,2,3,3,-3.773,-0.519,1,0.926906,0.873578,NA,NA
"649","m.17560",348,3,3,3,3,2,6,-2.264,-0.3323,1,0.890817,0.891882,"Q05052","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Canis familiaris GN=DDOST PE=1 SV=1                  "
"650","m.17562",293,0,1,0,0,0,0,-6.172,-1.0347,0.976755,0.96182,0.738156,"3268417","Predicted protein OS=Nematostella vectensis GN=v1g231988 PE=4 SV=1                     "
"651","m.17572",133,6,9,4,4,2,5,-5.553,-1.0014,0.981952,0.961293,0.752558,"Q15370","Transcription elongation factor B polypeptide 2 OS=Homo sapiens GN=TCEB2 PE=1 SV=1                 "
"652","m.17582",562,11,14,4,7,6,5,-2.518,-0.4143,1,0.90932,0.885,"A2AX52","Collagen alpha-4(VI) chain OS=Mus musculus GN=Col6a4 PE=1 SV=2                    "
"653","m.17587",233,1,1,0,1,1,1,-1.857,-0.3093,1,0.884691,0.89354,"Q5ZMH1","Septin-2 OS=Gallus gallus GN=SEPT2 PE=2 SV=1                      "
"654","m.17594",254,1,1,1,0,1,0,-7.476,-1.1146,0.961125,0.962287,0.699654,"P57784","U2 small nuclear ribonucleoprotein A' OS=Mus musculus GN=Snrpa1 PE=1 SV=2                  "
"655","m.17595",424,8,9,6,7,7,5,2.148,0.3471,0.776328,0.445652,0.908214,"O55012","Phosphatidylinositol-binding clathrin assembly protein OS=Rattus norvegicus GN=Picalm PE=1 SV=1                   "
"656","m.17609",155,5,4,2,2,2,2,-2.492,-0.2914,1,0.879601,0.894757,"Q16527","Cysteine and glycine-rich protein 2 OS=Homo sapiens GN=CSRP2 PE=1 SV=3                  "
"657","m.1761",2437,12,10,6,7,6,9,1.592,0.2098,0.888249,0.572131,0.909457,"Q9JHU4","Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus GN=Dync1h1 PE=1 SV=2                 "
"658","m.17615",183,1,2,2,1,1,1,-4.417,-0.7148,1,0.947746,0.841123,"5041693","Egg protein OS=Galaxea fascicularis GN=GfEP-4 PE=2 SV=1                     "
"659","m.17619",306,1,2,0,1,0,0,-5.144,-0.769,0.999386,0.951625,0.82871,"A8TX70","Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1                    "
"660","m.1763",638,0,0,0,0,1,0,-5.152,-0.7833,0.999091,0.952539,0.825136,"Q8IWF2","FAD-dependent oxidoreductase domain-containing protein 2 OS=Homo sapiens GN=FOXRED2 PE=1 SV=1                  "
"661","m.17634",303,2,3,0,0,0,1,-4.148,-0.6139,1,0.93856,0.859973,"Q15560","Transcription elongation factor A protein 2 OS=Homo sapiens GN=TCEA2 PE=1 SV=1                 "
"662","m.17635",354,0,0,1,1,1,1,-5.801,-0.9454,0.98903,0.959941,0.774682,"Q5I0C3","Methylcrotonoyl-CoA carboxylase subunit alpha mitochondrial OS=Rattus norvegicus GN=Mccc1 PE=1 SV=1                           "
"663","m.17642",405,3,3,1,2,2,2,-7.292,-0.9925,0.983216,0.961118,0.756247,"Q9WUR2","Enoyl-CoA delta isomerase 2 mitochondrial OS=Mus musculus GN=Eci2 PE=1 SV=2                           "
"664","m.17653",215,8,10,5,6,5,6,-6.594,-1.0586,0.972557,0.962074,0.72723,"Q6GL11","Charged multivesicular body protein 4b OS=Xenopus tropicalis GN=chmp4b PE=2 SV=1                  "
"665","m.17655",964,7,12,8,6,3,9,-7.957,-0.9612,0.987239,0.960383,0.7687,"A6UVR4","L-tyrosine decarboxylase OS=Methanococcus aeolicus (strain Nankai-3 / ATCC BAA-1280) GN=mfnA PE=3 SV=1                "
"666","m.17662",137,4,6,3,6,4,5,-0.845,-0.1226,0.999999,0.814221,0.903543,"3274580","Predicted protein OS=Nematostella vectensis GN=v1g206837 PE=4 SV=1                     "
"667","m.17682",122,2,3,1,1,1,1,-2.197,-0.3662,1,0.899059,0.889229,"P83941","Transcription elongation factor B polypeptide 1 OS=Rattus norvegicus GN=Tceb1 PE=1 SV=1                 "
"668","m.17683",465,0,0,1,1,1,2,-9.662,-1.4335,0.840962,0.955181,0.491487,"Q5TDH0","Protein DDI1 homolog 2 OS=Homo sapiens GN=DDI2 PE=1 SV=1                   "
"669","m.17686",418,5,5,1,1,2,1,-2.56,-0.3861,1,0.903496,0.887549,"Q3UQ28","Peroxidasin homolog OS=Mus musculus GN=Pxdn PE=2 SV=2                     "
"670","m.17688",106,1,1,0,0,0,0,-2.203,-0.3478,1,0.894697,0.890701,"Q6Z4I3","Thioredoxin H2-1 OS=Oryza sativa subsp. japonica GN=Os07g0190800 PE=2 SV=1                   "
"671","m.17718",670,13,17,6,6,6,4,-8.301,-1.2715,0.915682,0.960335,0.60742,"Q9QXG4","Acetyl-coenzyme A synthetase cytoplasmic OS=Mus musculus GN=Acss2 PE=1 SV=2                           "
"672","m.17739",255,10,13,10,10,10,11,-1.362,-0.3063,1,0.883859,0.893748,"O08807","Peroxiredoxin-4 OS=Mus musculus GN=Prdx4 PE=1 SV=1                      "
"673","m.17769",574,4,4,1,1,2,3,-6.474,-0.9256,0.991048,0.959319,0.781896,"Q8TB22","Spermatogenesis-associated protein 20 OS=Homo sapiens GN=SPATA20 PE=2 SV=3                    "
"674","m.1777",810,0,1,0,1,0,1,-9.506,-1.2734,0.914991,0.960291,0.606171,"P46935","E3 ubiquitin-protein ligase NEDD4 OS=Mus musculus GN=Nedd4 PE=1 SV=3                   "
"675","m.17776",322,6,7,3,4,3,5,-1.216,-0.2031,1,0.849742,0.899905,"A0PJE2","Dehydrogenase/reductase SDR family member 12 OS=Homo sapiens GN=DHRS12 PE=1 SV=2                  "
"676","m.17784",409,1,1,0,0,0,0,-0.876,-0.1276,0.999999,0.816694,0.903343,"Q4QQS3","Protein OSCP1 OS=Rattus norvegicus GN=Oscp1 PE=2 SV=1                     "
"677","m.17794",846,18,16,9,10,10,11,1.123,0.2957,0.822207,0.493417,0.908842,"Q8WUM4","Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1                  "
"678","m.17804",580,13,13,7,9,5,8,-2.584,-0.3799,1,0.902144,0.888083,"Q6TGS6","Tyrosine--tRNA ligase cytoplasmic OS=Danio rerio GN=yars PE=2 SV=2                           "
"679","m.17812",263,1,1,0,1,0,0,-0.84,-0.1256,0.999997,0.815709,0.903424,"A8TX70","Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1                    "
"680","m.17821",322,24,27,26,34,27,27,-1.27,-0.3849,1,0.903237,0.887653,"Q9EQS0","Transaldolase OS=Rattus norvegicus GN=Taldo1 PE=1 SV=2                      "
"681","m.17836",548,1,0,1,0,1,1,-8.609,-1.0138,0.980105,0.961513,0.747305,"O15945","Aryl hydrocarbon receptor nuclear translocator homolog OS=Drosophila melanogaster GN=tgo PE=1 SV=3                 "
"682","m.1784",485,1,1,0,0,0,0,-6.695,-0.9311,0.990507,0.9595,0.779924,"P18503","Short-chain collagen C4 (Fragment) OS=Ephydatia muelleri PE=2 SV=1                    "
"683","m.17853",531,0,0,0,1,0,0,-3.841,-0.6594,1,0.943051,0.852101,"Q8BSY0","Aspartyl/asparaginyl beta-hydroxylase OS=Mus musculus GN=Asph PE=2 SV=1                     "
"684","m.17857",135,1,3,1,2,1,2,-0.533,-0.0621,0.999995,0.781145,0.905734,"P50408","V-type proton ATPase subunit F OS=Rattus norvegicus GN=Atp6v1f PE=1 SV=1                  "
"685","m.17859",221,2,1,0,1,1,2,-5.788,-0.8869,0.994302,0.957881,0.795116,"Q8C4B4","Protein unc-119 homolog B OS=Mus musculus GN=Unc119b PE=2 SV=1                   "
"686","m.17885",208,5,4,3,2,3,2,-0.626,-0.1147,0.999999,0.810235,0.903854,"O18334","Ras-related protein Rab6 OS=Drosophila melanogaster GN=Rab6 PE=1 SV=1                    "
"687","m.17886",251,0,1,0,0,0,1,-6.223,-1.0591,0.972464,0.962079,0.726996,"Q5ZML3","Serine/arginine-rich splicing factor 1 OS=Gallus gallus GN=SRSF1 PE=1 SV=3                   "
"688","m.17895",500,6,5,3,3,2,5,-5.474,-0.7393,0.999807,0.949583,0.835728,"P43353","Aldehyde dehydrogenase family 3 member B1 OS=Homo sapiens GN=ALDH3B1 PE=1 SV=1                 "
"689","m.17897",385,5,6,4,5,3,5,-7.234,-0.9641,0.986891,0.960459,0.76758,"Q9VWH4","Probable isocitrate dehydrogenase [NAD] subunit alpha mitochondrial OS=Drosophila melanogaster GN=l(1)G0156 PE=2 SV=1                           "
"690","m.17910",625,1,2,1,1,1,1,-3.205,-0.5255,1,0.927818,0.872754,"Q91VS8","FERM RhoGEF and pleckstrin domain-containing protein 2 OS=Mus musculus GN=Farp2 PE=1 SV=2                           "
"691","m.17927",304,0,1,0,0,0,0,-4.534,-0.9039,0.992983,0.958549,0.78945,"Q9NZ01","Very-long-chain enoyl-CoA reductase OS=Homo sapiens GN=TECR PE=1 SV=1                    "
"692","m.1793",310,5,4,2,3,3,3,-7.327,-1.0992,0.964497,0.96228,0.707516,"Q99L04","Dehydrogenase/reductase SDR family member 1 OS=Mus musculus GN=Dhrs1 PE=2 SV=1                  "
"693","m.17939",224,0,1,0,0,0,0,-3.397,-0.3948,1,0.905349,0.886784,NA,NA
"694","m.1796",557,7,9,8,7,7,9,-3.398,-0.4992,1,0.924009,0.875999,"P19891","Asparagine synthetase [glutamine-hydrolyzing] OS=Cricetulus griseus GN=ASNS PE=2 SV=2                    "
