"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","Annotation","KOid","UniprotID"
"297","Pocillopora_acuta_HIv1_PredGene_g10876.t1",568,14,7,14,12,-5.764,-1.5236,0.681571,0.803692,0.348294,"dihydropyrimidinase ","K01464","Q14117"
"298","Pocillopora_acuta_HIv1_PredGene_g10891.t1",1265,3,1,4,1,1.575,0.1609,0.897751,0.573642,0.864164,"AP-3 complex subunit delta-1 ","K12396","O54774"
"299","Pocillopora_acuta_HIv1_PredGene_g10946.t1",1028,1,1,0,1,1.656,0.1174,0.91816,0.588292,0.862976,"glycine dehydrogenase (decarboxylating), mitochondrial precursor ","K00281","Q91W43"
"300","Pocillopora_acuta_HIv1_PredGene_g10985.t1",1235,10,0,1,1,1.238,0.1207,0.916677,0.58719,0.863088,"putative formate acetyltransferase 2 ","","P32674"
"301","Pocillopora_acuta_HIv1_PredGene_g1099.t1",233,5,6,8,6,-17.13,-1.9091,0.429292,0.793109,0.18111,"UBA_like_SF and PTH2 domain-containing protein isoform 2 ","K04794","E7F4Q9"
"302","Pocillopora_acuta_HIv1_PredGene_g10992.t1",916,2,1,1,2,-8.309,-0.6951,1,0.770364,0.729329,"probable ATP-dependent RNA helicase DDX4 isoform X1 ","K13982","Q8QGG8"
"303","Pocillopora_acuta_HIv1_PredGene_g10995.t1",364,1,0,1,0,-16.349,-1.9782,0.38413,0.790873,0.157111,"phospholipid hydroperoxide glutathione peroxidase ","K05361","Q503Y1"
"304","Pocillopora_acuta_HIv1_PredGene_g11018.t1",1133,2,3,4,1,-4.334,-0.8626,1,0.786884,0.668731,"kinesin-1 heavy chain ","K10396","O08711"
"305","Pocillopora_acuta_HIv1_PredGene_g11019.t1",86,6,5,7,7,9.683,1.1059,0.423077,0.251842,0.809333,"acyl-CoA-binding protein isoform 1 ","K08762","Q6P5L2"
"306","Pocillopora_acuta_HIv1_PredGene_g11025.t1",1144,0,2,0,0,-14.08,-1.7015,0.571536,0.799413,0.265283,"uncharacterized protein LOC100000278 ","K24831","-"
"307","Pocillopora_acuta_HIv1_PredGene_g11026.t1",4652,1,0,0,1,-7.174,-1.3198,0.803116,0.806031,0.448727,"collagen alpha-6(VI) chain ","K06238","F1QJ37"
"308","Pocillopora_acuta_HIv1_PredGene_g11031.t1",1150,1,0,1,4,-17.644,-1.3773,0.76753,0.805784,0.420107,"collagen alpha-6(VI) chain isoform 2 precursor ","K06238","A6H590"
"309","Pocillopora_acuta_HIv1_PredGene_g11034.t1",1381,4,1,3,5,4.198,0.4923,0.716183,0.458641,0.855566,"collagen alpha-6(VI) chain ","K06238","F1QJ37"
"310","Pocillopora_acuta_HIv1_PredGene_g11056.t1",528,6,2,2,1,1.359,0.2703,0.83989,0.536006,0.864495,"WP_010887089.1 glycosyltransferase family 4 protein ","","Q9RX71"
"311","Pocillopora_acuta_HIv1_PredGene_g11062.t1",796,3,1,0,1,-13.265,-0.7127,1,0.772342,0.723662,"chymotrypsin-like protease CTRL-1 precursor ","","P40313"
"312","Pocillopora_acuta_HIv1_PredGene_g11064.t1",390,1,0,0,1,-1.566,-0.1976,0.997915,0.682495,0.835991,"chymotrypsin-like elastase family member 1 precursor ","","Q91X79"
"313","Pocillopora_acuta_HIv1_PredGene_g11071.t1",546,5,5,3,5,0.872,0.1092,0.921794,0.591026,0.862682,"T-complex protein 1 subunit epsilon ","K09497","Q6NVI6"
"314","Pocillopora_acuta_HIv1_PredGene_g11078.t1",404,3,1,0,1,-6.418,-1.2083,0.875099,0.805141,0.504583,"leucine-rich repeat flightless-interacting protein 2 isoform 2 ","","Q8BVD1"
"315","Pocillopora_acuta_HIv1_PredGene_g11128.t1",712,1,3,5,2,-1.828,-0.3131,0.999709,0.709509,0.818657,"ADP-ribosylation factor-binding protein GGA1 isoform 4 ","K12404","Q9UGW0"
"316","Pocillopora_acuta_HIv1_PredGene_g11159.t1",108,8,5,7,9,3.713,0.8802,0.525381,0.324854,0.826573,"FKBP prolyl isomerase 1Aa ",NA,"Q6PBJ8"
"317","Pocillopora_acuta_HIv1_PredGene_g11182.t1",296,12,14,26,12,-14.278,-2.8779,0.058093,0.770703,0.009965,"enoyl-CoA hydratase, mitochondrial ","K07511","Q7ZZ04"
"318","Pocillopora_acuta_HIv1_PredGene_g11236.t1",1159,1,0,1,1,3.131,0.4676,0.729309,0.467243,0.857037,"WASH complex subunit 5 ","K18464","Q7ZVM1"
"319","Pocillopora_acuta_HIv1_PredGene_g11243.t1",373,2,2,5,4,3.052,0.4506,0.738484,0.473166,0.857995,"protein kinase, cAMP-dependent, regulatory, type II, alpha A ","K04739","A9C3T0"
"320","Pocillopora_acuta_HIv1_PredGene_g11288.t1",497,0,2,1,0,-7.827,-0.9679,0.996143,0.794929,0.622633,"BSD domain-containing protein 1 ","","A9JT15"
"321","Pocillopora_acuta_HIv1_PredGene_g11291.t1",222,0,1,0,1,16.075,2.6529,0.014796,0.00816,0.76069,"vacuolar protein sorting-associated protein 28 homolog ","K12184","Q6PH25"
"322","Pocillopora_acuta_HIv1_PredGene_g11296.t1",544,5,2,1,3,4.255,0.607,0.658223,0.418733,0.847807,"uncharacterized protein LOC550326 precursor ","","F1R9W6"
"323","Pocillopora_acuta_HIv1_PredGene_g11300.t1",529,3,2,2,1,-10.525,-0.725,1,0.773689,0.719608,"hypothetical protein DDB_G0278609 ","","Q54YQ8"
"324","Pocillopora_acuta_HIv1_PredGene_g11304.t1",383,3,1,4,3,0.832,0.0859,0.931727,0.598735,0.861725,"melanotransferrin isoform X1 ","K06569","E7F2E3"
"325","Pocillopora_acuta_HIv1_PredGene_g11307.t1",419,3,4,4,4,-6.288,-0.7962,1,0.780928,0.694575,"KH domain-containing, RNA-binding, signal transduction-associated protein 2 ","","Q08BJ2"
"326","Pocillopora_acuta_HIv1_PredGene_g11309.t1",1851,13,11,13,9,-2.951,-0.3839,0.998131,0.723838,0.806166,"dystonin ","K19827","-"
"327","Pocillopora_acuta_HIv1_PredGene_g11311.t1",12783,74,85,83,48,-4.008,-1.7578,0.533547,0.797805,0.240809,"dystonin isoform X17 ","K19827","Q8WXK8"
"328","Pocillopora_acuta_HIv1_PredGene_g11312.t1",1021,2,2,3,0,0.384,0.0518,0.94514,0.609851,0.86,"huntingtin-interacting protein 1 isoform X2 ","K04559","F1R6L2"
"329","Pocillopora_acuta_HIv1_PredGene_g11320.t1",757,1,1,1,1,12.38,0.7435,0.592198,0.371408,0.837418,"lysine-specific demethylase 2B isoform X4 ","K10276","Q96HC7"
"330","Pocillopora_acuta_HIv1_PredGene_g11341.t1",393,2,1,1,6,-5.766,-0.9124,1,0.790894,0.647711,"RNA-binding protein Musashi homolog 1 isoform X4 ","K14411","Q96PU0"
"331","Pocillopora_acuta_HIv1_PredGene_g11391.t1",340,37,77,67,37,2.752,0.9142,0.508896,0.313517,0.823877,"malate dehydrogenase, mitochondrial ","K00026","Q7T334"
"332","Pocillopora_acuta_HIv1_PredGene_g11439.t1",409,1,3,1,4,21.151,2.2792,0.050158,0.022409,0.764894,"dynactin subunit 2 isoform X1 ",NA,"Q3TPZ5"
"333","Pocillopora_acuta_HIv1_PredGene_g11440.t1",248,44,39,42,53,3.104,1.5225,0.264127,0.132319,0.785846,"14-3-3 protein beta/alpha-A ",NA,"Q5PRD0"
"334","Pocillopora_acuta_HIv1_PredGene_g11441.t1",252,45,47,47,76,2.792,1.2247,0.37759,0.215423,0.801371,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide like isoform X1 ",NA,"Q6P102"
"335","Pocillopora_acuta_HIv1_PredGene_g11442.t1",857,2,0,1,0,7,1.0721,0.437056,0.262443,0.811773,"DNA polymerase iota isoform a (short) ",NA,"Q9NYH6"
"336","Pocillopora_acuta_HIv1_PredGene_g11457.t1",213,10,10,9,8,6.611,0.4915,0.716603,0.45892,0.855615,"Rab2, isoform B ","K07877","O18333"
"337","Pocillopora_acuta_HIv1_PredGene_g11459.t1",413,17,11,19,2,-0.585,-0.0471,0.975761,0.640703,0.852819,"synaptic vesicle membrane protein VAT-1 homolog ","K23167","Q4KME8"
"338","Pocillopora_acuta_HIv1_PredGene_g11463.t1",331,5,7,7,11,5.2,0.9327,0.500025,0.307397,0.822418,"cathepsin L.1 precursor ","K01365","Q6DHT0"
"339","Pocillopora_acuta_HIv1_PredGene_g11478.t1",218,2,3,3,3,-6.214,-0.8159,1,0.782771,0.687164,"charged multivesicular body protein 4b ","K12194","Q922P1"
"340","Pocillopora_acuta_HIv1_PredGene_g11508.t1",499,3,3,3,3,-13.665,-1.8184,0.491639,0.795977,0.215768,"beta-1-syntrophin ","K24064","A8K9E0"
"341","Pocillopora_acuta_HIv1_PredGene_g11511.t1",285,8,8,4,3,-7.455,-0.4167,0.997387,0.729934,0.799863,"inositol monophosphatase 1 isoform 1 ","K01092","B4DLN3"
"342","Pocillopora_acuta_HIv1_PredGene_g11552.t1",885,1,1,0,1,-1.941,-0.1546,0.994386,0.67128,0.841487,"uncharacterized protein LOC100000278 ","","-"
"343","Pocillopora_acuta_HIv1_PredGene_g11585.t1",1046,2,10,8,3,-6.367,-1.3396,0.790699,0.805992,0.438854,"Na pump alpha subunit, isoform A ","K01539","Q9VDG8"
"344","Pocillopora_acuta_HIv1_PredGene_g11586.t1",1077,2,8,4,1,-8.422,-1.1879,0.88822,0.804743,0.514823,"Na pump alpha subunit, isoform A ","K01539","Q9VDG8"
"345","Pocillopora_acuta_HIv1_PredGene_g1159.t1",544,4,2,3,4,-5.769,-0.4287,0.997157,0.732082,0.79747,"YTH domain-containing family protein 1 ","K20102","Q9NX79"
"346","Pocillopora_acuta_HIv1_PredGene_g11607.t1",892,0,1,0,1,10.676,0.6843,0.620808,0.391885,0.842017,"transcription factor RFX3 isoform X6 ","K09173","Q5JTL7"
"347","Pocillopora_acuta_HIv1_PredGene_g11609.t1",491,0,2,2,0,0.29,0.0371,0.950489,0.614575,0.859136,"FYN-binding protein-like isoform X3 ","K17698","X1WCL2"
"348","Pocillopora_acuta_HIv1_PredGene_g11632.t1",801,6,7,10,2,-0.2,-0.0261,0.970337,0.634347,0.85461,"epidermal growth factor receptor substrate 15-like 1 isoform X1 ","K12472","A5PL29"
"349","Pocillopora_acuta_HIv1_PredGene_g11634.t1",849,2,1,0,0,-9.99,-1.0766,0.953418,0.801075,0.570345,"rhamnose binding lectin-like precursor isoform X1 ","K01080","A3KQ79"
"350","Pocillopora_acuta_HIv1_PredGene_g11635.t1",452,1,0,0,1,-0.908,-0.1239,0.990577,0.662904,0.845082,"rhamnose binding lectin-like precursor isoform X1 ","","A3KQ79"
"351","Pocillopora_acuta_HIv1_PredGene_g11655.t1",531,1,0,1,0,2.824,0.2308,0.861623,0.549689,0.864799,"chloride channel CLIC-like protein 1 isoform 1 precursor ","K22188","Q96S66"
"352","Pocillopora_acuta_HIv1_PredGene_g11657.t1",163,6,6,6,8,2.862,0.3101,0.817444,0.52216,0.863738,"ATP synthase subunit delta, mitochondrial ","K02134","Q6P1J5"
"353","Pocillopora_acuta_HIv1_PredGene_g11692.t1",655,1,1,2,0,-3.463,-0.3194,0.999604,0.710851,0.817604,"protein FAM114A2 isoform 1 ","","E7ENZ8"
"354","Pocillopora_acuta_HIv1_PredGene_g11712.t1",479,2,3,3,2,-7.597,-0.824,1,0.78351,0.684054,"no_annotation","","-"
"355","Pocillopora_acuta_HIv1_PredGene_g11765.t1",644,0,1,0,1,3.748,0.3404,0.800193,0.511597,0.862879,"coiled-coil domain-containing protein 22 ","K23343","Q4V909"
"356","Pocillopora_acuta_HIv1_PredGene_g11767.t1",572,19,16,13,5,-3.624,-0.3603,0.998712,0.719243,0.810494,"calnexin precursor ","K08054","Q7SYE1"
"357","Pocillopora_acuta_HIv1_PredGene_g11768.t1",644,1,0,2,1,1.99,0.1699,0.893312,0.570583,0.864333,"beta-galactosidase preproprotein ","K12309","Q3TAW7"
"358","Pocillopora_acuta_HIv1_PredGene_g11769.t1",583,1,0,4,2,3.003,0.2879,0.830015,0.529888,0.864215,"beta-galactosidase preproprotein ","K12309","Q3TAW7"
"359","Pocillopora_acuta_HIv1_PredGene_g11783.t1",860,1,1,6,0,-0.077,-0.0095,0.965632,0.629244,0.855926,"serine/threonine-protein kinase DCLK2 isoform 3 ","K08805","A2A123"
"360","Pocillopora_acuta_HIv1_PredGene_g11786.t1",427,33,35,32,32,-9.429,-4.2776,4.1e-05,0.762395,4e-06,"multifunctional protein ADE2 ","K01587","Q7ZUN6"
"361","Pocillopora_acuta_HIv1_PredGene_g11787.t1",1291,2,1,1,0,-17.132,-2.1857,0.269517,0.784415,0.097473,"WP_061432415.1 amino acid adenylation domain-containing protein ","",""
"362","Pocillopora_acuta_HIv1_PredGene_g11813.t1",591,26,31,41,29,0.089,0.0263,0.954248,0.618017,0.858456,"aldehyde dehydrogenase, mitochondrial isoform 1 precursor ","K00128","P05091"
"363","Pocillopora_acuta_HIv1_PredGene_g11859.t1",378,1,1,4,1,-16.862,-1.6222,0.622445,0.801492,0.301406,"eukaryotic translation initiation factor 3 subunit M isoform 1 ","K15030","Q2F836"
"364","Pocillopora_acuta_HIv1_PredGene_g11869.t1",337,4,5,6,5,-1.147,-0.1292,0.991317,0.664371,0.844481,"calumenin isoform a precursor ","K23901","D6QS58"
"365","Pocillopora_acuta_HIv1_PredGene_g11870.t1",332,4,2,4,2,-1.775,-0.1478,0.993641,0.66945,0.842307,"calumenin isoform a precursor ","K23901","D6QS58"
"366","Pocillopora_acuta_HIv1_PredGene_g11878.t1",520,0,1,0,1,0.475,0.0534,0.944542,0.609334,0.860089,"uncharacterized protein Dmel_CG8646 ","","A1Z937"
"367","Pocillopora_acuta_HIv1_PredGene_g11879.t1",584,1,1,0,1,4.803,0.6895,0.618301,0.390082,0.841617,"uncharacterized protein Dmel_CG8646 ","K01135","A1Z937"
"368","Pocillopora_acuta_HIv1_PredGene_g11881.t1",1106,1,3,1,1,0.15,0.0135,0.95851,0.622064,0.8576,"DNA damage-binding protein 1 ","K10610","Q3U1J4"
"369","Pocillopora_acuta_HIv1_PredGene_g11935.t1",510,24,14,21,21,-10.208,-1.7067,0.568085,0.799269,0.262978,"serine--tRNA ligase, cytoplasmic isoform a ","K01875","B2R6Y9"
"370","Pocillopora_acuta_HIv1_PredGene_g11947.t1",153,6,5,10,9,9.552,1.0126,0.46295,0.281382,0.81622,"nucleoside diphosphate kinase B isoform a ","K00940","Q1WM23"
"371","Pocillopora_acuta_HIv1_PredGene_g11952.t2",523,4,0,5,4,-19.753,-4.6455,3e-06,0.761303,0,"histidine--tRNA ligase isoform 2 ","K01892","E9QI36"
"372","Pocillopora_acuta_HIv1_PredGene_g11962.t1",1169,14,7,8,11,-3.015,-0.664,1,0.766715,0.738963,"leucine--tRNA ligase, cytoplasmic isoform 1 ","K01869","Q9NSE1"
"373","Pocillopora_acuta_HIv1_PredGene_g1197.t1",305,1,1,1,1,-2.474,-0.3437,0.999103,0.715904,0.813438,"histamine N-methyltransferase ","K00546","Q6DC37"
"374","Pocillopora_acuta_HIv1_PredGene_g11974.t1",2169,1,1,2,0,-6.095,-0.6003,0.99959,0.758599,0.757246,"LIM domain only protein 7b ","K06084","F6NN15"
"375","Pocillopora_acuta_HIv1_PredGene_g11977.t1",1341,0,1,1,1,-1.357,-0.1347,0.992048,0.665885,0.843849,"fibroblast growth factor receptor 2 isoform X12 ","","P21802"
"376","Pocillopora_acuta_HIv1_PredGene_g11983.t1",468,2,2,0,0,-13.365,-1.68,0.585669,0.8,0.274902,"titin isoform X9 ","K17341","Q3TZL3"
"377","Pocillopora_acuta_HIv1_PredGene_g11996.t1",832,1,1,1,2,-13.568,-1.6951,0.575766,0.799589,0.268131,"advillin ","K08017","Q2NKM9"
"378","Pocillopora_acuta_HIv1_PredGene_g12030.t1",1738,4,3,2,1,-2.781,-0.2626,0.999976,0.698261,0.826692,"protein mono-ADP-ribosyltransferase PARP14 ","K15261","E9QP48"
"379","Pocillopora_acuta_HIv1_PredGene_g12053.t1",73,6,6,5,11,-9.36,-1.4527,0.722801,0.804922,0.382869,"copper transport protein ATOX1 ","K07213","E7FEZ9"
"380","Pocillopora_acuta_HIv1_PredGene_g12065.t1",1815,2,2,4,4,-16.272,-1.3821,0.764623,0.805746,0.417726,"THO complex subunit 2 isoform X1 ","K12879","F1QXF4"
"381","Pocillopora_acuta_HIv1_PredGene_g12083.t1",906,0,1,1,0,-6.637,-0.861,1,0.786749,0.669383,"uncharacterized protein Dmel_CG13185 ","K14572","A8DYB0"
"382","Pocillopora_acuta_HIv1_PredGene_g12089.t1",1885,1,2,0,3,2.878,0.318,0.812954,0.519407,0.863537,"nuclear pore complex protein Nup98-Nup96 isoform 6 precursor ","K14297","Q9UF57"
"383","Pocillopora_acuta_HIv1_PredGene_g12098.t1",200,1,1,1,1,-6.894,-0.6764,1,0.768194,0.735179,"hippocalcin-like protein 1 ","K23847","P37235"
"384","Pocillopora_acuta_HIv1_PredGene_g12120.t1",334,3,6,3,6,-16.486,-0.9956,0.987801,0.796734,0.609616,"RNA-binding protein Musashi homolog 2 isoform b ","K14411","Q8N9T4"
"385","Pocillopora_acuta_HIv1_PredGene_g12141.t1",72,0,1,1,0,-15.204,-1.2043,0.877684,0.805069,0.506591,"nuclear protein 1b ","K15626","E9QCY4"
"386","Pocillopora_acuta_HIv1_PredGene_g12169.t1",135,1,1,0,2,2.307,0.1794,0.888548,0.567345,0.864483,"prefoldin subunit 4 isoform 1 ","K09550","Q3UWL8"
"387","Pocillopora_acuta_HIv1_PredGene_g12174.t1",141,10,9,10,13,10.137,1.9986,0.105036,0.047507,0.770011,"coactosin-like protein ","","Q1LWV6"
"388","Pocillopora_acuta_HIv1_PredGene_g12180.t1",2284,3,3,2,1,-3.549,-0.3048,0.999824,0.70772,0.820026,"polyamine-modulated factor 1-binding protein 1 isoform X3 ","K23223","-"
"389","Pocillopora_acuta_HIv1_PredGene_g12184.t1",1501,1,1,2,0,-3.757,-0.2737,1,0.700808,0.824987,"CD109 antigen isoform 1 preproprotein ","K06530","Q5XUM9"
"390","Pocillopora_acuta_HIv1_PredGene_g12204.t1",698,0,1,0,1,-8.728,-0.7038,1,0.771349,0.726547,"no_annotation","","-"
"391","Pocillopora_acuta_HIv1_PredGene_g12205.t1",424,0,1,0,1,-7.813,-0.7949,1,0.780804,0.695056,"proline-serine-threonine phosphatase-interacting protein 1 ","K12804","Q4V9R4"
"392","Pocillopora_acuta_HIv1_PredGene_g12213.t1",207,8,8,9,6,9.777,0.9775,0.478951,0.292727,0.818917,"ras-related protein Rab-8A ","K07901","P55258"
"393","Pocillopora_acuta_HIv1_PredGene_g12218.t1",219,13,15,9,11,-1.768,-0.3718,0.99843,0.721505,0.808406,"ras-related protein Rab-11A isoform 1 ","K07904","Q5TZN9"
"394","Pocillopora_acuta_HIv1_PredGene_g12239.t1",2564,27,25,34,27,1.377,0.3572,0.790631,0.505737,0.862304,"talin-1 isoform X4 ","K06271","Q5U7N6"
"395","Pocillopora_acuta_HIv1_PredGene_g12245.t1",589,8,19,17,24,6.777,0.9196,0.506298,0.311727,0.823451,"thrombospondin-2 ","K04659","F8W5Z7"
"396","Pocillopora_acuta_HIv1_PredGene_g12246.t1",507,2,5,5,6,6.211,0.9976,0.469727,0.286214,0.817367,"cartilage matrix protein precursor ","","A5WWJ4"
"397","Pocillopora_acuta_HIv1_PredGene_g1228.t1",429,5,6,5,7,-7.754,-0.8942,1,0.789472,0.655557,"legumain isoform 1 preproprotein ","K01369","O00123"
"398","Pocillopora_acuta_HIv1_PredGene_g12315.t1",1717,3,1,2,1,-6.239,-0.4928,0.996646,0.742862,0.783835,"WASH complex subunit 2 isoform X5 ","K18462","B8JKJ2"
"399","Pocillopora_acuta_HIv1_PredGene_g12336.t1",141,13,16,16,18,7.877,2.5028,0.024102,0.012106,0.762073,"profilin ","K05759","P07274"
"400","Pocillopora_acuta_HIv1_PredGene_g12337.t1",964,2,2,2,1,-11.615,-0.7649,1,0.777859,0.705913,"dual serine/threonine and tyrosine protein kinase isoform X1 ","K16288","Q8C923"
"401","Pocillopora_acuta_HIv1_PredGene_g12353.t1",150,1,1,0,0,6.452,0.7155,0.605755,0.381079,0.839606,"uncharacterized protein Dmel_CG34045 ","K19894","A1ZBJ7"
"402","Pocillopora_acuta_HIv1_PredGene_g12377.t1",636,8,12,17,23,-6.151,-1.742,0.544333,0.798266,0.247566,"very long-chain specific acyl-CoA dehydrogenase, mitochondrial ","K09479","Q7T2C2"
"403","Pocillopora_acuta_HIv1_PredGene_g12379.t1",265,3,1,2,1,12.633,0.9711,0.48192,0.294809,0.819414,"chymotrypsinogen B isoform 1 precursor ","K01310","P17538"
"404","Pocillopora_acuta_HIv1_PredGene_g1240.t1",150,1,0,1,2,16.502,1.1805,0.393961,0.228821,0.804214,"Epididymal secretory protein E1-like precursor ","K13443","B3DFW4"
"405","Pocillopora_acuta_HIv1_PredGene_g12401.t1",1554,7,6,5,9,-6.287,-0.635,1,0.76313,0.747523,"UDP-glucose:glycoprotein glucosyltransferase 2 isoform X3 ","K11718","E7F6G9"
"406","Pocillopora_acuta_HIv1_PredGene_g1241.t1",152,1,0,1,1,-5.343,-0.5091,0.99676,0.745426,0.780121,"NPC intracellular cholesterol transporter 2 isoform 2 precursor ","K13443","Q29413"
"407","Pocillopora_acuta_HIv1_PredGene_g1244.t1",96,3,2,2,1,-1.626,-0.203,0.998222,0.683859,0.835263,"SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 1 precursor ","K25095","J3KMY7"
"408","Pocillopora_acuta_HIv1_PredGene_g12443.t1",632,0,2,1,0,-0.957,-0.0911,0.985201,0.653633,0.84861,"hypothetical protein, conserved ","","E9BHR4"
"409","Pocillopora_acuta_HIv1_PredGene_g12460.t1",883,1,0,0,2,-1.906,-0.274,1,0.700876,0.82494,"UDP-glucose 6-dehydrogenase ","K00012","A8WGP7"
"410","Pocillopora_acuta_HIv1_PredGene_g12463.t1",295,111,130,79,99,-4.34,-3.3901,0.00697,0.766834,0.000847,"glyceraldehyde-3-phosphate dehydrogenase isoform 2 ","K00134","E7EUT4"
"411","Pocillopora_acuta_HIv1_PredGene_g1252.t1",286,4,4,5,5,-12.788,-1.3501,0.784183,0.805951,0.433626,"reticulon-4 isoform C ","","Q9Y2Y7"
"412","Pocillopora_acuta_HIv1_PredGene_g1255.t1",1044,1,0,0,1,10.544,1.3442,0.334341,0.180252,0.794427,"ephrin type-B receptor ","","F4JXY6"
"413","Pocillopora_acuta_HIv1_PredGene_g12557.t1",714,0,1,2,2,-0.376,-0.0307,0.971577,0.635749,0.85423,"inner nuclear membrane protein Man1 isoform 1 ","K19410","Q9NT47"
"414","Pocillopora_acuta_HIv1_PredGene_g1258.t1",246,0,2,0,1,-3.944,-0.5887,0.999021,0.757027,0.760368,"tubulin-folding cofactor B isoform 1 ","K17262","Q9CWR6"
"415","Pocillopora_acuta_HIv1_PredGene_g12585.t1",336,22,18,20,15,-20.489,-1.9443,0.405927,0.791972,0.168622,"Uncharacterized protein CELE_Y48G10A.3 ","K18266","Q9U283"
"416","Pocillopora_acuta_HIv1_PredGene_g12616.t1",503,3,1,5,5,-4.088,-0.6051,0.999847,0.759242,0.755935,"lipopolysaccharide-binding protein precursor ","K25374","A2AC66"
"417","Pocillopora_acuta_HIv1_PredGene_g12682.t1",1051,2,3,2,1,-6.48,-0.6653,1,0.766872,0.73857,"inactive tyrosine-protein kinase 7 isoform e ","K05127","Q8NFA7"
"418","Pocillopora_acuta_HIv1_PredGene_g12683.t1",766,1,2,1,1,-10.134,-1.1158,0.932216,0.802666,0.550908,"inactive tyrosine-protein kinase 7 isoform a precursor ","K05127","Q13417"
"419","Pocillopora_acuta_HIv1_PredGene_g12724.t1",388,4,5,3,3,6.438,0.7301,0.598694,0.376033,0.838468,"uncharacterized protein Dmel_CG6178 ","K01904","Q9VCC6"
"420","Pocillopora_acuta_HIv1_PredGene_g12731.t1",295,1,0,3,1,3.933,0.4628,0.731887,0.468915,0.857312,"fatty Acid CoA Synthetase family ","K01904","Q19339"
"421","Pocillopora_acuta_HIv1_PredGene_g12733.t1",103,4,2,3,3,12.559,0.8951,0.518133,0.319871,0.82539,"enhancer of rudimentary homolog ","","Q14259"
"422","Pocillopora_acuta_HIv1_PredGene_g12767.t1",326,1,2,0,0,5.329,0.5613,0.6808,0.434628,0.851051,"uncharacterized protein SPAC2C4.08 ","","O14041"
"423","Pocillopora_acuta_HIv1_PredGene_g12780.t1",12758,25,12,12,7,-3.002,-0.635,1,0.76313,0.747523,"titin isoform X4 ","K12567","Q4U1Z6"
"424","Pocillopora_acuta_HIv1_PredGene_g12810.t1",405,1,1,2,1,-3.342,-0.2694,1,0.699826,0.825651,"ubiquitin-like modifier-activating enzyme 5 ","K12164",""
"425","Pocillopora_acuta_HIv1_PredGene_g12841.t1",820,26,28,22,21,-9.465,-1.0487,0.966839,0.79974,0.584036,"villin-1 ","K08017","Q53S11"
"426","Pocillopora_acuta_HIv1_PredGene_g12843.t1",305,2,0,2,0,4.354,0.517,0.703307,0.450043,0.854013,"guanidinobutyrase ","K12255","Q9I3S3"
"427","Pocillopora_acuta_HIv1_PredGene_g12845.t1",358,2,2,0,1,-7.639,-0.6519,1,0.765241,0.742584,"agmatinase, mitochondrial ","K01480","Q08C97"
"428","Pocillopora_acuta_HIv1_PredGene_g12848.t1",358,1,1,0,1,-1.827,-0.1926,0.997603,0.681222,0.836657,"agmatinase, mitochondrial ","K01480","Q08C97"
"429","Pocillopora_acuta_HIv1_PredGene_g12850.t1",217,12,14,15,11,-8.744,-1.3137,0.806974,0.806032,0.451773,"ras-related protein Rab-5B isoform 1 ","K07888","P61020"
"430","Pocillopora_acuta_HIv1_PredGene_g12879.t1",1491,0,0,2,1,7.15,0.6457,0.639428,0.405283,0.844947,"carbamoyl-phosphate synthase ","K01948","F6PBT6"
"431","Pocillopora_acuta_HIv1_PredGene_g12898.t1",399,0,2,1,1,-1.53,-0.2143,0.998776,0.686683,0.833714,"Golgi reassembly-stacking protein 2 ","","Q6PC76"
"432","Pocillopora_acuta_HIv1_PredGene_g1291.t1",208,2,4,1,1,-6.856,-0.6164,1,0.760735,0.752805,"lethal (2) essential for life, isoform C ","K09542","P82147"
"433","Pocillopora_acuta_HIv1_PredGene_g1293.t1",233,7,6,4,4,-10.86,-1.128,0.92515,0.803094,0.544824,"peptidyl-prolyl cis-trans isomerase FKBP3 ","K09570","Q00688"
"434","Pocillopora_acuta_HIv1_PredGene_g12940.t1",876,1,0,1,2,2.781,0.1675,0.894501,0.5714,0.86429,"dimethylglycine dehydrogenase, mitochondrial precursor ","K00315","B4E1J9"
"435","Pocillopora_acuta_HIv1_PredGene_g12941.t1",409,2,2,1,1,-7.598,-1.0242,0.977296,0.798428,0.595928,"betaine--homocysteine S-methyltransferase 1 ","K00544","Q561N0"
"436","Pocillopora_acuta_HIv1_PredGene_g12954.t1",277,4,2,3,3,-7.277,-0.7854,1,0.779888,0.698547,"uncharacterized protein Dmel_CG9008, isoform A ","K01792","Q9V3D1"
"437","Pocillopora_acuta_HIv1_PredGene_g12960.t1",249,1,1,0,0,-3.909,-0.3974,0.997809,0.726387,0.803613,"hypothetical protein DDB_G0281291 ","K17290","Q54U38"
"438","Pocillopora_acuta_HIv1_PredGene_g12987.t1",212,5,7,4,1,11.87,1.3349,0.337747,0.182923,0.79493,"osteoclast-stimulating factor 1 ","","Q3UF05"
"439","Pocillopora_acuta_HIv1_PredGene_g12991.t1",313,1,1,0,1,3.618,0.4067,0.762687,0.488469,0.860238,"reticulocalbin-3 precursor ","K23900","Q6IQR6"
