"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","Annotation","KOid","UniprotID"
"590","Pocillopora_acuta_HIv1_PredGene_g14356.t1",629,1,0,1,0,12.515,1.6107,0.569674,0.334653,0.700783,"myeloid differentiation primary response protein MyD88 ","K04729","Q6TQG4"
"591","Pocillopora_acuta_HIv1_PredGene_g14360.t1",275,1,2,5,3,-0.822,-0.1809,0.994641,0.896843,0.524215,"superoxide dismutase ","K04564","Q6P980"
"592","Pocillopora_acuta_HIv1_PredGene_g14363.t1",5113,0,0,0,0,-3.901,-0.9711,0.598788,0.887398,0.247256,"histone-lysine N-methyltransferase 2C isoform X2 ","K09188","F1Q6F2"
"593","Pocillopora_acuta_HIv1_PredGene_g14381.t2",2171,0,1,1,2,-1.695,-0.1532,0.996489,0.894597,0.532361,"receptor-type tyrosine-protein phosphatase delta isoform X8 ","K06777","F5GWT7"
"594","Pocillopora_acuta_HIv1_PredGene_g14396.t1",1024,0,0,0,1,17.293,1.6393,0.563418,0.321682,0.700543,"exosome RNA helicase MTR4 ","K12598","Q9CZU3"
"595","Pocillopora_acuta_HIv1_PredGene_g1440.t1",70,0,0,1,0,-3.175,-0.4388,0.953183,0.910405,0.439009,"CKLF-CMTM1 protein isoform 2 ",NA,""
"596","Pocillopora_acuta_HIv1_PredGene_g14402.t1",5157,21,10,20,20,-9.6,-6.0563,0,0.691652,0,"cytoplasmic dynein 1 heavy chain 1 ","K10413","Q9JHU4"
"597","Pocillopora_acuta_HIv1_PredGene_g14453.t1",161,8,6,9,4,-0.245,-0.0221,1,0.881903,0.567896,"peptidyl-prolyl cis-trans isomerase B ","K03768","Q6PBW4"
"598","Pocillopora_acuta_HIv1_PredGene_g14453.t2",170,9,6,7,3,-4.655,-0.6482,0.863163,0.910897,0.361655,"peptidyl-prolyl cis-trans isomerase B precursor ","K03768","P24369"
"599","Pocillopora_acuta_HIv1_PredGene_g14454.t1",141,7,10,9,5,-3.179,-0.5033,0.93297,0.91166,0.415608,"peptidyl-prolyl cis-trans isomerase B precursor ","K03768","A8K534"
"600","Pocillopora_acuta_HIv1_PredGene_g14455.t1",209,21,19,23,18,-1.321,-0.7372,0.800828,0.907591,0.328571,"peptidyl-prolyl cis-trans isomerase B ","K03768","Q6PBW4"
"601","Pocillopora_acuta_HIv1_PredGene_g14481.t1",807,0,0,0,0,-2.851,-0.3987,0.963208,0.909178,0.453223,"nuclear cap-binding protein subunit 1 ","K12882","Q3TEM1"
"602","Pocillopora_acuta_HIv1_PredGene_g14554.t1",343,6,8,1,0,-13.926,-2.2737,0.059668,0.745111,0.015753,"centrosomal protein of 72 kDa ","K03529","B4DR26"
"603","Pocillopora_acuta_HIv1_PredGene_g14601.t1",826,1,0,0,0,0.482,0.1061,0.999821,0.866031,0.597737,"B-cell receptor CD22-like ","K17341","-"
"604","Pocillopora_acuta_HIv1_PredGene_g1461.t1",641,0,0,0,1,-8.966,-0.8539,0.701956,0.899561,0.286634,"SH2 domain-containing adapter protein F isoform X7 ","K07361","B3KTY1"
"605","Pocillopora_acuta_HIv1_PredGene_g14638.t1",322,39,51,39,28,-2.013,-0.9713,0.598618,0.887375,0.247192,"transaldolase ","K00616","Q6P6Y0"
"606","Pocillopora_acuta_HIv1_PredGene_g14650.t1",1038,8,10,11,6,-8.64,-1.6748,0.225916,0.794687,0.076256,"endoplasmic reticulum aminopeptidase 2 precursor ","K09604","B1H1J0"
"607","Pocillopora_acuta_HIv1_PredGene_g14652.t1",1946,0,0,0,0,-10.356,-1.4301,0.323763,0.823998,0.123374,"RNA-dependent RNA polymerase 6 ","K11699","K7KTI9"
"608","Pocillopora_acuta_HIv1_PredGene_g1466.t1",614,1,4,1,0,-0.411,-0.0511,0.999966,0.885005,0.560474,"uncharacterized protein Dmel_CG34417, isoform N ","K23028","R9PY45"
"609","Pocillopora_acuta_HIv1_PredGene_g14673.t1",306,4,2,0,0,-5.383,-0.6721,0.847856,0.910238,0.352722,"uncharacterized protein LOC101883107 ","","-"
"610","Pocillopora_acuta_HIv1_PredGene_g14690.t1",667,30,35,27,35,-2.15,-0.8658,0.691337,0.898504,0.282496,"heat shock cognate 71 kDa protein isoform 1 ","K03283","Q53HF2"
"611","Pocillopora_acuta_HIv1_PredGene_g14709.t1",406,6,8,12,6,7.779,2.4649,0.117643,0.04757,0.693994,"betaine--homocysteine S-methyltransferase 1 ","K00544","Q561N0"
"612","Pocillopora_acuta_HIv1_PredGene_g14719.t1",719,18,1,7,6,-5.899,-1.5131,0.288839,0.813408,0.105858,"threonine--tRNA ligase 1, cytoplasmic isoform 1 ","K01868","A8KC60"
"613","Pocillopora_acuta_HIv1_PredGene_g14734.t1",1685,1,1,1,0,4.433,0.5845,1,0.76036,0.67202,"receptor-type tyrosine-protein phosphatase S isoform X19 ","","F1QEX6"
"614","Pocillopora_acuta_HIv1_PredGene_g14774.t1",295,1,0,1,0,-4.777,-0.5858,0.897896,0.911877,0.385008,"ubiquitin domain-containing protein UBFD1 ","","D3DWF2"
"615","Pocillopora_acuta_HIv1_PredGene_g14788.t1",376,6,4,2,0,15.517,1.7041,0.548204,0.291794,0.700022,"actin, cytoplasmic 2 ","K05692","P02571"
"616","Pocillopora_acuta_HIv1_PredGene_g14792.t1",377,267,230,233,357,-2.16,-7.4278,0,0.68994,0,"actin 5C, isoform D ","K05692","X2JCP8"
"617","Pocillopora_acuta_HIv1_PredGene_g14795.t1",150,336,266,248,264,-2.507,-5.8061,0,0.692127,0,"actin, cytoplasmic 2 isoform 2 ","K05692","Q4KL81"
"618","Pocillopora_acuta_HIv1_PredGene_g14816.t1",337,49,34,36,62,-1.297,-0.7932,0.755068,0.904271,0.308169,"actin 5C, isoform D ","K05692","X2JCP8"
"619","Pocillopora_acuta_HIv1_PredGene_g14820.t1",755,0,0,0,1,4.343,0.7822,0.96906,0.686788,0.689111,"pyridoxal-dependent decarboxylase domain-containing protein 1 isoform 4 ","","B4DHL7"
"620","Pocillopora_acuta_HIv1_PredGene_g14831.t1",362,0,0,0,0,-2.803,-0.4206,0.957949,0.90989,0.445496,"ADP-ribosylarginine hydrolase ","K01245","Q3U5N4"
"621","Pocillopora_acuta_HIv1_PredGene_g14865.t1",693,1,1,0,0,2.385,0.39,1,0.814331,0.648071,"protein kinase C alpha type ","K02677","Q4VA93"
"622","Pocillopora_acuta_HIv1_PredGene_g14875.t1",156,7,0,0,0,7.357,0.7942,0.965738,0.681824,0.689919,"zinc finger FYVE domain-containing protein 26 ","K14558","Q5DU37"
"623","Pocillopora_acuta_HIv1_PredGene_g14880.t1",123,0,0,1,0,-11.269,-1.604,0.252622,0.802571,0.08847,"nuclear valosin-containing protein-like isoform X1 ","K09523","Q8K2B5"
"624","Pocillopora_acuta_HIv1_PredGene_g14916.t1",136,1,1,4,3,3.013,0.3477,1,0.823817,0.641819,"nuclear factor of activated T-cells, cytoplasmic 3-like isoform X2 ","K07497","F1QMI6"
"625","Pocillopora_acuta_HIv1_PredGene_g14920.t1",287,1,0,1,0,15.686,1.7454,0.53699,0.272568,0.699705,"serine/threonine-protein phosphatase PGAM5, mitochondrial isoform X1 ","K15637","Q502L2"
"626","Pocillopora_acuta_HIv1_PredGene_g14921.t1",314,0,1,1,0,-8.201,-1.4871,0.299579,0.816655,0.111179,"ester hydrolase C11orf54 isoform a ","","Q96IX1"
"627","Pocillopora_acuta_HIv1_PredGene_g14928.t1",313,4,6,3,3,-1.567,-0.2377,0.989475,0.900971,0.506846,"syntaxin-12-like ","K13813","E7F0D3"
"628","Pocillopora_acuta_HIv1_PredGene_g14931.t1",550,0,0,0,0,-7.867,-1.398,0.337821,0.828264,0.130556,"NEDD8-activating enzyme E1 regulatory subunit ","K04532","Q7ZUA4"
"629","Pocillopora_acuta_HIv1_PredGene_g14953.t1",255,1,1,1,1,-2.104,-0.4299,0.95556,0.910162,0.442189,"ancylostoma secreted protein isoform X1 ","K24835","A2CF32"
"630","Pocillopora_acuta_HIv1_PredGene_g14976.t1",1959,0,0,0,0,-6.071,-0.6426,0.866578,0.911028,0.363751,"otoferlin isoform X12 ","K19949","X1WB77"
"631","Pocillopora_acuta_HIv1_PredGene_g14980.t1",301,0,0,0,3,-7.927,-1.3322,0.367902,0.837281,0.145969,"palmitoyl-protein thioesterase 1 isoform X1 ","K01074","F1R8J6"
"632","Pocillopora_acuta_HIv1_PredGene_g15008.t1",1032,1,0,2,1,-2.284,-0.2875,0.983339,0.904062,0.490917,"acyl-CoA dehydrogenase family member 10 ","K11729","Q8K313"
"633","Pocillopora_acuta_HIv1_PredGene_g15056.t1",112,3,3,5,4,-6.531,-0.9092,0.652608,0.894293,0.267663,"TMV resistance protein N isoform X1 ","K19721","I1MQE7"
"634","Pocillopora_acuta_HIv1_PredGene_g15063.t1",395,0,0,1,0,8.365,0.6946,0.988612,0.721406,0.682431,"TRPL translocation defect 14, isoform B ","","Q7K556"
"635","Pocillopora_acuta_HIv1_PredGene_g15078.t1",487,4,2,4,4,5.739,1.0629,0.828601,0.563388,0.701633,"ubiquitin carboxyl-terminal hydrolase 14 ","K11843","Q803B3"
"636","Pocillopora_acuta_HIv1_PredGene_g15084.t1",386,0,1,3,1,5.402,0.9225,0.916073,0.626224,0.697017,"beta-ureidopropionase ","K01431","Q9UBR1"
"637","Pocillopora_acuta_HIv1_PredGene_g15086.t1",219,7,6,7,8,6.847,1.0979,0.803314,0.548019,0.702302,"GTP-binding nuclear protein Ran ","K07936","Q6GTE7"
"638","Pocillopora_acuta_HIv1_PredGene_g15089.t1",326,12,16,9,9,0.539,0.1217,0.999865,0.863834,0.601046,"2-methylisocitrate lyase ","K01841","P54528"
"639","Pocillopora_acuta_HIv1_PredGene_g15092.t1",120,4,0,1,3,-9.557,-0.9415,0.624191,0.890817,0.256902,"40S ribosomal protein S20 ","K02969","Q6P6E7"
"640","Pocillopora_acuta_HIv1_PredGene_g15108.t1",462,25,18,19,21,-1.101,-0.2778,0.984654,0.903499,0.494069,"coronin-6 isoform X1 ","K13886","Q3TZ14"
"641","Pocillopora_acuta_HIv1_PredGene_g15113.t1",1311,0,0,0,0,-7.873,-2.0172,0.117569,0.763116,0.033144,"male-specific lethal 2, isoform A ","","P50534"
"642","Pocillopora_acuta_HIv1_PredGene_g15141.t1",718,0,0,0,0,-8.857,-0.8334,0.720145,0.90128,0.29383,"ATP-binding cassette sub-family F member 3 ","K06158","Q9JL49"
"643","Pocillopora_acuta_HIv1_PredGene_g15181.t1",930,17,15,20,5,-12.416,-1.7478,0.199912,0.787064,0.064882,"26S proteasome non-ATPase regulatory subunit 2 ","K03028","Q6PHK7"
"644","Pocillopora_acuta_HIv1_PredGene_g15184.t1",973,0,0,0,0,-6.524,-0.9428,0.623059,0.890672,0.256474,"vacuolar protein sorting-associated protein 18 homolog ","K20181","P59015"
"645","Pocillopora_acuta_HIv1_PredGene_g15192.t1",1516,2,7,3,5,5.823,1.2715,0.685904,0.47553,0.703361,"LIM domain-containing protein 2 isoform X1 ","","X1WG15"
"646","Pocillopora_acuta_HIv1_PredGene_g15205.t1",266,0,0,0,1,-1.467,-0.2655,0.986246,0.902758,0.498032,"proliferating cell nuclear antigen ","K04802","D3DW02"
"647","Pocillopora_acuta_HIv1_PredGene_g15209.t1",9457,0,0,0,0,1.945,0.2546,1,0.842314,0.626587,"MAM and LDL-receptor class A domain-containing protein 1 ","","-"
"648","Pocillopora_acuta_HIv1_PredGene_g15212.t1",506,2,3,2,2,-1.363,-0.1685,0.995527,0.895857,0.527888,"UDP-N-acetylhexosamine pyrophosphorylase isoform 3 ","K00972","Q91YN5"
"649","Pocillopora_acuta_HIv1_PredGene_g15213.t1",502,10,8,5,3,3.202,0.7271,0.982213,0.70891,0.685071,"UDP-N-acetylhexosamine pyrophosphorylase isoform X3 ","K00972","Q91YN5"
"650","Pocillopora_acuta_HIv1_PredGene_g1523.t1",151,7,3,5,10,-4.025,-0.3497,0.973309,0.90723,0.470169,"myosin light chain cytoplasmic, isoform A ","K12751","C1C594"
"651","Pocillopora_acuta_HIv1_PredGene_g15242.t1",1840,0,0,0,0,-0.965,-0.138,0.997333,0.8933,0.536739,"proteasome activator complex subunit 4 ","K06699","Q2M1Z0"
"652","Pocillopora_acuta_HIv1_PredGene_g15257.t1",419,0,0,0,0,-3.102,-0.5833,0.899137,0.911895,0.385942,"Vav guanine nucleotide exchange factor, isoform D ","","M9PHJ6"
"653","Pocillopora_acuta_HIv1_PredGene_g15319.t1",377,6,6,6,6,1.417,0.2922,1,0.835216,0.63299,"protein arginine N-methyltransferase 1 ","K11434","F1R3J9"
"654","Pocillopora_acuta_HIv1_PredGene_g15321.t1",259,0,0,1,0,-10.199,-2.3394,0.049164,0.741065,0.012833,"CD151 antigen, like ","K06537","Q6P031"
"655","Pocillopora_acuta_HIv1_PredGene_g15346.t1",154,1,1,5,7,-1.883,-0.2952,0.982253,0.904496,0.488398,"WP_154827248.1 hypothetical protein ","K06058","-"
"656","Pocillopora_acuta_HIv1_PredGene_g15354.t1",106,16,14,4,3,5.354,1.0254,0.854717,0.580068,0.700711,"Glutaredoxin domain-containing protein ","K03676","Q9N456"
"657","Pocillopora_acuta_HIv1_PredGene_g15367.t1",1266,0,1,0,4,-5.034,-1.0613,0.527012,0.875849,0.219169,"uncharacterized protein C7orf57 isoform X2 ","","Q8NEG2"
"658","Pocillopora_acuta_HIv1_PredGene_g15369.t1",196,1,2,1,2,-3.32,-0.4177,0.958672,0.909801,0.446525,"guanylate kinase isoform 2 ","K00942","Q564F2"
"659","Pocillopora_acuta_HIv1_PredGene_g15426.t1",181,1,1,1,1,-3.049,-0.4909,0.937298,0.91149,0.420151,"trafficking protein particle complex subunit 3 ","K20302","Q6DC31"
"660","Pocillopora_acuta_HIv1_PredGene_g15440.t1",357,0,2,0,0,0.237,0.0476,0.999964,0.873734,0.584713,"prostaglandin reductase 2 isoform 1 ","K13949","V9HW32"
"661","Pocillopora_acuta_HIv1_PredGene_g15491.t1",317,10,10,18,7,-17.045,-4.6758,1e-06,0.693811,0,"aldo-keto reductase family 1 member B1.1 ","K00002","Q6IQU1"
"662","Pocillopora_acuta_HIv1_PredGene_g1552.t1",323,0,1,1,1,-3.851,-0.364,0.970578,0.907849,0.465275,"delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial precursor ","K12663","O35459"
"663","Pocillopora_acuta_HIv1_PredGene_g15551.t1",802,1,2,2,1,23.05,1.8796,0.485606,0.211375,0.698733,"microtubule-actin cross-linking factor 1 isoform 2 ","K10382",""
"664","Pocillopora_acuta_HIv1_PredGene_g15560.t1",299,0,1,1,0,2.182,0.2548,1,0.842277,0.626622,"prohibitin-2 isoform 1 ","K17081","Q99623"
"665","Pocillopora_acuta_HIv1_PredGene_g15612.t1",1615,1,3,1,3,-0.578,-0.1455,0.996937,0.893946,0.534587,"eukaryotic translation initiation factor 4 gamma 3 isoform X1 ","K03260",""
"666","Pocillopora_acuta_HIv1_PredGene_g15614.t1",155,0,0,1,0,2.953,0.3414,1,0.825169,0.640853,"hypothetical protein PA3674 ","K09914","Q9HXW6"
"667","Pocillopora_acuta_HIv1_PredGene_g15647.t1",359,1,2,3,4,-10.522,-1.5393,0.278186,0.810202,0.100651,"calcium/calmodulin-dependent protein kinase type 1-like isoform X1 ","K08794","E7F1H0"
"668","Pocillopora_acuta_HIv1_PredGene_g15651.t1",1242,5,3,4,4,-16.695,-2.8485,0.009356,0.717785,0.002091,"neuronal cell adhesion molecule isoform X7 ","K06756","C9JYY6"
"669","Pocillopora_acuta_HIv1_PredGene_g15652.t1",1294,15,10,27,16,-10.249,-2.9529,0.006264,0.714416,0.001372,"neurofascin isoform X14 ","K06756","Q5T2F5"
"670","Pocillopora_acuta_HIv1_PredGene_g15653.t1",794,0,0,0,0,-0.756,-0.1333,0.997566,0.89289,0.538079,"amiloride-sensitive amine oxidase ","K11182","A0JMP5"
"671","Pocillopora_acuta_HIv1_PredGene_g15657.t1",394,0,0,0,0,-16.952,-1.8238,0.174578,0.779663,0.054337,"carboxypeptidase A4 isoform 2 precursor ","","Q9UI42"
"672","Pocillopora_acuta_HIv1_PredGene_g15669.t1",257,1,1,2,1,16.008,1.6877,0.552232,0.299406,0.70015,"B-cell receptor-associated protein 31 ","K14009","Q7ZUJ4"
"673","Pocillopora_acuta_HIv1_PredGene_g15670.t1",535,1,0,1,0,-8.061,-0.8187,0.733057,0.902433,0.29904,"beta-hexosaminidase 1 ","K12373","I1NJ56"
"674","Pocillopora_acuta_HIv1_PredGene_g15672.t1",390,1,2,4,1,-0.944,-0.1984,0.993254,0.898183,0.518957,"26S proteasome non-ATPase regulatory subunit 6 ","K03037","Q9CWZ1"
"675","Pocillopora_acuta_HIv1_PredGene_g15674.t1",436,5,4,5,5,-1.746,-0.214,0.991856,0.899326,0.5142,"succinate--CoA ligase ","K01900","Q96I99"
"676","Pocillopora_acuta_HIv1_PredGene_g15682.t1",166,0,0,0,0,-11.302,-1.1383,0.473795,0.865078,0.196719,"high mobility group protein HMGI-C isoform c ","K09283","F5H2A4"
"677","Pocillopora_acuta_HIv1_PredGene_g15750.t1",326,1,1,1,0,2.952,0.3529,1,0.822689,0.642609,"ancylostoma secreted protein isoform X1 ","K24835","A2CF32"
"678","Pocillopora_acuta_HIv1_PredGene_g15754.t1",401,6,3,3,8,3.511,0.6834,0.990619,0.725612,0.681476,"uncharacterized protein glipr2 isoform X2 ","K24835","A2CF32"
"679","Pocillopora_acuta_HIv1_PredGene_g15766.t1",198,2,1,4,1,-3.149,-0.5276,0.923816,0.911892,0.406655,"synaptobrevin homolog YKT6 ","K08516","Q7ZUN8"
"680","Pocillopora_acuta_HIv1_PredGene_g15773.t1",851,2,1,1,2,-7.117,-0.9543,0.613116,0.889365,0.252705,"major vault protein ","K17266","Q6P3L0"
"681","Pocillopora_acuta_HIv1_PredGene_g1578.t1",315,8,3,7,8,4.182,0.4968,1,0.786956,0.662146,"uncharacterized protein LOC407663 ","K11153","F1QCW3"
"682","Pocillopora_acuta_HIv1_PredGene_g15819.t1",153,4,0,0,0,-1.199,-0.1617,0.995962,0.895303,0.529885,"WP_154827248.1 hypothetical protein ","","-"
"683","Pocillopora_acuta_HIv1_PredGene_g1585.t1",180,0,0,0,0,2.64,0.2228,1,0.847948,0.620897,"tetratricopeptide repeat protein 4 isoform 2 ",NA,"O95801"
"684","Pocillopora_acuta_HIv1_PredGene_g1587.t1",646,6,5,4,6,-11.684,-3.1566,0.00294,0.709007,0.000572,"UDP-glucuronate:xylan alpha-glucuronosyltransferase 2 isoform X1 ","K02035","I1JTI9"
"685","Pocillopora_acuta_HIv1_PredGene_g15872.t1",613,1,2,1,0,-14.548,-2.3809,0.043457,0.73863,0.01124,"heat shock 70 kDa protein 12A isoform X3 ","","F1Q8K1"
"686","Pocillopora_acuta_HIv1_PredGene_g15910.t1",304,2,2,0,0,-6.779,-1.138,0.473988,0.865121,0.196804,"retinol dehydrogenase 8-like isoform X3 ",NA,"E7F0C2"
"687","Pocillopora_acuta_HIv1_PredGene_g15918.t1",1403,6,1,7,6,-20.506,-3.6766,0.000276,0.700686,4.2e-05,"adhesion G protein-coupled receptor B3 isoform X1 ","K04598","F1R7D0"
"688","Pocillopora_acuta_HIv1_PredGene_g1592.t1",303,0,2,0,2,-8.323,-0.9345,0.630301,0.891594,0.259213,"WP_061430698.1 TenA family protein ","",""
"689","Pocillopora_acuta_HIv1_PredGene_g15920.t1",951,0,0,0,0,-5.395,-0.5688,0.906081,0.911967,0.391353,"uncharacterized protein Dmel_CG1703, isoform B ","K06184","Q9VYW4"
"690","Pocillopora_acuta_HIv1_PredGene_g15922.t1",268,1,0,1,2,7.952,0.9256,0.914498,0.624839,0.697154,"vibrator, isoform C ","","Q9VDY8"
"691","Pocillopora_acuta_HIv1_PredGene_g15925.t1",269,2,4,4,1,-2.744,-0.6244,0.877293,0.911394,0.370565,"PHB domain-containing protein ","K17286","Q8MQ74"
"692","Pocillopora_acuta_HIv1_PredGene_g15926.t1",269,2,4,4,1,-12.746,-1.7525,0.198295,0.786591,0.064192,"PHB domain-containing protein ","K17286","Q8MQ74"
"693","Pocillopora_acuta_HIv1_PredGene_g15931.t1",669,0,1,0,0,-6.978,-0.834,0.719616,0.901232,0.293618,"serine/threonine kinase-like domain-containing protein STKLD1 isoform 1 ","K17546","Q80YS9"
"694","Pocillopora_acuta_HIv1_PredGene_g15941.t1",151,8,4,3,8,-11.346,-2.8636,0.00883,0.717275,0.001969,"actin related protein 2/3 complex, subunit 5-like, a ","K05754","Q6P0D3"
"695","Pocillopora_acuta_HIv1_PredGene_g15942.t1",110,5,5,6,5,-2.519,-0.3768,0.96799,0.908367,0.460858,"cytochrome c, somatic ","K08738","Q56A15"
"696","Pocillopora_acuta_HIv1_PredGene_g15945.t1",429,1,3,0,1,-5.412,-1.1129,0.490509,0.868691,0.203974,"flotillin 1, isoform A ","K07192","Q9V7D7"
"697","Pocillopora_acuta_HIv1_PredGene_g1595.t1",201,1,0,1,0,-8.747,-1.3454,0.36171,0.835445,0.142803,"endonuclease domain-containing 1 protein-like ","",""
"698","Pocillopora_acuta_HIv1_PredGene_g15969.t1",701,4,0,4,2,-15.296,-2.4675,0.03357,0.733867,0.008454,"conserved Plasmodium protein, unknown function ","","Q8IBX8"
"699","Pocillopora_acuta_HIv1_PredGene_g1597.t1",290,3,0,0,1,-7.542,-1.0186,0.559796,0.881503,0.23222,"endonuclease domain-containing 1 protein-like ","",""
"700","Pocillopora_acuta_HIv1_PredGene_g1599.t1",225,2,0,14,4,1.438,0.3195,1,0.829752,0.637423,"endonuclease domain-containing 1 protein-like ","K15049",""
"701","Pocillopora_acuta_HIv1_PredGene_g16001.t1",223,0,0,0,1,1.661,0.2072,1,0.850595,0.61801,"proteasome subunit beta type-1 ","K02732","Q6RI64"
"702","Pocillopora_acuta_HIv1_PredGene_g16002.t1",96,6,2,5,2,-2.731,-0.3032,0.981075,0.904935,0.485766,"smx5 ","K12621","Q5RKP8"
"703","Pocillopora_acuta_HIv1_PredGene_g16005.t1",151,2,2,2,2,5.057,0.7131,0.985083,0.714345,0.683957,"peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 ","K09578","Q6PBX1"
"704","Pocillopora_acuta_HIv1_PredGene_g16012.t1",435,0,0,0,2,-1.696,-0.1844,0.994372,0.897116,0.52317,"medium-chain specific acyl-CoA dehydrogenase, mitochondrial ","K00249","A2CG95"
"705","Pocillopora_acuta_HIv1_PredGene_g16030.t1",350,2,0,0,0,-4.8,-0.5368,0.920105,0.911944,0.403249,"chymotrypsin-like elastase family member 2A preproprotein ","","P05208"
"706","Pocillopora_acuta_HIv1_PredGene_g16041.t1",178,0,0,0,2,-5.122,-0.5347,0.920965,0.911934,0.404027,"triacylglycerol lipase ","K00931","P36165"
"707","Pocillopora_acuta_HIv1_PredGene_g16054.t1",1191,1,2,1,0,-12.81,-1.3717,0.349619,0.831826,0.136605,"dystrobrevin beta isoform X10 ","","G3UZ87"
"708","Pocillopora_acuta_HIv1_PredGene_g16063.t1",263,1,1,0,1,-8.34,-1.315,0.376115,0.839692,0.150149,"adaptin ear-binding coat-associated protein 2 ","K20069","Q9CV41"
"709","Pocillopora_acuta_HIv1_PredGene_g16065.t1",901,2,1,1,3,-18.43,-1.3324,0.367807,0.837253,0.14592,"AP-2 complex subunit mu isoform b ","K11826","P53679"
"710","Pocillopora_acuta_HIv1_PredGene_g16070.t1",217,18,15,21,22,-7.682,-2.2824,0.058169,0.744562,0.015336,"putative midasin ","","O94248"
"711","Pocillopora_acuta_HIv1_PredGene_g16094.t1",1615,1,2,1,3,-12.234,-1.9857,0.126175,0.765607,0.036073,"eukaryotic translation initiation factor 4 gamma 3 isoform X1 ","K03260",""
"712","Pocillopora_acuta_HIv1_PredGene_g16129.t1",173,0,3,1,8,-4.561,-0.7832,0.76353,0.904936,0.311779,"tubulin polymerization-promoting protein family member 2 ","","Q0P5Y3"
"713","Pocillopora_acuta_HIv1_PredGene_g1613.t1",117,3,3,3,3,-11.83,-1.1811,0.447365,0.858916,0.184823,"putative V-type proton ATPase subunit G ","K02152","P91303"
"714","Pocillopora_acuta_HIv1_PredGene_g16136.t1",724,0,0,1,0,-5.881,-0.6174,0.881241,0.911511,0.373186,"uncharacterized protein LOC553299 ","","F1QY25"
"715","Pocillopora_acuta_HIv1_PredGene_g16179.t1",220,1,0,1,0,-24.803,-3.9753,5.9e-05,0.697696,8e-06,"hypoxanthine-guanine phosphoribosyltransferase ","K00760","Q7ZV49"
"716","Pocillopora_acuta_HIv1_PredGene_g16180.t1",652,22,1,3,12,-1.102,-0.1738,0.995151,0.896282,0.526324,"protein disulfide-isomerase A4 precursor ","K09582","Q1ECX9"
"717","Pocillopora_acuta_HIv1_PredGene_g16181.t1",766,22,7,12,11,12.689,2.6091,0.070962,0.032231,0.692762,"extended synaptotagmin-like protein 2, isoform D ","",""
"718","Pocillopora_acuta_HIv1_PredGene_g16191.t1",176,1,0,0,0,3.176,0.3116,1,0.831361,0.636159,"hypothetical protein DDB_G0281609 ","K00318","Q54TQ9"
"719","Pocillopora_acuta_HIv1_PredGene_g16192.t1",171,5,3,2,4,-12.582,-2.0061,0.120571,0.763986,0.034154,"probable beta-D-xylosidase 5 isoform X2 ","K04358","K7N397"
"720","Pocillopora_acuta_HIv1_PredGene_g16193.t1",174,9,7,2,7,-4.018,-0.9999,0.574855,0.883879,0.238075,"nestin ","K07203","Q9R0C4"
"721","Pocillopora_acuta_HIv1_PredGene_g16195.t1",170,18,7,11,16,1.98,0.579,1,0.762146,0.671442,"uncharacterized protein Dmel_CG10098 ","K13988","Q9VI64"
"722","Pocillopora_acuta_HIv1_PredGene_g16196.t1",193,38,49,32,31,-1.123,-0.4857,0.939046,0.911408,0.422051,"WP_001216107.1 hypothetical protein ","K14554","B1IAV5"
"723","Pocillopora_acuta_HIv1_PredGene_g16206.t1",71,4,1,16,1,-11.94,-2.0779,0.101763,0.758509,0.028032,"costars family protein ABRACL ","","E9QMV2"
"724","Pocillopora_acuta_HIv1_PredGene_g16217.t1",415,0,0,0,0,3.47,0.4486,1,0.799949,0.656087,"apolipoprotein L, 1 isoform X3 ","K14480","Q7T131"
"725","Pocillopora_acuta_HIv1_PredGene_g1625.t1",463,0,1,0,0,-8.259,-1.8098,0.179113,0.780986,0.056182,"laminin subunit beta-1 precursor ","K03038","E9QN70"
"726","Pocillopora_acuta_HIv1_PredGene_g16265.t1",130,1,0,0,0,-0.329,-0.0719,0.999638,0.887128,0.554995,"Ran GTPase-binding protein NTF2 ","","P33331"
"727","Pocillopora_acuta_HIv1_PredGene_g16270.t1",199,1,0,2,0,2.16,0.2602,1,0.841287,0.627563,"ras-related protein Ral-A ","K07834","Q7T383"
"728","Pocillopora_acuta_HIv1_PredGene_g16297.t1",94,4,2,4,6,-0.729,-0.1081,0.998627,0.890616,0.545156,"aspartate--tRNA ligase, cytoplasmic isoform 1 ","K22503","Q922B2"
"729","Pocillopora_acuta_HIv1_PredGene_g16298.t1",228,3,2,4,4,2.814,0.5054,1,0.784521,0.663178,"aspartate--tRNA ligase, cytoplasmic ","K22503","A0AUR8"
"730","Pocillopora_acuta_HIv1_PredGene_g16302.t1",300,0,0,1,0,6.742,0.7661,0.973251,0.693369,0.687986,"sorting nexin-4 ","K17919","Q58EC1"
"731","Pocillopora_acuta_HIv1_PredGene_g16314.t1",183,4,4,4,1,6.714,0.8118,0.960514,0.674457,0.69106,"contactin-associated protein-like 2 isoform X1 ","","Q6P2K4"
"732","Pocillopora_acuta_HIv1_PredGene_g16316.t1",602,28,33,20,23,-1.309,-0.2514,0.987949,0.901871,0.502527,"contactin-associated protein-like 2a precursor ","K07380","L7NKH5"
