"","Protein","Len","S0","S0.1","S0.2","S1","S1.1","S1.2","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"525","m.17634",303,0,0,0,1,0,1,-0.202,-0.189,1,0.586006,0.912117,"Q15560","Transcription elongation factor A protein 2 OS=Homo sapiens GN=TCEA2 PE=1 SV=1                 "
"526","m.17642",405,1,2,1,1,2,2,-0.308,-0.2999,0.999991,0.65933,0.887722,"Q9WUR2","Enoyl-CoA delta isomerase 2 mitochondrial OS=Mus musculus GN=Eci2 PE=1 SV=2                           "
"527","m.17653",215,3,3,3,1,3,3,-0.576,-0.6587,0.975963,0.763693,0.633943,"Q6GL11","Charged multivesicular body protein 4b OS=Xenopus tropicalis GN=chmp4b PE=2 SV=1                  "
"528","m.17655",964,0,0,0,1,0,1,-0.299,-0.2976,0.999973,0.658067,0.888368,"A6UVR4","L-tyrosine decarboxylase OS=Methanococcus aeolicus (strain Nankai-3 / ATCC BAA-1280) GN=mfnA PE=3 SV=1                "
"529","m.17662",137,1,1,1,1,1,1,-0.222,-0.2331,1,0.618316,0.903905,"3274580","Predicted protein OS=Nematostella vectensis GN=v1g206837 PE=4 SV=1                     "
"530","m.17682",122,0,0,0,1,1,1,-0.405,-0.373,1,0.69443,0.863067,"P83941","Transcription elongation factor B polypeptide 1 OS=Rattus norvegicus GN=Tceb1 PE=1 SV=1                 "
"531","m.17683",465,1,1,1,1,2,1,-0.252,-0.2428,1,0.62485,0.901858,"Q5TDH0","Protein DDI1 homolog 2 OS=Homo sapiens GN=DDI2 PE=1 SV=1                   "
"532","m.17686",418,1,1,1,2,2,3,0.224,0.2437,0.604024,0.150776,0.91937,"Q3UQ28","Peroxidasin homolog OS=Mus musculus GN=Pxdn PE=2 SV=2                     "
"533","m.17710",151,0,0,0,2,1,1,0.353,0.361,0.346283,0.076772,0.896926,"P54357","Myosin-2 essential light chain OS=Drosophila melanogaster GN=Mlc-c PE=1 SV=1                   "
"534","m.17718",670,1,1,1,0,0,0,-0.298,-0.2968,0.999958,0.657626,0.888591,"Q9QXG4","Acetyl-coenzyme A synthetase cytoplasmic OS=Mus musculus GN=Acss2 PE=1 SV=2                           "
"535","m.17739",255,10,10,8,8,8,10,0.12,0.262,0.56157,0.136838,0.916386,"O08807","Peroxiredoxin-4 OS=Mus musculus GN=Prdx4 PE=1 SV=1                      "
"536","m.17758",659,1,0,1,0,1,1,-0.26,-0.2703,1,0.642287,0.895522,"Q99K30","Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Mus musculus GN=Eps8l2 PE=1 SV=1              "
"537","m.17769",574,1,0,0,0,0,1,-0.174,-0.1646,1,0.566253,0.91598,"Q8TB22","Spermatogenesis-associated protein 20 OS=Homo sapiens GN=SPATA20 PE=2 SV=3                    "
"538","m.17776",322,1,2,0,2,1,2,0.383,0.4563,0.192476,0.040566,0.875229,"A0PJE2","Dehydrogenase/reductase SDR family member 12 OS=Homo sapiens GN=DHRS12 PE=1 SV=2                  "
"539","m.17784",409,0,0,1,0,1,1,-0.454,-0.4357,1,0.717639,0.833984,"Q4QQS3","Protein OSCP1 OS=Rattus norvegicus GN=Oscp1 PE=2 SV=1                     "
"540","m.17794",846,9,10,12,7,10,8,-0.434,-0.9513,0.554616,0.769814,0.232565,"Q8WUM4","Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1                  "
"541","m.17804",580,5,4,3,9,6,6,1.106,1.9919,0,0,0.74935,"Q6TGS6","Tyrosine--tRNA ligase cytoplasmic OS=Danio rerio GN=yars PE=2 SV=2                           "
"542","m.17821",322,21,23,25,24,26,23,0.099,0.3569,0.354264,0.078769,0.897817,"Q9EQS0","Transaldolase OS=Rattus norvegicus GN=Taldo1 PE=1 SV=2                      "
"543","m.17836",548,0,0,1,0,0,0,-0.302,-0.2899,0.999927,0.653766,0.890479,"O15945","Aryl hydrocarbon receptor nuclear translocator homolog OS=Drosophila melanogaster GN=tgo PE=1 SV=3                 "
"544","m.17857",135,2,2,1,1,0,1,-0.173,-0.1713,1,0.571811,0.914963,"P50408","V-type proton ATPase subunit F OS=Rattus norvegicus GN=Atp6v1f PE=1 SV=1                  "
"545","m.17859",221,1,1,1,0,1,1,-0.393,-0.4127,1,0.70979,0.845658,"Q8C4B4","Protein unc-119 homolog B OS=Mus musculus GN=Unc119b PE=2 SV=1                   "
"546","m.17885",208,2,5,4,3,3,2,-0.117,-0.1761,1,0.575731,0.914214,"O18334","Ras-related protein Rab6 OS=Drosophila melanogaster GN=Rab6 PE=1 SV=1                    "
"547","m.17895",500,3,3,3,4,4,3,0.332,0.4764,0.167875,0.035108,0.870564,"P43353","Aldehyde dehydrogenase family 3 member B1 OS=Homo sapiens GN=ALDH3B1 PE=1 SV=1                 "
"548","m.17897",385,2,3,3,1,2,2,-0.796,-0.9248,0.604799,0.77061,0.264185,"Q9VWH4","Probable isocitrate dehydrogenase [NAD] subunit alpha mitochondrial OS=Drosophila melanogaster GN=l(1)G0156 PE=2 SV=1                           "
"549","m.1793",310,1,1,1,5,2,4,1.13,1.5405,1e-06,0,0.754402,"Q99L04","Dehydrogenase/reductase SDR family member 1 OS=Mus musculus GN=Dhrs1 PE=2 SV=1                  "
"550","m.17930",292,1,2,1,0,0,0,-0.233,-0.2367,1,0.620765,0.903156,NA,NA
"551","m.17939",224,0,1,0,0,0,0,-0.433,-0.4175,1,0.711489,0.843324,NA,NA
"552","m.1796",557,5,6,5,6,6,6,0.26,0.4449,0.207607,0.043963,0.877877,"P19891","Asparagine synthetase [glutamine-hydrolyzing] OS=Cricetulus griseus GN=ASNS PE=2 SV=2                    "
"553","m.17967",175,1,1,1,2,1,2,0.347,0.3706,0.328008,0.072251,0.894818,"P26990","ADP-ribosylation factor 6 OS=Gallus gallus GN=ARF6 PE=2 SV=3                    "
"554","m.17984",639,5,7,6,7,10,11,0.197,0.3635,0.341467,0.075574,0.896379,"P49748","Very long-chain specific acyl-CoA dehydrogenase mitochondrial OS=Homo sapiens GN=ACADVL PE=1 SV=1                           "
"555","m.17992",724,8,7,8,11,9,9,0.361,0.7822,0.01301,0.00255,0.809359,"P16276","Aconitate hydratase mitochondrial OS=Sus scrofa GN=ACO2 PE=1 SV=1                           "
"556","m.18001",225,0,0,1,0,0,0,-0.16,-0.1604,1,0.562717,0.916601,"Q96PZ7","CUB and sushi domain-containing protein 1 OS=Homo sapiens GN=CSMD1 PE=1 SV=2                 "
"557","m.18002",175,2,0,2,1,1,1,-0.688,-0.7423,0.902099,0.77005,0.518972,"Q19981","Putative protein tag-53 OS=Caenorhabditis elegans GN=tag-53 PE=1 SV=3                    "
"558","m.18040",327,4,3,5,4,5,3,-0.087,-0.1417,1,0.546491,0.919222,"A4FV08","Glucosamine-6-phosphate isomerase 1 OS=Bos taurus GN=GNPDA1 PE=2 SV=1                    "
"559","m.18048",376,5,4,6,6,3,5,0.125,0.2271,0.642252,0.164194,0.921868,"P51570","Galactokinase OS=Homo sapiens GN=GALK1 PE=1 SV=1                      "
"560","m.18060",194,1,0,1,0,1,0,-0.36,-0.3408,1,0.680128,0.87498,"Q6P1S4","Arginine--tRNA ligase cytoplasmic OS=Xenopus tropicalis GN=rars PE=2 SV=1                           "
"561","m.18062",181,1,2,1,1,0,1,-0.233,-0.229,1,0.615493,0.904742,"Q6P7Q4","Lactoylglutathione lyase OS=Rattus norvegicus GN=Glo1 PE=1 SV=3                     "
"562","m.18064",292,0,1,1,1,1,1,-0.275,-0.2918,0.999932,0.654838,0.889966,"Q9GLP1","Coagulation factor V OS=Sus scrofa GN=F5 PE=2 SV=1                    "
"563","m.18070",421,3,3,3,3,3,4,0.063,0.0874,0.903272,0.302295,0.933787,"Q58DA0","26S proteasome non-ATPase regulatory subunit 4 OS=Bos taurus GN=PSMD4 PE=2 SV=1                 "
"564","m.1809",261,1,0,2,1,0,0,-0.726,-0.7078,0.938225,0.768032,0.567994,"3273245","Predicted protein OS=Nematostella vectensis GN=v1g242093 PE=4 SV=1                     "
"565","m.18090",289,1,1,1,1,1,0,-0.259,-0.2727,1,0.643735,0.894929,"Q5XGB9","Cytosol aminopeptidase OS=Xenopus tropicalis GN=lap3 PE=2 SV=1                     "
"566","m.1811",272,6,5,4,5,3,4,0.3,0.4997,0.142528,0.029565,0.865183,"O02691","3-hydroxyacyl-CoA dehydrogenase type-2 OS=Bos taurus GN=HSD17B10 PE=1 SV=3                    "
"567","m.18144",177,1,1,1,2,1,0,0.137,0.1432,0.81715,0.242492,0.931085,"Q9NUQ9","Protein FAM49B OS=Homo sapiens GN=FAM49B PE=1 SV=1                     "
"568","m.18155",470,2,6,4,3,3,3,-0.181,-0.2529,1,0.631438,0.899626,NA,NA
"569","m.1816",454,0,0,1,0,0,2,-0.195,-0.201,1,0.595227,0.910048,"O57382","Tolloid-like protein 2 OS=Xenopus laevis GN=tll2 PE=2 SV=1                    "
"570","m.18183",178,0,0,0,1,0,1,-0.268,-0.2632,1,0.637936,0.897237,"Q96DB5","Regulator of microtubule dynamics protein 1 OS=Homo sapiens GN=RMDN1 PE=1 SV=1                 "
"571","m.18203",117,0,0,0,1,1,1,-0.219,-0.2074,1,0.600013,0.908896,NA,NA
"572","m.18230",315,1,0,0,0,0,0,-0.287,-0.2968,0.999958,0.657626,0.888591,NA,NA
"573","m.18280",786,2,4,4,2,1,2,-0.589,-0.7927,0.835388,0.771678,0.445612,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"574","m.18288",378,1,0,0,0,0,0,-0.08,-0.0731,1,0.48046,0.927074,"Q9FKC8","Probable S-adenosylmethionine-dependent methyltransferase At5g37990 OS=Arabidopsis thaliana GN=At5g37990 PE=3 SV=2                   "
"575","m.18294",121,0,1,1,2,2,2,0.29,0.3346,0.399433,0.090339,0.902562,"Q24JV4","UPF0390 protein zgc136864 OS=Danio rerio GN=zgc:136864 PE=3 SV=1                    "
"576","m.18336",196,0,1,0,2,3,3,0.587,0.6344,0.049918,0.010002,0.835878,"P38487","Creatinase OS=Bacillus sp. (strain B-0618) PE=1 SV=3                     "
"577","m.1834",596,5,8,5,3,3,5,-0.28,-0.4047,1,0.706885,0.849432,"Q99MN1","Lysine--tRNA ligase OS=Mus musculus GN=Kars PE=1 SV=1                     "
"578","m.18355",140,0,1,2,1,1,2,-0.546,-0.5772,1,0.752181,0.727949,"Q6P026","Barrier-to-autointegration factor OS=Danio rerio GN=banf1 PE=1 SV=1                     "
"579","m.18362",249,1,1,2,2,2,2,-0.18,-0.2168,1,0.606876,0.90714,"P40124","Adenylyl cyclase-associated protein 1 OS=Mus musculus GN=Cap1 PE=1 SV=4                   "
"580","m.18366",538,8,5,8,9,7,8,0.199,0.4535,0.196112,0.041379,0.87588,"Q7TPB1","T-complex protein 1 subunit delta OS=Rattus norvegicus GN=Cct4 PE=1 SV=3                  "
"581","m.18370",247,0,0,0,1,1,0,-0.199,-0.1949,1,0.59058,0.911114,"3667855","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_91695 PE=4 SV=1                    "
"582","m.18387",243,3,4,2,4,4,5,0.592,0.7795,0.013357,0.002619,0.809784,NA,NA
"583","m.1839",150,0,0,0,2,2,2,0.361,0.3952,0.283951,0.061617,0.889309,NA,NA
"584","m.184",376,81,83,75,71,73,68,-0.024,-0.1519,1,0.555439,0.917821,NA,NA
"585","m.18406",213,1,0,0,0,0,0,-0.375,-0.3506,1,0.684666,0.871544,"Q5ZKE7","UMP-CMP kinase OS=Gallus gallus GN=CMPK PE=2 SV=1                     "
"586","m.18470",326,3,3,3,4,5,3,0.348,0.4988,0.143447,0.029764,0.86539,"P41250","Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3 SV=2                    "
"587","m.18491",290,0,0,0,1,0,0,-0.263,-0.2598,1,0.635816,0.898038,"O08839","Myc box-dependent-interacting protein 1 OS=Rattus norvegicus GN=Bin1 PE=1 SV=1                   "
"588","m.18493",251,0,0,0,1,1,1,-0.447,-0.4279,1,0.715059,0.838084,"Q9JJW6","Aly/REF export factor 2 OS=Mus musculus GN=Alyref2 PE=1 SV=1                   "
"589","m.1850",391,1,1,0,2,3,2,0.444,0.5015,0.140706,0.02917,0.864769,"Q9LIG0","Clavaminate synthase-like protein At3g21360 OS=Arabidopsis thaliana GN=At3g21360 PE=1 SV=1                   "
"590","m.18533",634,0,1,0,0,0,0,-0.288,-0.3001,0.999994,0.659439,0.887665,"Q9NZJ4","Sacsin OS=Homo sapiens GN=SACS PE=1 SV=2                      "
"591","m.18543",325,0,0,0,1,0,0,-0.302,-0.2967,0.999956,0.657571,0.888619,"O75897","Sulfotransferase 1C4 OS=Homo sapiens GN=SULT1C4 PE=1 SV=2                     "
"592","m.18550",321,2,2,2,2,2,3,-0.058,-0.0685,1,0.475691,0.927514,"A7RM20","Eukaryotic translation initiation factor 3 subunit I OS=Nematostella vectensis GN=v1g239264 PE=3 SV=1                "
"593","m.18553",252,2,1,2,2,4,3,0.087,0.1087,0.873845,0.278932,0.933086,NA,NA
"594","m.18556",357,9,11,8,7,10,8,0.009,0.0182,0.969708,0.380438,0.933342,"Q9UBQ7","Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens GN=GRHPR PE=1 SV=1                    "
"595","m.18584",365,1,1,0,0,3,0,-0.049,-0.0489,0.998674,0.45495,0.929279,"Q9QZ08","N-acetyl-D-glucosamine kinase OS=Mus musculus GN=Nagk PE=2 SV=3                     "
"596","m.18614",518,2,2,1,0,0,0,-0.292,-0.3039,1,0.661501,0.886582,"Q5U3S1","Katanin p60 ATPase-containing subunit A-like 1 OS=Danio rerio GN=katnal1 PE=2 SV=1                 "
"597","m.1862",270,1,2,1,0,1,1,-0.301,-0.294,0.999938,0.656071,0.889365,NA,NA
"598","m.1866",1135,3,2,2,3,5,4,0.536,0.6814,0.033255,0.006608,0.826732,"P41252","Isoleucine--tRNA ligase cytoplasmic OS=Homo sapiens GN=IARS PE=1 SV=2                           "
"599","m.18667",123,1,2,1,0,2,2,-0.081,-0.0824,1,0.489979,0.926154,"Q8TER0","Sushi nidogen and EGF-like domain-containing protein 1 OS=Homo sapiens GN=SNED1 PE=2 SV=2                           "
"600","m.18748",201,4,6,6,4,4,4,-0.253,-0.4136,1,0.710111,0.845224,"Q5U316","Ras-related protein Rab-35 OS=Rattus norvegicus GN=Rab35 PE=1 SV=1                    "
"601","m.18767",961,2,2,1,2,2,2,0.358,0.3996,0.276504,0.059854,0.88831,"O43432","Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens GN=EIF4G3 PE=1 SV=2                "
"602","m.1881",292,4,2,6,8,9,8,0.391,0.7327,0.02086,0.004114,0.817503,"P27463","Retinal dehydrogenase 1 OS=Gallus gallus GN=ALDH1A1 PE=2 SV=1                    "
"603","m.18819",1444,23,22,19,12,18,16,-0.332,-0.9599,0.538403,0.769532,0.222764,"Q99JG3","Annexin A13 OS=Mus musculus GN=Anxa13 PE=2 SV=3                     "
"604","m.18825",839,24,19,19,22,19,25,0.23,0.7429,0.018959,0.003734,0.815764,"Q14315","Filamin-C OS=Homo sapiens GN=FLNC PE=1 SV=3                      "
"605","m.18834",354,0,3,1,1,2,1,-0.339,-0.3305,1,0.675178,0.878424,"Q8AXV0","Endophilin-A2 OS=Gallus gallus GN=SH3GL1 PE=1 SV=1                      "
"606","m.1884",645,1,2,1,2,3,3,0.465,0.5475,0.100185,0.020484,0.854352,"O00571","ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3                   "
"607","m.18862",137,0,2,0,4,3,1,1.003,1.1939,0.000116,2.1e-05,0.767426,"P17702","60S ribosomal protein L28 OS=Rattus norvegicus GN=Rpl28 PE=1 SV=4                   "
"608","m.18898",207,5,8,7,6,7,6,-0.08,-0.1486,1,0.55257,0.918282,"P22125","Ras-related protein ORAB-1 OS=Diplobatis ommata PE=2 SV=1                     "
"609","m.18969",102,1,1,1,1,1,1,-0.318,-0.3217,1,0.670798,0.881237,"P37276","Dynein heavy chain cytoplasmic OS=Drosophila melanogaster GN=Dhc64C PE=2 SV=2                           "
"610","m.1897",265,2,1,2,1,1,0,-0.62,-0.6167,0.996504,0.758455,0.68525,NA,NA
"611","m.1903",378,1,2,2,0,1,0,-0.583,-0.6121,0.998165,0.75779,0.690533,"O19072","Ornithine carbamoyltransferase mitochondrial (Fragment) OS=Sus scrofa GN=OTC PE=2 SV=1                           "
"612","m.19033",252,16,15,13,14,11,15,0.141,0.3843,0.302971,0.066164,0.891768,"Q7T356","14-3-3 protein beta/alpha-B OS=Danio rerio GN=ywhabb PE=2 SV=1                    "
"613","m.19079",424,2,1,2,1,2,1,-0.599,-0.6609,0.974601,0.763927,0.631113,"Q6P2U9","COP9 signalosome complex subunit 3 OS=Danio rerio GN=cops3 PE=2 SV=1                  "
"614","m.19106",321,0,0,1,0,0,0,-0.281,-0.2848,0.999922,0.650854,0.891836,NA,NA
"615","m.1911",462,0,1,0,1,2,1,-0.126,-0.1269,1,0.533095,0.921139,NA,NA
"616","m.19151",186,2,3,4,5,4,4,0.25,0.4149,0.251649,0.054037,0.884812,"Q9XZP2","Calmodulin-2 OS=Branchiostoma floridae GN=CAM2 PE=2 SV=4                      "
"617","m.19195",126,1,1,1,1,1,1,-0.314,-0.3444,1,0.681814,0.873737,"Q93104","Enhancer of rudimentary homolog OS=Aedes aegypti PE=3 SV=1                    "
"618","m.19225",469,3,3,4,5,4,4,0.331,0.5222,0.12107,0.024935,0.860042,"P09327","Villin-1 OS=Homo sapiens GN=VIL1 PE=1 SV=4                      "
"619","m.19242",719,6,6,6,5,6,4,0.001,0.0019,0.979476,0.398871,0.932664,"Q9D0R2","Threonine--tRNA ligase cytoplasmic OS=Mus musculus GN=Tars PE=1 SV=2                           "
"620","m.19244",108,0,0,0,1,0,1,-0.272,-0.2576,1,0.634431,0.89855,"3268146","Predicted protein OS=Nematostella vectensis GN=v1g198772 PE=4 SV=1                     "
"621","m.19281",105,1,1,1,0,0,0,-0.331,-0.3305,1,0.675178,0.878424,NA,NA
"622","m.1936",223,1,1,1,1,1,1,-0.263,-0.2638,1,0.638308,0.897094,"Q3T168","Calcyclin-binding protein OS=Bos taurus GN=CACYBP PE=2 SV=1                     "
"623","m.19360",173,3,3,4,1,2,1,-1.054,-1.2281,0.143721,0.759943,0.037181,NA,NA
"624","m.19365",277,5,5,4,3,4,4,-0.185,-0.2648,1,0.638926,0.896855,"P05631","ATP synthase subunit gamma mitochondrial OS=Bos taurus GN=ATP5C1 PE=1 SV=3                           "
"625","m.19372",548,0,0,0,0,0,1,-0.199,-0.1955,1,0.591041,0.911011,"3276465","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g40018 PE=4 SV=1                    "
"626","m.19416",143,3,4,3,3,3,2,0.014,0.0181,0.969774,0.380551,0.933338,"Q9CQM5","Thioredoxin domain-containing protein 17 OS=Mus musculus GN=Txndc17 PE=1 SV=1                   "
"627","m.19423",152,1,0,1,0,1,2,-0.327,-0.3024,1,0.660691,0.887012,"A7RLE5","Putative 2'-deoxynucleoside 5'-phosphate N-hydrolase 1 OS=Nematostella vectensis GN=v1g160099 PE=3 SV=1                  "
"628","m.19446",282,1,0,0,1,1,1,-0.358,-0.3336,1,0.676687,0.877405,NA,NA
"629","m.19454",152,1,1,1,0,0,0,-0.284,-0.2562,1,0.633544,0.898873,"42011228","Uncharacterized protein OS=Acaryochloris marina (strain MBIC 11017) GN=AM1_C0121 PE=4 SV=1                  "
"630","m.19460",144,5,5,3,5,6,4,0.588,0.8953,0.004098,0.00079,0.793506,"P11352","Glutathione peroxidase 1 OS=Mus musculus GN=Gpx1 PE=1 SV=2                    "
"631","m.19469",629,1,0,1,0,1,0,-0.166,-0.1629,1,0.564827,0.916233,"Q8C6G8","WD repeat-containing protein 26 OS=Mus musculus GN=Wdr26 PE=2 SV=3                   "
"632","m.19483",336,0,0,0,1,2,0,-0.071,-0.0718,1,0.479116,0.927199,"Q26636","Cathepsin L OS=Sarcophaga peregrina PE=1 SV=1                      "
"633","m.19487",501,2,1,1,1,0,0,-0.295,-0.3037,1,0.661393,0.886639,"P49024","Paxillin OS=Gallus gallus GN=PXN PE=1 SV=1                      "
"634","m.19494",241,1,1,0,1,1,0,-0.279,-0.2809,0.999945,0.648591,0.892852,"A7SKE9","Eukaryotic translation initiation factor 3 subunit G OS=Nematostella vectensis GN=v1g171563 PE=3 SV=1                "
"635","m.19495",508,5,6,6,2,5,4,-0.903,-1.2522,0.122359,0.759252,0.030269,NA,NA
"636","m.19496",684,0,0,0,1,0,0,-0.245,-0.2458,1,0.626829,0.901206,"Q55GQ5","Superoxide dismutase [Cu-Zn] 1 OS=Dictyostelium discoideum GN=sodA PE=2 SV=1                   "
"637","m.195",212,0,1,0,0,0,0,-0.227,-0.2094,1,0.601489,0.908529,"Q6NXD2","Charged multivesicular body protein 2b OS=Danio rerio GN=chmp2b PE=2 SV=1                  "
"638","m.1950",311,1,2,1,1,2,0,-0.103,-0.0996,1,0.507133,0.92434,"Q9D1M0","Protein SEC13 homolog OS=Mus musculus GN=Sec13 PE=2 SV=3                    "
"639","m.19510",516,11,12,12,10,9,11,-0.088,-0.2265,1,0.613754,0.905245,"P94598","Glutamate dehydrogenase OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=gdhA PE=3 SV=2        "
"640","m.19513",258,0,0,0,0,1,0,-0.276,-0.2598,1,0.635816,0.898038,"Q9XT90","Matrix metalloproteinase-14 OS=Sus scrofa GN=MMP14 PE=2 SV=1                     "
"641","m.19514",1648,1,2,2,3,3,2,0.298,0.3556,0.356818,0.07941,0.898098,"Q8WZ42","Titin OS=Homo sapiens GN=TTN PE=1 SV=4                      "
"642","m.19535",181,1,0,0,1,1,0,-0.268,-0.2835,0.999932,0.650103,0.892177,"P62744","AP-2 complex subunit sigma OS=Rattus norvegicus GN=Ap2s1 PE=2 SV=1                   "
"643","m.19558",268,2,3,2,2,1,2,-0.179,-0.2202,1,0.609311,0.906485,"Q9D1J1","Adaptin ear-binding coat-associated protein 2 OS=Mus musculus GN=Necap2 PE=1 SV=1                  "
"644","m.19561",251,3,2,2,2,2,3,0.058,0.0711,0.922858,0.320494,0.934052,NA,NA
"645","m.19580",222,1,0,0,0,0,0,-0.324,-0.3032,1,0.661124,0.886783,NA,NA
"646","m.19587",374,0,0,0,0,0,1,-0.284,-0.2673,1,0.640462,0.896253,"Q6GQ82","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 OS=Xenopus laevis GN=smarcb1 PE=2 SV=1             "
"647","m.19597",531,8,10,10,14,12,10,0.404,0.9259,0.002946,0.000564,0.789849,"Q5ZJ54","T-complex protein 1 subunit zeta OS=Gallus gallus GN=CCT6 PE=1 SV=3                  "
"648","m.19598",1537,1,1,1,1,1,2,-0.055,-0.057,1,0.463601,0.928572,"Q9QZQ1","Afadin OS=Mus musculus GN=Mllt4 PE=1 SV=3                      "
"649","m.196",258,1,1,1,4,2,2,0.94,1.1883,0.000125,2.2e-05,0.76775,"3272153","Predicted protein OS=Nematostella vectensis GN=v1g241439 PE=4 SV=1                     "
"650","m.19610",677,2,3,3,1,2,1,-0.889,-0.9755,0.509196,0.768998,0.205587,"Q96AC1","Fermitin family homolog 2 OS=Homo sapiens GN=FERMT2 PE=1 SV=1                   "
"651","m.19657",547,1,0,0,0,1,1,-0.317,-0.3271,1,0.673502,0.879525,"Q91YT7","YTH domain-containing family protein 2 OS=Mus musculus GN=Ythdf2 PE=2 SV=1                  "
"652","m.19661",333,7,7,7,7,4,5,0.065,0.1183,0.859163,0.268598,0.932637,"Q95028","L-lactate dehydrogenase OS=Drosophila melanogaster GN=ImpL3 PE=2 SV=1                     "
"653","m.19674",317,6,6,6,3,4,3,-0.586,-0.8813,0.686275,0.771597,0.32028,"Q3URF8","BTB/POZ domain-containing protein KCTD21 OS=Mus musculus GN=Kctd21 PE=2 SV=1                   "
"654","m.19685",242,0,1,2,0,0,0,-0.641,-0.6697,0.968858,0.764825,0.619664,"Q5ZID6","Cytosolic 5'-nucleotidase 3A OS=Gallus gallus GN=NT5C3A PE=1 SV=3                    "
"655","m.19700",101,1,1,1,1,0,1,-0.328,-0.3327,1,0.676251,0.877703,"Q0V8T3","Contactin-associated protein like 4-May OS=Rattus norvegicus GN=Cntnap5d PE=2 SV=1                   "
"656","m.19704",127,1,0,0,0,1,0,-0.177,-0.1543,1,0.557511,0.917482,"Q9NUQ9","Protein FAM49B OS=Homo sapiens GN=FAM49B PE=1 SV=1                     "
"657","m.19708",361,4,4,2,1,2,2,-0.43,-0.441,1,0.719346,0.831112,"P70618","Mitogen-activated protein kinase 14 OS=Rattus norvegicus GN=Mapk14 PE=2 SV=3                   "
"658","m.19722",109,0,1,0,1,2,2,-0.129,-0.1368,1,0.54211,0.919872,"Q5PQ71","Isochorismatase domain-containing protein 2 mitochondrial OS=Xenopus laevis GN=isoc2 PE=2 SV=1                           "
"659","m.19726",448,0,0,0,0,0,1,-0.285,-0.3084,1,0.663908,0.885273,"Q3SWY2","Integrin-linked protein kinase OS=Bos taurus GN=ILK PE=2 SV=1                    "
"660","m.19748",107,0,0,0,1,0,0,-0.431,-0.3888,1,0.70083,0.856525,NA,NA
"661","m.19764",354,2,4,3,2,3,3,-0.328,-0.3934,1,0.702621,0.854527,"Q3URF8","BTB/POZ domain-containing protein KCTD21 OS=Mus musculus GN=Kctd21 PE=2 SV=1                   "
"662","m.19768",178,1,1,1,1,1,1,-0.161,-0.1625,1,0.56449,0.916292,"P16152","Carbonyl reductase [NADPH] 1 OS=Homo sapiens GN=CBR1 PE=1 SV=3                   "
"663","m.19805",110,5,5,5,3,3,3,-0.353,-0.5147,1,0.739526,0.782997,NA,NA
"664","m.19870",153,3,1,1,1,0,1,-0.38,-0.3559,1,0.687051,0.869619,"Q94521","Dopamine N-acetyltransferase OS=Drosophila melanogaster GN=Dat PE=1 SV=1                     "
"665","m.19899",782,1,1,0,1,1,1,-0.227,-0.2292,1,0.615632,0.904701,"Q1KKW7","Src kinase-associated phosphoprotein 1 OS=Takifugu rubripes GN=skap1 PE=3 SV=1                   "
"666","m.19922",158,0,1,1,0,0,0,-0.277,-0.2732,1,0.644035,0.894804,"A4IF63","Tripartite motif-containing protein 2 OS=Bos taurus GN=TRIM2 PE=2 SV=1                   "
"667","m.19927",386,3,2,3,1,0,0,-0.862,-0.9517,0.553865,0.769801,0.232104,"P52632","Signal transducer and activator of transcription 5B OS=Rattus norvegicus GN=Stat5b PE=2 SV=1                "
"668","m.1996",868,11,8,10,13,13,16,0.35,0.8015,0.010761,0.002104,0.806386,"Q60HE9","Lysosomal alpha-mannosidase OS=Macaca fascicularis GN=MAN2B1 PE=2 SV=1                     "
"669","m.19966",302,5,4,5,7,5,5,0.441,0.827,0.008335,0.001624,0.802628,"A7RIT9","3-hydroxyanthranilate 34-dioxygenase OS=Nematostella vectensis GN=v1g178517 PE=3 SV=1                           "
"670","m.19978",746,3,2,1,4,4,5,1,1.2225,7.9e-05,1.4e-05,0.765843,"Q7ZYC4","Long-chain-fatty-acid--CoA ligase ACSBG2 OS=Xenopus laevis GN=acsbg2 PE=2 SV=1                    "
"671","m.19983",183,3,3,2,1,2,2,-0.438,-0.5133,1,0.739199,0.784068,"P23175","GTPase HRas OS=Murine sarcoma virus NS.C58 GN=H-RAS PE=3 SV=1                   "
"672","m.19991",861,6,6,8,5,5,4,-0.291,-0.5286,1,0.742659,0.771996,"Q5EAJ7","Major vault protein OS=Strongylocentrotus purpuratus GN=MVP PE=1 SV=1                    "
