"","Protein","Len","S0","S0.1","S0.2","S1","S1.1","S1.2","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"661","m.1736",553,0,1,0,0,2,0,-0.156,-0.1551,1,0.321678,0.841443,NA,NA
"662","m.17361",189,0,2,0,0,0,0,-0.35,-0.3218,1,0.399349,0.755197,"Q96S44","TP53-regulating kinase OS=Homo sapiens GN=TP53RK PE=1 SV=2                     "
"663","m.17363",155,0,0,1,0,1,0,-0.237,-0.2399,1,0.365095,0.805138,"P13944","Collagen alpha-1(XII) chain OS=Gallus gallus GN=COL12A1 PE=1 SV=3                    "
"664","m.17386",142,1,0,3,1,0,0,-1.01,-0.9967,0.213141,0.471381,0.053472,"Q96CG8","Collagen triple helix repeat-containing protein 1 OS=Homo sapiens GN=CTHRC1 PE=1 SV=1                 "
"665","m.17418",331,0,1,0,0,0,0,-0.214,-0.1974,1,0.344298,0.824995,"Q5EA11","Tetratricopeptide repeat protein 4 OS=Bos taurus GN=TTC4 PE=2 SV=2                   "
"666","m.17427",215,0,0,0,0,2,2,-0.114,-0.0997,1,0.28952,0.858849,"Q8BZE1","Putative DMBT1-like protein OS=Mus musculus PE=2 SV=2                     "
"667","m.17435",484,30,47,27,41,43,21,0.418,1.6509,0,0,0.550256,"P63329","Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Rattus norvegicus GN=Ppp3ca PE=1 SV=1                "
"668","m.17466",666,31,36,22,50,38,14,0.881,3.3776,0,0,0.472196,"P13667","Protein disulfide-isomerase A4 OS=Homo sapiens GN=PDIA4 PE=1 SV=2                    "
"669","m.17473",414,0,1,0,0,0,1,-0.218,-0.1942,1,0.342652,0.826348,"3685111","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_88391 PE=4 SV=1                    "
"670","m.17476",386,1,2,1,2,4,3,0.392,0.4217,0.349448,0.030872,0.851674,"Q28F07","Protein arginine N-methyltransferase 1 OS=Xenopus tropicalis GN=prmt1 PE=2 SV=1                   "
"671","m.17496",405,8,8,4,10,12,8,0.862,1.5574,1e-06,0,0.561664,"Q99JX3","Golgi reassembly-stacking protein 2 OS=Mus musculus GN=Gorasp2 PE=1 SV=3                   "
"672","m.17508",148,1,2,2,2,4,2,0.162,0.1974,0.830121,0.1093,0.893613,NA,NA
"673","m.17509",429,9,9,6,11,10,9,0.65,1.2702,6e-05,4e-06,0.606305,"Q4R562","Beta-arrestin-1 OS=Macaca fascicularis GN=ARRB1 PE=2 SV=1                      "
"674","m.17514",369,3,6,3,3,5,2,0.165,0.232,0.765745,0.092706,0.89096,"Q9D5V6","Synapse-associated protein 1 OS=Mus musculus GN=Syap1 PE=1 SV=1                    "
"675","m.17521",185,32,48,31,48,49,32,0.47,1.9514,0,0,0.521433,"Q9GLW7","Peroxiredoxin-5 mitochondrial OS=Chlorocebus aethiops GN=PRDX5 PE=2 SV=1                           "
"676","m.17527",348,0,0,0,0,0,3,-0.114,-0.1093,1,0.295273,0.856129,"P05132","cAMP-dependent protein kinase catalytic subunit alpha OS=Mus musculus GN=Prkaca PE=1 SV=3                 "
"677","m.17547",505,19,18,12,15,20,8,0.287,0.757,0.027082,0.00196,0.739407,"Q58588","Uncharacterized protein MJ1187 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) GN=MJ1187 PE=1 SV=1      "
"678","m.17560",348,0,1,3,0,0,1,-0.907,-0.9865,0.226544,0.471544,0.057686,"Q05052","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Canis familiaris GN=DDOST PE=1 SV=1                  "
"679","m.17562",293,0,0,1,1,2,4,-0.001,-9e-04,0.995262,0.227427,0.88087,"3268417","Predicted protein OS=Nematostella vectensis GN=v1g231988 PE=4 SV=1                     "
"680","m.17572",133,9,10,6,8,9,8,0.368,0.7062,0.043445,0.003183,0.756358,"Q15370","Transcription elongation factor B polypeptide 2 OS=Homo sapiens GN=TCEB2 PE=1 SV=1                 "
"681","m.17577",207,0,0,0,2,0,0,0.469,0.4801,0.247013,0.020586,0.833518,"Q8CG08","Collagen triple helix repeat-containing protein 1 OS=Rattus norvegicus GN=Cthrc1 PE=1 SV=1                 "
"682","m.17582",562,7,23,8,20,17,3,0.917,2.1433,0,0,0.508183,"A2AX52","Collagen alpha-4(VI) chain OS=Mus musculus GN=Col6a4 PE=1 SV=2                    "
"683","m.17587",233,6,6,2,4,7,3,0.662,0.8499,0.010659,0.000759,0.709768,"Q5ZMH1","Septin-2 OS=Gallus gallus GN=SEPT2 PE=2 SV=1                      "
"684","m.17595",424,17,27,18,30,28,12,0.567,1.8982,0,0,0.525759,"O55012","Phosphatidylinositol-binding clathrin assembly protein OS=Rattus norvegicus GN=Picalm PE=1 SV=1                   "
"685","m.17598",232,0,0,0,0,0,1,-0.367,-0.3254,1,0.400677,0.752593,"B5X186","Calumenin-A OS=Salmo salar GN=calua PE=2 SV=1                      "
"686","m.17599",105,0,1,0,1,0,1,-0.117,-0.1032,1,0.291625,0.857871,"Q7SXV9","Calumenin-B OS=Danio rerio GN=calub PE=2 SV=1                      "
"687","m.17609",155,1,0,0,0,0,0,-0.247,-0.2387,1,0.364536,0.805749,"Q16527","Cysteine and glycine-rich protein 2 OS=Homo sapiens GN=CSRP2 PE=1 SV=3                  "
"688","m.1761",2437,6,9,8,6,30,6,-0.113,-0.2077,1,0.349522,0.82051,"Q9JHU4","Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus GN=Dync1h1 PE=1 SV=2                 "
"689","m.17615",183,5,6,2,4,4,1,0.511,0.6845,0.052702,0.003887,0.763724,"5041693","Egg protein OS=Galaxea fascicularis GN=GfEP-4 PE=2 SV=1                     "
"690","m.17619",306,0,0,1,5,0,2,1.113,1.4078,8e-06,0,0.582882,"A8TX70","Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1                    "
"691","m.17634",303,0,0,2,1,2,0,-0.537,-0.5251,0.968409,0.45286,0.543244,"Q15560","Transcription elongation factor A protein 2 OS=Homo sapiens GN=TCEA2 PE=1 SV=1                 "
"692","m.17642",405,8,10,9,16,12,10,0.608,1.5429,1e-06,0,0.563553,"Q9WUR2","Enoyl-CoA delta isomerase 2 mitochondrial OS=Mus musculus GN=Eci2 PE=1 SV=2                           "
"693","m.17646",144,0,1,2,3,1,2,0.349,0.417,0.358643,0.031852,0.853051,"Q9I8D1","Unconventional myosin-VI OS=Gallus gallus GN=MYO6 PE=1 SV=1                     "
"694","m.17653",215,8,12,8,7,12,5,-0.034,-0.0742,1,0.27393,0.865534,"Q6GL11","Charged multivesicular body protein 4b OS=Xenopus tropicalis GN=chmp4b PE=2 SV=1                  "
"695","m.17655",964,3,11,2,4,6,0,0.576,0.7304,0.034808,0.002534,0.748228,"A6UVR4","L-tyrosine decarboxylase OS=Methanococcus aeolicus (strain Nankai-3 / ATCC BAA-1280) GN=mfnA PE=3 SV=1                "
"696","m.17662",137,2,3,2,3,5,2,0.369,0.4503,0.296477,0.025415,0.843003,"3274580","Predicted protein OS=Nematostella vectensis GN=v1g206837 PE=4 SV=1                     "
"697","m.17663",669,0,0,0,0,0,1,-0.164,-0.1332,1,0.30928,0.848835,"Q9UKP5","A disintegrin and metalloproteinase with thrombospondin motifs 6 OS=Homo sapiens GN=ADAMTS6 PE=2 SV=2               "
"698","m.17682",122,2,2,1,0,1,2,-0.119,-0.114,1,0.298064,0.854755,"P83941","Transcription elongation factor B polypeptide 1 OS=Rattus norvegicus GN=Tceb1 PE=1 SV=1                 "
"699","m.17683",465,3,3,5,0,4,0,-1.285,-1.5047,0.00186,0.464505,0.000317,"Q5TDH0","Protein DDI1 homolog 2 OS=Homo sapiens GN=DDI2 PE=1 SV=1                   "
"700","m.17686",418,8,15,2,7,1,0,1.115,1.5705,1e-06,0,0.559986,"Q3UQ28","Peroxidasin homolog OS=Mus musculus GN=Pxdn PE=2 SV=2                     "
"701","m.17688",106,0,0,0,0,0,1,-0.192,-0.1915,1,0.341254,0.827475,"Q6Z4I3","Thioredoxin H2-1 OS=Oryza sativa subsp. japonica GN=Os07g0190800 PE=2 SV=1                   "
"702","m.17700",509,1,0,2,1,1,2,-0.554,-0.6091,0.885015,0.463835,0.427343,"Q922V4","Pleiotropic regulator 1 OS=Mus musculus GN=Plrg1 PE=2 SV=1                    "
"703","m.17718",670,13,26,13,43,38,17,1.278,3.8685,0,0,0.467434,"Q9QXG4","Acetyl-coenzyme A synthetase cytoplasmic OS=Mus musculus GN=Acss2 PE=1 SV=2                           "
"704","m.17739",255,23,27,26,25,33,19,0.008,0.0293,0.988405,0.208026,0.885603,"O08807","Peroxiredoxin-4 OS=Mus musculus GN=Prdx4 PE=1 SV=1                      "
"705","m.17758",659,3,3,0,2,4,0,0.437,0.4248,0.343457,0.030239,0.850758,"Q99K30","Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Mus musculus GN=Eps8l2 PE=1 SV=1              "
"706","m.17769",574,0,6,4,8,5,4,0.788,1.4923,2e-06,0,0.570415,"Q8TB22","Spermatogenesis-associated protein 20 OS=Homo sapiens GN=SPATA20 PE=2 SV=3                    "
"707","m.17776",322,6,4,1,4,8,4,1.281,1.337,2.2e-05,1e-06,0.59441,"A0PJE2","Dehydrogenase/reductase SDR family member 12 OS=Homo sapiens GN=DHRS12 PE=1 SV=2                  "
"708","m.17784",409,1,3,0,2,1,2,0.261,0.2797,0.663619,0.072546,0.884803,"Q4QQS3","Protein OSCP1 OS=Rattus norvegicus GN=Oscp1 PE=2 SV=1                     "
"709","m.17789",102,0,2,0,1,0,0,-0.136,-0.1256,1,0.304877,0.851238,"Q8BGS2","BolA-like protein 2 OS=Mus musculus GN=Bola2 PE=1 SV=1                    "
"710","m.17794",846,37,42,36,68,54,30,0.667,3.128,0,0,0.476023,"Q8WUM4","Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1                  "
"711","m.17804",580,21,42,21,51,32,24,0.907,3.7962,0,0,0.468001,"Q6TGS6","Tyrosine--tRNA ligase cytoplasmic OS=Danio rerio GN=yars PE=2 SV=2                           "
"712","m.17812",263,1,1,0,1,3,2,-0.069,-0.0671,1,0.269518,0.867265,"A8TX70","Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1                    "
"713","m.17821",322,63,85,56,86,73,47,0.427,2.7356,0,0,0.484642,"Q9EQS0","Transaldolase OS=Rattus norvegicus GN=Taldo1 PE=1 SV=2                      "
"714","m.17836",548,1,0,0,0,1,0,-0.082,-0.0822,1,0.278866,0.863518,"O15945","Aryl hydrocarbon receptor nuclear translocator homolog OS=Drosophila melanogaster GN=tgo PE=1 SV=3                 "
"715","m.17857",135,5,1,3,3,5,0,0.092,0.1174,0.936416,0.153294,0.893925,"P50408","V-type proton ATPase subunit F OS=Rattus norvegicus GN=Atp6v1f PE=1 SV=1                  "
"716","m.17859",221,3,6,1,1,3,1,-0.185,-0.1701,1,0.329907,0.835954,"Q8C4B4","Protein unc-119 homolog B OS=Mus musculus GN=Unc119b PE=2 SV=1                   "
"717","m.17885",208,10,10,5,10,13,5,0.705,1.3694,1.4e-05,1e-06,0.589004,"O18334","Ras-related protein Rab6 OS=Drosophila melanogaster GN=Rab6 PE=1 SV=1                    "
"718","m.17895",500,9,12,8,13,14,12,0.472,1.1474,0.000321,2.1e-05,0.631125,"P43353","Aldehyde dehydrogenase family 3 member B1 OS=Homo sapiens GN=ALDH3B1 PE=1 SV=1                 "
"719","m.17897",385,3,8,1,5,6,3,1.194,1.4441,4e-06,0,0.577364,"Q9VWH4","Probable isocitrate dehydrogenase [NAD] subunit alpha mitochondrial OS=Drosophila melanogaster GN=l(1)G0156 PE=2 SV=1                           "
"720","m.17910",625,1,3,4,4,4,0,-0.037,-0.0543,0.999923,0.261499,0.870249,"Q91VS8","FERM RhoGEF and pleckstrin domain-containing protein 2 OS=Mus musculus GN=Farp2 PE=1 SV=2                           "
"721","m.1793",310,2,4,2,5,4,3,0.767,1.0342,0.001335,9.1e-05,0.657859,"Q99L04","Dehydrogenase/reductase SDR family member 1 OS=Mus musculus GN=Dhrs1 PE=2 SV=1                  "
"722","m.17930",292,3,0,1,3,4,0,0.69,0.7926,0.019134,0.001376,0.727819,NA,NA
"723","m.17939",224,1,1,0,2,1,0,0.23,0.2373,0.75506,0.090308,0.890418,NA,NA
"724","m.1796",557,19,34,19,36,32,23,0.681,2.5952,0,0,0.488617,"P19891","Asparagine synthetase [glutamine-hydrolyzing] OS=Cricetulus griseus GN=ASNS PE=2 SV=2                    "
"725","m.17967",175,4,4,4,5,5,3,0.197,0.3106,0.592821,0.061199,0.879338,"P26990","ADP-ribosylation factor 6 OS=Gallus gallus GN=ARF6 PE=2 SV=3                    "
"726","m.17970",233,1,5,2,8,6,1,1.304,1.8992,0,0,0.525675,"Q56840","2-(R)-hydroxypropyl-CoM dehydrogenase OS=Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2) GN=xecD PE=1 SV=3                "
"727","m.17977",658,0,1,0,1,0,1,-0.09,-0.0856,1,0.280951,0.862639,"Q6N069","N-alpha-acetyltransferase 16 NatA auxiliary subunit OS=Homo sapiens GN=NAA16 PE=1 SV=2                           "
"728","m.17984",639,18,23,15,22,19,13,0.433,1.243,8.8e-05,6e-06,0.611457,"P49748","Very long-chain specific acyl-CoA dehydrogenase mitochondrial OS=Homo sapiens GN=ACADVL PE=1 SV=1                           "
"729","m.17992",724,20,35,25,29,30,19,0.189,0.7148,0.040184,0.002937,0.753458,"P16276","Aconitate hydratase mitochondrial OS=Sus scrofa GN=ACO2 PE=1 SV=1                           "
"730","m.18001",225,3,0,5,0,2,0,-1.221,-1.4308,0.004468,0.465181,0.000779,"Q96PZ7","CUB and sushi domain-containing protein 1 OS=Homo sapiens GN=CSMD1 PE=1 SV=2                 "
"731","m.18002",175,3,2,0,3,1,1,0.677,0.7382,0.032364,0.002352,0.745628,"Q19981","Putative protein tag-53 OS=Caenorhabditis elegans GN=tag-53 PE=1 SV=3                    "
"732","m.18003",350,0,0,0,0,1,0,-0.1,-0.0943,1,0.286254,0.860328,"Q70JS2","Ring canal kelch homolog OS=Anopheles stephensi GN=kel PE=2 SV=2                   "
"733","m.18008",238,0,1,1,3,1,0,0.656,0.7713,0.023592,0.001703,0.734721,"Q5FWK6","Protein wntless homolog B OS=Xenopus laevis GN=wls-b PE=2 SV=1                   "
"734","m.18009",870,1,1,0,1,1,0,-0.247,-0.234,1,0.362329,0.808115,"Q9WVQ1","Membrane-associated guanylate kinase WW and PDZ domain-containing protein 2 OS=Mus musculus GN=Magi2 PE=1 SV=2                           "
"735","m.1802",545,1,1,3,3,2,0,-0.067,-0.0857,1,0.281013,0.862613,"Q9JI78","Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Mus musculus GN=Ngly1 PE=1 SV=2                     "
"736","m.18040",327,19,19,12,23,24,12,0.743,1.8931,0,0,0.52619,"A4FV08","Glucosamine-6-phosphate isomerase 1 OS=Bos taurus GN=GNPDA1 PE=2 SV=1                    "
"737","m.18048",376,20,27,16,33,22,22,0.754,2.5175,0,0,0.491109,"P51570","Galactokinase OS=Homo sapiens GN=GALK1 PE=1 SV=1                      "
"738","m.1806",594,1,3,1,5,5,0,1.157,1.4167,7e-06,0,0.581506,"O14841","5-oxoprolinase OS=Homo sapiens GN=OPLAH PE=1 SV=3                      "
"739","m.18060",194,0,2,1,5,3,2,1.29,1.4199,6e-06,0,0.581015,"Q6P1S4","Arginine--tRNA ligase cytoplasmic OS=Xenopus tropicalis GN=rars PE=2 SV=1                           "
"740","m.18062",181,7,11,10,14,11,12,0.435,1.0169,0.001642,0.000112,0.662293,"Q6P7Q4","Lactoylglutathione lyase OS=Rattus norvegicus GN=Glo1 PE=1 SV=3                     "
"741","m.18064",292,2,0,1,0,2,0,-0.18,-0.1795,1,0.33495,0.832327,"Q9GLP1","Coagulation factor V OS=Sus scrofa GN=F5 PE=2 SV=1                    "
"742","m.18070",421,7,4,5,3,4,4,-0.335,-0.5019,0.982813,0.448797,0.573625,"Q58DA0","26S proteasome non-ATPase regulatory subunit 4 OS=Bos taurus GN=PSMD4 PE=2 SV=1                 "
"743","m.1809",261,2,1,0,0,0,1,-0.198,-0.1903,1,0.34063,0.827971,"3273245","Predicted protein OS=Nematostella vectensis GN=v1g242093 PE=4 SV=1                     "
"744","m.18090",289,2,2,1,3,3,1,0.762,0.8041,0.017057,0.001224,0.724134,"Q5XGB9","Cytosol aminopeptidase OS=Xenopus tropicalis GN=lap3 PE=2 SV=1                     "
"745","m.1811",272,18,18,7,15,15,12,0.822,1.8269,0,0,0.53205,"O02691","3-hydroxyacyl-CoA dehydrogenase type-2 OS=Bos taurus GN=HSD17B10 PE=1 SV=3                    "
"746","m.18144",177,0,2,4,5,2,5,0.214,0.3467,0.50956,0.049613,0.871608,"Q9NUQ9","Protein FAM49B OS=Homo sapiens GN=FAM49B PE=1 SV=1                     "
"747","m.18155",470,23,18,9,20,21,10,0.843,2.2176,0,0,0.503952,NA,NA
"748","m.1816",454,3,7,0,1,4,0,0.034,0.0336,0.987079,0.205274,0.886202,"O57382","Tolloid-like protein 2 OS=Xenopus laevis GN=tll2 PE=2 SV=1                    "
"749","m.18174",206,0,2,0,0,1,0,-0.109,-0.0999,1,0.28964,0.858793,"P37693","Polyketide synthase HetM OS=Nostoc sp. (strain PCC 7120 / UTEX 2576) GN=hetM PE=3 SV=1              "
"750","m.18183",178,0,0,1,1,0,1,-0.181,-0.1662,1,0.327789,0.837416,"Q96DB5","Regulator of microtubule dynamics protein 1 OS=Homo sapiens GN=RMDN1 PE=1 SV=1                 "
"751","m.18203",117,3,0,0,0,0,0,-0.178,-0.1655,1,0.327407,0.837676,NA,NA
"752","m.18216",767,0,3,0,10,8,1,1.891,2.9044,0,0,0.480532,"Q8CAQ8","Mitochondrial inner membrane protein OS=Mus musculus GN=Immt PE=1 SV=1                   "
"753","m.18230",315,1,3,0,0,0,0,-0.109,-0.1038,1,0.291985,0.857701,NA,NA
"754","m.18280",786,8,13,7,5,9,0,-0.236,-0.4612,1,0.440467,0.623903,"4780878","Tenascin-X OS=Crassostrea gigas GN=CGI_10023352 PE=4 SV=1                      "
"755","m.18288",378,3,10,3,12,8,7,1.373,2.3939,0,0,0.495679,"Q9FKC8","Probable S-adenosylmethionine-dependent methyltransferase At5g37990 OS=Arabidopsis thaliana GN=At5g37990 PE=3 SV=2                   "
"756","m.18294",121,0,0,0,3,2,1,0.796,0.8612,0.009463,0.000673,0.706304,"Q24JV4","UPF0390 protein zgc136864 OS=Danio rerio GN=zgc:136864 PE=3 SV=1                    "
"757","m.18326",402,0,0,0,0,1,0,-0.384,-0.3794,1,0.418843,0.708794,"Q8NCC3","Group XV phospholipase A2 OS=Homo sapiens GN=PLA2G15 PE=1 SV=2                   "
"758","m.18336",196,7,8,6,10,4,2,0.49,1.0061,0.001867,0.000128,0.665109,"P38487","Creatinase OS=Bacillus sp. (strain B-0618) PE=1 SV=3                     "
"759","m.1834",596,18,20,14,18,20,21,0.325,0.8805,0.007703,0.000546,0.700467,"Q99MN1","Lysine--tRNA ligase OS=Mus musculus GN=Kars PE=1 SV=1                     "
"760","m.18355",140,1,0,0,1,1,1,-0.428,-0.4118,1,0.428219,0.677949,"Q6P026","Barrier-to-autointegration factor OS=Danio rerio GN=banf1 PE=1 SV=1                     "
"761","m.18362",249,3,11,11,22,14,12,0.73,2.0306,0,0,0.515536,"P40124","Adenylyl cyclase-associated protein 1 OS=Mus musculus GN=Cap1 PE=1 SV=4                   "
"762","m.18366",538,18,24,15,20,22,9,0.328,0.9323,0.004363,0.000306,0.685315,"Q7TPB1","T-complex protein 1 subunit delta OS=Rattus norvegicus GN=Cct4 PE=1 SV=3                  "
"763","m.18370",247,2,4,1,1,2,1,-0.165,-0.1657,1,0.327516,0.837602,"3667855","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_91695 PE=4 SV=1                    "
"764","m.18373",191,7,0,6,4,1,1,-0.396,-0.6514,0.824478,0.467434,0.368634,"3266256","Predicted protein OS=Nematostella vectensis GN=v1g237935 PE=4 SV=1                     "
"765","m.18387",243,7,7,7,0,8,1,-1.39,-1.756,6.6e-05,0.462914,1e-05,NA,NA
"766","m.1839",150,6,3,0,0,0,3,-0.223,-0.2081,1,0.349722,0.820332,NA,NA
"767","m.184",376,260,356,218,422,328,230,0.653,7.6262,0,0,0.461556,NA,NA
"768","m.18406",213,5,2,5,8,6,3,0.533,0.928,0.004578,0.000321,0.686543,"Q5ZKE7","UMP-CMP kinase OS=Gallus gallus GN=CMPK PE=2 SV=1                     "
"769","m.18408",135,0,1,0,1,1,0,-0.178,-0.1639,1,0.326533,0.838267,"5738812","Uncharacterized protein OS=Lottia gigantea GN=LOTGIDRAFT_160587 PE=4 SV=1                     "
"770","m.18439",485,0,2,1,1,0,0,-0.179,-0.1738,1,0.331903,0.834544,"P22105","Tenascin-X OS=Homo sapiens GN=TNXB PE=1 SV=3                      "
"771","m.1846",234,0,2,0,2,1,3,0.342,0.3851,0.424349,0.039167,0.861979,"39100176","Wd40 repeat-containing protein OS=Leptolyngbya sp. Heron Island J GN=N836_24850 PE=4 SV=1                 "
"772","m.18462",162,3,2,0,1,3,1,-0.03,-0.0268,0.998424,0.244042,0.876081,"P0DKB4","Trans-L-3-hydroxyproline dehydratase OS=Saccoglossus kowalevskii GN=l3hypdh PE=1 SV=1                     "
"773","m.18470",326,13,21,8,16,10,10,0.74,1.8057,0,0,0.534036,"P41250","Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3 SV=2                    "
"774","m.18491",290,1,3,0,3,2,2,0.733,0.7978,0.018168,0.001305,0.726149,"O08839","Myc box-dependent-interacting protein 1 OS=Rattus norvegicus GN=Bin1 PE=1 SV=1                   "
"775","m.18493",251,0,0,1,0,0,1,-0.22,-0.2122,1,0.351768,0.818488,"Q9JJW6","Aly/REF export factor 2 OS=Mus musculus GN=Alyref2 PE=1 SV=1                   "
"776","m.1850",391,2,5,3,2,4,1,-0.235,-0.2814,1,0.383423,0.781952,"Q9LIG0","Clavaminate synthase-like protein At3g21360 OS=Arabidopsis thaliana GN=At3g21360 PE=1 SV=1                   "
"777","m.18511",317,0,0,0,1,0,0,-0.328,-0.2941,1,0.388633,0.774014,"Q9VFC8","Putative glycogen [starch] synthase OS=Drosophila melanogaster GN=CG6904 PE=1 SV=2                   "
"778","m.18531",393,0,1,1,1,3,3,0.046,0.0417,0.984304,0.200101,0.887278,"P07221","Calsequestrin-1 OS=Oryctolagus cuniculus GN=CASQ1 PE=1 SV=1                      "
"779","m.18543",325,2,0,0,0,0,0,-0.184,-0.1706,1,0.330178,0.835765,"O75897","Sulfotransferase 1C4 OS=Homo sapiens GN=SULT1C4 PE=1 SV=2                     "
"780","m.18550",321,9,9,6,9,8,4,0.52,0.9771,0.00262,0.000182,0.67285,"A7RM20","Eukaryotic translation initiation factor 3 subunit I OS=Nematostella vectensis GN=v1g239264 PE=3 SV=1                "
"781","m.18553",252,7,11,5,9,5,7,0.559,1.0975,0.000611,4.1e-05,0.642428,NA,NA
"782","m.18556",357,30,26,19,24,25,15,0.303,0.8953,0.006564,0.000464,0.69606,"Q9UBQ7","Glyoxylate reductase/hydroxypyruvate reductase OS=Homo sapiens GN=GRHPR PE=1 SV=1                    "
"783","m.18584",365,3,1,1,1,3,1,0.053,0.0461,0.98264,0.197299,0.887834,"Q9QZ08","N-acetyl-D-glucosamine kinase OS=Mus musculus GN=Nagk PE=2 SV=3                     "
"784","m.18619",214,0,0,0,1,3,1,-0.08,-0.0769,1,0.2756,0.864862,"3284105","Predicted protein OS=Nematostella vectensis GN=v1g247951 PE=4 SV=1                     "
"785","m.1862",270,0,0,1,1,1,4,-0.023,-0.021,0.997885,0.240331,0.877212,NA,NA
"786","m.1866",1135,8,11,9,15,11,14,0.571,1.3819,1.1e-05,1e-06,0.586978,"P41252","Isoleucine--tRNA ligase cytoplasmic OS=Homo sapiens GN=IARS PE=1 SV=2                           "
"787","m.18667",123,1,1,0,0,3,0,0.079,0.0693,0.97183,0.18265,0.890429,"Q8TER0","Sushi nidogen and EGF-like domain-containing protein 1 OS=Homo sapiens GN=SNED1 PE=2 SV=2                           "
"788","m.18729",206,0,0,0,0,0,3,-0.2,-0.2067,1,0.34902,0.820955,"3269818","Predicted protein OS=Nematostella vectensis GN=v1g200879 PE=4 SV=1                     "
"789","m.1874",125,0,0,1,0,0,0,-0.29,-0.2893,1,0.386686,0.777063,"5730860","Uncharacterized protein OS=Lottia gigantea GN=LOTGIDRAFT_113739 PE=4 SV=1                     "
"790","m.18748",201,15,13,8,14,16,10,0.66,1.5095,1e-06,0,0.568035,"Q5U316","Ras-related protein Rab-35 OS=Rattus norvegicus GN=Rab35 PE=1 SV=1                    "
"791","m.18767",961,11,8,3,8,15,2,1.026,1.6051,0,0,0.555682,"O43432","Eukaryotic translation initiation factor 4 gamma 3 OS=Homo sapiens GN=EIF4G3 PE=1 SV=2                "
"792","m.1881",292,23,49,29,51,30,47,0.577,2.2289,0,0,0.50335,"P27463","Retinal dehydrogenase 1 OS=Gallus gallus GN=ALDH1A1 PE=2 SV=1                    "
"793","m.18818",131,1,0,1,3,0,2,0.657,0.7593,0.026492,0.001917,0.73865,NA,NA
"794","m.18819",1444,57,75,49,70,86,48,0.393,2.2785,0,0,0.500827,"Q99JG3","Annexin A13 OS=Mus musculus GN=Anxa13 PE=2 SV=3                     "
"795","m.18825",839,63,70,49,81,62,42,0.541,2.8446,0,0,0.481915,"Q14315","Filamin-C OS=Homo sapiens GN=FLNC PE=1 SV=3                      "
"796","m.18834",354,8,6,5,7,11,3,0.381,0.6893,0.050521,0.00372,0.762089,"Q8AXV0","Endophilin-A2 OS=Gallus gallus GN=SH3GL1 PE=1 SV=1                      "
"797","m.1884",645,8,6,2,5,12,4,0.977,1.3605,1.6e-05,1e-06,0.590466,"O00571","ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X PE=1 SV=3                   "
"798","m.18862",137,6,0,2,9,8,7,1.368,2.0934,0,0,0.511294,"P17702","60S ribosomal protein L28 OS=Rattus norvegicus GN=Rpl28 PE=1 SV=4                   "
"799","m.1889",383,0,0,2,1,4,0,-0.539,-0.5695,0.930582,0.459349,0.482678,"Q5ZM55","Protein fem-1 homolog B OS=Gallus gallus GN=FEM1B PE=2 SV=1                   "
"800","m.18898",207,21,22,12,18,24,12,0.497,1.4214,6e-06,0,0.580785,"P22125","Ras-related protein ORAB-1 OS=Diplobatis ommata PE=2 SV=1                     "
"801","m.18909",204,0,3,0,2,0,1,0.195,0.1984,0.828399,0.108798,0.893558,"Q8BGC4","Zinc-binding alcohol dehydrogenase domain-containing protein 2 OS=Mus musculus GN=Zadh2 PE=1 SV=1                 "
"802","m.18940",324,0,2,0,0,2,0,-0.163,-0.1615,1,0.325216,0.839145,"3285453","Predicted protein OS=Nematostella vectensis GN=v1g220885 PE=4 SV=1                     "
"803","m.18969",102,0,5,5,5,6,2,0.105,0.1787,0.860519,0.118921,0.894406,"P37276","Dynein heavy chain cytoplasmic OS=Drosophila melanogaster GN=Dhc64C PE=2 SV=2                           "
"804","m.1897",265,5,4,3,6,4,10,0.734,1.0175,0.00163,0.000112,0.662138,NA,NA
"805","m.18995",284,0,0,0,0,0,2,-0.03,-0.0286,0.998573,0.245192,0.875723,"Q8NHP1","Aflatoxin B1 aldehyde reductase member 4 OS=Homo sapiens GN=AKR7L PE=2 SV=6                 "
