"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","Annotation","KOid","UniprotID"
"338","Pocillopora_acuta_HIv1_PredGene_g10684.t1",422,12,14,11,10,-1.111,-0.3959,1,0.819274,0.846782,"DAZ-associated protein 1 isoform X7 ","K14411","Q29R83"
"339","Pocillopora_acuta_HIv1_PredGene_g10685.t1",535,1,1,1,1,-13.028,-1.5153,0.938058,0.90021,0.624763,"beta-hexosaminidase subunit beta isoform 1 preproprotein ","K12373","P07686"
"340","Pocillopora_acuta_HIv1_PredGene_g10695.t1",920,1,0,2,1,-12.351,-1.7534,0.914333,0.90179,0.539747,"nuclear factor NF-kappa-B p105 subunit isoform 1 ","K02580","Q68D84"
"341","Pocillopora_acuta_HIv1_PredGene_g10701.t1",204,0,0,1,0,-0.793,-0.091,0.973779,0.762963,0.868194,"GXIVsPLA2, isoform D ","K01047","Q9BIV5"
"342","Pocillopora_acuta_HIv1_PredGene_g10705.t1",633,0,0,0,0,-4.75,-0.4503,1,0.827171,0.841777,"RUN and FYVE domain-containing protein 2 isoform 2 ","K12482","A4IG70"
"343","Pocillopora_acuta_HIv1_PredGene_g10721.t1",360,0,1,0,1,-3.979,-0.7184,1,0.858303,0.810683,"THO complex subunit 1 ","K02861","Q7SYB2"
"344","Pocillopora_acuta_HIv1_PredGene_g10742.t1",339,0,1,0,2,-12.902,-2.0124,0.808707,0.900571,0.434223,"spermatogenesis associated 6-like protein ","K23224","Q7T2B2"
"345","Pocillopora_acuta_HIv1_PredGene_g10765.t1",253,0,0,1,0,7.356,0.9954,0.697518,0.472194,0.865203,"dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide isoform 1 ","K12229","Q9QXT1"
"346","Pocillopora_acuta_HIv1_PredGene_g10771.t1",1016,2,0,0,0,0.782,0.1129,0.892694,0.721213,0.873525,"aggrecan core protein isoform 2 precursor ","K06792","E9QLS9"
"347","Pocillopora_acuta_HIv1_PredGene_g10776.t1",139,2,1,0,4,-2.565,-0.3581,1,0.81342,0.850039,"uncharacterized protein Dmel_CG1513, isoform B ","","E1JH23"
"348","Pocillopora_acuta_HIv1_PredGene_g10784.t1",465,36,36,40,35,-2.036,-1.1205,1,0.887319,0.736717,"adenylyl cyclase-associated protein 1 ","K17261","Q6YBS2"
"349","Pocillopora_acuta_HIv1_PredGene_g10807.t1",374,0,0,0,0,-11.423,-1.0744,1,0.884792,0.747294,"uncharacterized protein LOC110439876 ","K18585","-"
"350","Pocillopora_acuta_HIv1_PredGene_g10861.t1",750,5,2,4,4,-7.387,-1.5305,0.935586,0.900385,0.619805,"splicing factor 3A subunit 1 ","K12825","Q15459"
"351","Pocillopora_acuta_HIv1_PredGene_g10873.t1",1020,1,1,2,0,-3.795,-0.4708,1,0.829993,0.839789,"neuralized-like protein 4 isoform X1 ","K16777","E7FDT2"
"352","Pocillopora_acuta_HIv1_PredGene_g10876.t1",568,14,7,18,14,12.162,2.097,0.298511,0.134599,0.844164,"dihydropyrimidinase ","K01464","Q14117"
"353","Pocillopora_acuta_HIv1_PredGene_g10891.t1",1265,2,1,3,2,-13.079,-3.7041,0.086758,0.854794,0.021231,"AP-3 complex subunit delta-1 ","K12396","O54774"
"354","Pocillopora_acuta_HIv1_PredGene_g10946.t1",1028,1,1,1,0,-2.448,-0.203,1,0.785909,0.861702,"glycine dehydrogenase (decarboxylating), mitochondrial precursor ","K00281","Q91W43"
"355","Pocillopora_acuta_HIv1_PredGene_g10985.t1",1235,10,0,3,1,-8.61,-0.8502,1,0.869736,0.790635,"putative formate acetyltransferase 2 ","","P32674"
"356","Pocillopora_acuta_HIv1_PredGene_g1099.t1",233,4,6,7,8,4.494,1.1097,0.638828,0.433784,0.862614,"UBA_like_SF and PTH2 domain-containing protein isoform 2 ","K04794","E7F4Q9"
"357","Pocillopora_acuta_HIv1_PredGene_g10992.t1",916,1,1,1,0,-3.959,-0.4992,1,0.83377,0.836938,"probable ATP-dependent RNA helicase DDX4 isoform X1 ","K13982","Q8QGG8"
"358","Pocillopora_acuta_HIv1_PredGene_g10995.t1",364,0,0,0,0,3.199,0.5434,0.836238,0.623919,0.870903,"phospholipid hydroperoxide glutathione peroxidase ","K05361","Q503Y1"
"359","Pocillopora_acuta_HIv1_PredGene_g11018.t1",1133,1,3,4,3,-8.538,-0.862,1,0.870657,0.78866,"kinesin-1 heavy chain ","K10396","O08711"
"360","Pocillopora_acuta_HIv1_PredGene_g11019.t1",86,5,4,2,6,-13.32,-1.7712,0.912075,0.901837,0.532744,"acyl-CoA-binding protein isoform 1 ","K08762","Q6P5L2"
"361","Pocillopora_acuta_HIv1_PredGene_g11025.t1",1144,0,1,0,0,-1.508,-0.2845,1,0.801098,0.855898,"uncharacterized protein LOC100000278 ","K24831","-"
"362","Pocillopora_acuta_HIv1_PredGene_g11026.t1",4652,1,0,0,0,-15.059,-1.4612,0.948268,0.899446,0.641981,"collagen alpha-6(VI) chain ","K06238","F1QJ37"
"363","Pocillopora_acuta_HIv1_PredGene_g11027.t1",5353,0,0,0,0,-5.505,-0.6939,1,0.855927,0.814028,"uncharacterized protein col6a3 isoform X2 ","K06238","-"
"364","Pocillopora_acuta_HIv1_PredGene_g11031.t1",1150,1,0,0,1,-12.192,-1.5832,0.928524,0.900884,0.602163,"collagen alpha-6(VI) chain isoform 2 precursor ","K06238","A6H590"
"365","Pocillopora_acuta_HIv1_PredGene_g11034.t1",1381,3,0,1,3,-10.545,-2.6306,0.480539,0.879277,0.219293,"collagen alpha-6(VI) chain ","K06238","F1QJ37"
"366","Pocillopora_acuta_HIv1_PredGene_g11041.t1",222,0,0,0,0,-1.063,-0.1721,0.996982,0.779711,0.86372,"vesicle transport through interaction with t-SNAREs homolog 1B isoform 1 ","K08493","Q91XH6"
"367","Pocillopora_acuta_HIv1_PredGene_g11056.t1",528,5,2,3,0,3.302,0.5277,0.836741,0.628401,0.871027,"WP_010887089.1 glycosyltransferase family 4 protein ","","Q9RX71"
"368","Pocillopora_acuta_HIv1_PredGene_g11062.t1",796,2,1,0,0,-1.95,-0.2583,1,0.796399,0.857839,"chymotrypsin-like protease CTRL-1 precursor ","","P40313"
"369","Pocillopora_acuta_HIv1_PredGene_g11064.t1",390,1,0,0,0,-6.846,-0.7943,1,0.865151,0.799578,"chymotrypsin-like elastase family member 1 precursor ","","Q91X79"
"370","Pocillopora_acuta_HIv1_PredGene_g11071.t1",546,4,4,7,4,-9.069,-1.5049,0.939851,0.900082,0.628124,"T-complex protein 1 subunit epsilon ","K09497","Q6NVI6"
"371","Pocillopora_acuta_HIv1_PredGene_g11078.t1",404,3,0,1,2,-6.088,-1.3031,0.983029,0.895497,0.688977,"leucine-rich repeat flightless-interacting protein 2 isoform 2 ","","Q8BVD1"
"372","Pocillopora_acuta_HIv1_PredGene_g11128.t1",712,1,2,8,3,-22.75,-3.4688,0.159601,0.858926,0.039952,"ADP-ribosylation factor-binding protein GGA1 isoform 4 ","K12404","Q9UGW0"
"373","Pocillopora_acuta_HIv1_PredGene_g11159.t1",108,8,4,4,5,4.176,0.8817,0.753274,0.511738,0.86732,"FKBP prolyl isomerase 1Aa ",NA,"Q6PBJ8"
"374","Pocillopora_acuta_HIv1_PredGene_g11182.t1",296,11,14,14,17,-6.669,-0.9274,1,0.875485,0.777129,"enoyl-CoA hydratase, mitochondrial ","K07511","Q7ZZ04"
"375","Pocillopora_acuta_HIv1_PredGene_g11223.t1",519,0,0,0,2,-2.939,-0.3391,1,0.810359,0.851611,"ADP-ribose glycohydrolase MACROD2 isoform X12 ","K23518","Q3UYG8"
"376","Pocillopora_acuta_HIv1_PredGene_g11236.t1",1159,0,0,0,0,-3.607,-0.3678,1,0.814952,0.849219,"WASH complex subunit 5 ","K18464","Q7ZVM1"
"377","Pocillopora_acuta_HIv1_PredGene_g11243.t1",373,1,1,5,2,4.786,0.5216,0.8369,0.630118,0.871076,"protein kinase, cAMP-dependent, regulatory, type II, alpha A ","K04739","A9C3T0"
"378","Pocillopora_acuta_HIv1_PredGene_g11288.t1",497,0,1,0,0,-4.508,-0.6125,1,0.847407,0.824365,"BSD domain-containing protein 1 ","","A9JT15"
"379","Pocillopora_acuta_HIv1_PredGene_g11291.t1",222,0,0,1,0,5.06,0.5963,0.8331,0.608163,0.870489,"vacuolar protein sorting-associated protein 28 homolog ","K12184","Q6PH25"
"380","Pocillopora_acuta_HIv1_PredGene_g11296.t1",544,4,2,7,4,-3.907,-0.7754,1,0.863515,0.802451,"uncharacterized protein LOC550326 precursor ","","F1R9W6"
"381","Pocillopora_acuta_HIv1_PredGene_g11300.t1",529,2,2,2,1,6.041,0.7849,0.792703,0.545661,0.868697,"hypothetical protein DDB_G0278609 ","","Q54YQ8"
"382","Pocillopora_acuta_HIv1_PredGene_g11304.t1",383,3,0,3,6,-11.633,-1.1146,1,0.887005,0.738105,"melanotransferrin isoform X1 ","K06569","E7F2E3"
"383","Pocillopora_acuta_HIv1_PredGene_g11307.t1",419,2,4,5,4,2.833,0.374,0.839964,0.667507,0.872374,"KH domain-containing, RNA-binding, signal transduction-associated protein 2 ","","Q08BJ2"
"384","Pocillopora_acuta_HIv1_PredGene_g11309.t1",1851,13,10,13,9,1.771,0.3756,0.839888,0.667141,0.872359,"dystonin ","K19827","-"
"385","Pocillopora_acuta_HIv1_PredGene_g11311.t1",12783,73,85,97,72,-11.104,-8.7386,0,0.836703,0,"dystonin isoform X17 ","K19827","Q8WXK8"
"386","Pocillopora_acuta_HIv1_PredGene_g11312.t1",1021,1,1,3,2,1.554,0.1874,0.8687,0.706471,0.873709,"huntingtin-interacting protein 1 isoform X2 ","K04559","F1R6L2"
"387","Pocillopora_acuta_HIv1_PredGene_g11320.t1",757,0,0,1,1,-9.121,-1.3869,0.964642,0.897946,0.664652,"lysine-specific demethylase 2B isoform X4 ","K10276","Q96HC7"
"388","Pocillopora_acuta_HIv1_PredGene_g11341.t1",393,2,0,4,3,5.493,1.1016,0.642929,0.436449,0.862809,"RNA-binding protein Musashi homolog 1 isoform X4 ","K14411","Q96PU0"
"389","Pocillopora_acuta_HIv1_PredGene_g11352.t1",221,0,0,1,1,-3.226,-0.593,1,0.845214,0.826673,"Thioredoxin superfamily protein ","","Q8W456"
"390","Pocillopora_acuta_HIv1_PredGene_g11391.t1",340,36,76,92,99,-1.243,-1.734,0.916353,0.901727,0.547287,"malate dehydrogenase, mitochondrial ","K00026","Q7T334"
"391","Pocillopora_acuta_HIv1_PredGene_g11439.t1",409,0,2,9,1,-0.877,-0.2714,1,0.798769,0.856877,"dynactin subunit 2 isoform X1 ",NA,"Q3TPZ5"
"392","Pocillopora_acuta_HIv1_PredGene_g11440.t1",248,44,39,51,46,2.368,1.8112,0.403304,0.214608,0.847617,"14-3-3 protein beta/alpha-A ",NA,"Q5PRD0"
"393","Pocillopora_acuta_HIv1_PredGene_g11441.t1",252,45,46,59,51,0.998,0.4333,0.838145,0.653412,0.871825,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide like isoform X1 ",NA,"Q6P102"
"394","Pocillopora_acuta_HIv1_PredGene_g11442.t1",857,1,0,2,0,-1.09,-0.1166,0.982247,0.768292,0.866923,"DNA polymerase iota isoform a (short) ",NA,"Q9NYH6"
"395","Pocillopora_acuta_HIv1_PredGene_g11457.t1",213,10,10,9,13,-2.807,-0.7312,1,0.859511,0.80889,"Rab2, isoform B ","K07877","O18333"
"396","Pocillopora_acuta_HIv1_PredGene_g11459.t1",413,17,10,50,27,-10.96,-7.4778,0,0.838203,0,"synaptic vesicle membrane protein VAT-1 homolog ","K23167","Q4KME8"
"397","Pocillopora_acuta_HIv1_PredGene_g11463.t1",331,4,7,7,7,-3.975,-0.8611,1,0.870587,0.788812,"cathepsin L.1 precursor ","K01365","Q6DHT0"
"398","Pocillopora_acuta_HIv1_PredGene_g11478.t1",218,2,2,2,2,3.366,0.3052,0.845628,0.682585,0.873006,"charged multivesicular body protein 4b ","K12194","Q922P1"
"399","Pocillopora_acuta_HIv1_PredGene_g11508.t1",499,2,2,1,3,-7.604,-0.9636,1,0.877966,0.770303,"beta-1-syntrophin ","K24064","A8K9E0"
"400","Pocillopora_acuta_HIv1_PredGene_g11511.t1",285,8,7,4,3,-6.461,-0.7604,1,0.862185,0.80468,"inositol monophosphatase 1 isoform 1 ","K01092","B4DLN3"
"401","Pocillopora_acuta_HIv1_PredGene_g11552.t1",885,1,0,0,0,-9.257,-1.2142,0.998253,0.891947,0.713271,"uncharacterized protein LOC100000278 ","","-"
"402","Pocillopora_acuta_HIv1_PredGene_g11571.t1",279,0,0,0,0,-5.696,-1.0354,1,0.882515,0.75577,"eukaryotic translation initiation factor 3 subunit F ","K03249","R4GEX4"
"403","Pocillopora_acuta_HIv1_PredGene_g11585.t1",1046,2,9,0,5,6.446,0.859,0.763402,0.51971,0.867679,"Na pump alpha subunit, isoform A ","K01539","Q9VDG8"
"404","Pocillopora_acuta_HIv1_PredGene_g11586.t1",1077,1,8,0,3,-19.294,-2.9767,0.344301,0.869004,0.123472,"Na pump alpha subunit, isoform A ","K01539","Q9VDG8"
"405","Pocillopora_acuta_HIv1_PredGene_g11587.t1",1444,0,0,0,0,-0.256,-0.0321,0.951368,0.750692,0.870596,"multidrug resistance-associated protein 1 ","",""
"406","Pocillopora_acuta_HIv1_PredGene_g1159.t1",544,4,2,4,3,-4.756,-0.3782,1,0.816571,0.848329,"YTH domain-containing family protein 1 ","K20102","Q9NX79"
"407","Pocillopora_acuta_HIv1_PredGene_g11607.t1",892,0,0,1,0,-9.923,-0.9521,1,0.877192,0.772507,"transcription factor RFX3 isoform X6 ","K09173","Q5JTL7"
"408","Pocillopora_acuta_HIv1_PredGene_g11609.t1",491,0,1,0,1,-15.42,-1.905,0.873535,0.901701,0.478292,"FYN-binding protein-like isoform X3 ","K17698","X1WCL2"
"409","Pocillopora_acuta_HIv1_PredGene_g11632.t1",801,6,6,5,6,5.469,1.0579,0.665301,0.450984,0.863834,"epidermal growth factor receptor substrate 15-like 1 isoform X1 ","K12472","A5PL29"
"410","Pocillopora_acuta_HIv1_PredGene_g11634.t1",849,2,0,0,0,4.058,0.6547,0.826016,0.589703,0.870016,"rhamnose binding lectin-like precursor isoform X1 ","K01080","A3KQ79"
"411","Pocillopora_acuta_HIv1_PredGene_g11635.t1",452,1,0,0,0,-1.786,-0.2234,1,0.789871,0.860313,"rhamnose binding lectin-like precursor isoform X1 ","","A3KQ79"
"412","Pocillopora_acuta_HIv1_PredGene_g11645.t1",162,0,0,0,0,-6.102,-0.8222,1,0.867486,0.795199,"centrin 2 ","K02183","Q8LCE6"
"413","Pocillopora_acuta_HIv1_PredGene_g11655.t1",531,0,0,0,0,-4.739,-0.675,1,0.854037,0.816533,"chloride channel CLIC-like protein 1 isoform 1 precursor ","K22188","Q96S66"
"414","Pocillopora_acuta_HIv1_PredGene_g11657.t1",163,5,6,6,5,-8.568,-2.0858,0.752984,0.899094,0.405072,"ATP synthase subunit delta, mitochondrial ","K02134","Q6P1J5"
"415","Pocillopora_acuta_HIv1_PredGene_g11692.t1",655,0,0,2,0,-5.261,-0.6532,1,0.851791,0.819342,"protein FAM114A2 isoform 1 ","","E7ENZ8"
"416","Pocillopora_acuta_HIv1_PredGene_g11712.t1",479,1,3,3,1,-8.139,-1.6552,0.922201,0.901369,0.576807,"no_annotation","","-"
"417","Pocillopora_acuta_HIv1_PredGene_g1172.t1",1893,0,0,1,0,-14.043,-3.1125,0.299426,0.865696,0.093993,"PHD finger protein 3 isoform X7 ","","B2RQG2"
"418","Pocillopora_acuta_HIv1_PredGene_g11765.t1",644,0,0,0,0,-7.949,-1.7117,0.91824,0.901642,0.555825,"coiled-coil domain-containing protein 22 ","K23343","Q4V909"
"419","Pocillopora_acuta_HIv1_PredGene_g11767.t1",572,19,15,21,14,-5.02,-1.135,1,0.888079,0.733262,"calnexin precursor ","K08054","Q7SYE1"
"420","Pocillopora_acuta_HIv1_PredGene_g11768.t1",644,1,0,3,3,-6.358,-0.9125,1,0.874425,0.779845,"beta-galactosidase preproprotein ","K12309","Q3TAW7"
"421","Pocillopora_acuta_HIv1_PredGene_g11769.t1",583,0,0,4,5,5.899,0.753,0.803169,0.55671,0.869069,"beta-galactosidase preproprotein ","K12309","Q3TAW7"
"422","Pocillopora_acuta_HIv1_PredGene_g11783.t1",860,1,0,3,6,-2.691,-0.5086,1,0.834986,0.835969,"serine/threonine-protein kinase DCLK2 isoform 3 ","K08805","A2A123"
"423","Pocillopora_acuta_HIv1_PredGene_g11786.t1",427,33,35,31,28,3.772,1.1673,0.610342,0.415082,0.861191,"multifunctional protein ADE2 ","K01587","Q7ZUN6"
"424","Pocillopora_acuta_HIv1_PredGene_g11787.t1",1291,1,0,3,0,-11.515,-1.6252,0.924479,0.901189,0.587557,"WP_061432415.1 amino acid adenylation domain-containing protein ","",""
"425","Pocillopora_acuta_HIv1_PredGene_g11813.t1",591,26,30,59,49,5.427,5.2035,3e-06,1e-06,0.8359,"aldehyde dehydrogenase, mitochondrial isoform 1 precursor ","K00128","P05091"
"426","Pocillopora_acuta_HIv1_PredGene_g11859.t1",378,1,1,1,2,0.638,0.0825,0.904212,0.727281,0.873229,"eukaryotic translation initiation factor 3 subunit M isoform 1 ","K15030","Q2F836"
"427","Pocillopora_acuta_HIv1_PredGene_g11869.t1",337,4,4,8,3,-0.7,-0.1454,0.990555,0.774249,0.865335,"calumenin isoform a precursor ","K23901","D6QS58"
"428","Pocillopora_acuta_HIv1_PredGene_g11870.t1",332,3,2,9,3,-12.587,-1.675,0.920841,0.901474,0.569563,"calumenin isoform a precursor ","K23901","D6QS58"
"429","Pocillopora_acuta_HIv1_PredGene_g11878.t1",520,0,1,0,0,0.245,0.0278,0.92649,0.738348,0.872293,"uncharacterized protein Dmel_CG8646 ","","A1Z937"
"430","Pocillopora_acuta_HIv1_PredGene_g11879.t1",584,0,1,1,0,-11.517,-2.2002,0.666295,0.89569,0.362104,"uncharacterized protein Dmel_CG8646 ","K01135","A1Z937"
"431","Pocillopora_acuta_HIv1_PredGene_g11881.t1",1106,0,2,0,0,-17.013,-3.3301,0.222718,0.861396,0.05684,"DNA damage-binding protein 1 ","K10610","Q3U1J4"
"432","Pocillopora_acuta_HIv1_PredGene_g11935.t1",510,23,14,29,32,-2.137,-0.5435,1,0.839365,0.832257,"serine--tRNA ligase, cytoplasmic isoform a ","K01875","B2R6Y9"
"433","Pocillopora_acuta_HIv1_PredGene_g11947.t1",153,5,4,4,5,3.34,0.6361,0.828756,0.595692,0.870171,"nucleoside diphosphate kinase B isoform a ","K00940","Q1WM23"
"434","Pocillopora_acuta_HIv1_PredGene_g11952.t2",523,3,0,4,5,-9.542,-2.4399,0.54062,0.886311,0.280325,"histidine--tRNA ligase isoform 2 ","K01892","E9QI36"
"435","Pocillopora_acuta_HIv1_PredGene_g11962.t1",1169,14,7,20,10,1.457,0.5171,0.837003,0.631375,0.871112,"leucine--tRNA ligase, cytoplasmic isoform 1 ","K01869","Q9NSE1"
"436","Pocillopora_acuta_HIv1_PredGene_g1197.t1",305,0,0,0,1,1.339,0.16,0.876731,0.711887,0.87372,"histamine N-methyltransferase ","K00546","Q6DC37"
"437","Pocillopora_acuta_HIv1_PredGene_g11974.t1",2169,1,1,1,1,-2.919,-0.406,1,0.820786,0.845881,"LIM domain only protein 7b ","K06084","F6NN15"
"438","Pocillopora_acuta_HIv1_PredGene_g11977.t1",1341,0,0,0,1,3.076,0.3415,0.842039,0.674778,0.872678,"fibroblast growth factor receptor 2 isoform X12 ","","P21802"
"439","Pocillopora_acuta_HIv1_PredGene_g11983.t1",468,1,1,3,1,9.449,0.73,0.809805,0.564594,0.869315,"titin isoform X9 ","K17341","Q3TZL3"
"440","Pocillopora_acuta_HIv1_PredGene_g11996.t1",832,0,0,1,0,-16.552,-1.6481,0.922709,0.901329,0.579375,"advillin ","K08017","Q2NKM9"
"441","Pocillopora_acuta_HIv1_PredGene_g12009.t1",258,0,0,0,1,-5.734,-0.6638,1,0.852892,0.817986,"testican-2 isoform X1 ","K08136","Q9ER58"
"442","Pocillopora_acuta_HIv1_PredGene_g12030.t1",1738,4,2,2,1,-2.514,-0.2938,1,0.802725,0.855191,"protein mono-ADP-ribosyltransferase PARP14 ","K15261","E9QP48"
"443","Pocillopora_acuta_HIv1_PredGene_g12053.t1",73,5,5,7,5,-7.746,-1.8187,0.903351,0.901902,0.51371,"copper transport protein ATOX1 ","K07213","E7FEZ9"
"444","Pocillopora_acuta_HIv1_PredGene_g12065.t1",1815,2,1,1,4,-9.921,-1.2429,0.994022,0.893199,0.705611,"THO complex subunit 2 isoform X1 ","K12879","F1QXF4"
"445","Pocillopora_acuta_HIv1_PredGene_g12083.t1",906,0,0,0,0,-4.192,-0.2837,1,0.800957,0.855958,"uncharacterized protein Dmel_CG13185 ","K14572","A8DYB0"
"446","Pocillopora_acuta_HIv1_PredGene_g12089.t1",1885,0,1,1,0,-3.869,-0.3797,1,0.816803,0.848199,"nuclear pore complex protein Nup98-Nup96 isoform 6 precursor ","K14297","Q9UF57"
"447","Pocillopora_acuta_HIv1_PredGene_g12098.t1",200,0,0,0,0,4.806,0.6478,0.827089,0.591936,0.870074,"hippocalcin-like protein 1 ","K23847","P37235"
"448","Pocillopora_acuta_HIv1_PredGene_g12120.t1",334,3,5,5,3,-0.918,-0.2702,1,0.798554,0.856966,"RNA-binding protein Musashi homolog 2 isoform b ","K14411","Q8N9T4"
"449","Pocillopora_acuta_HIv1_PredGene_g12141.t1",72,0,1,0,1,-7.832,-0.603,1,0.846346,0.825497,"nuclear protein 1b ","K15626","E9QCY4"
"450","Pocillopora_acuta_HIv1_PredGene_g12169.t1",135,0,1,1,0,-19.271,-2.2774,0.616281,0.892832,0.334792,"prefoldin subunit 4 isoform 1 ","K09550","Q3UWL8"
"451","Pocillopora_acuta_HIv1_PredGene_g12174.t1",141,10,9,10,9,-8.35,-2.9782,0.343741,0.868965,0.12312,"coactosin-like protein ","","Q1LWV6"
"452","Pocillopora_acuta_HIv1_PredGene_g12180.t1",2284,3,2,1,2,-13.714,-2.2569,0.628661,0.893621,0.341928,"polyamine-modulated factor 1-binding protein 1 isoform X3 ","K23223","-"
"453","Pocillopora_acuta_HIv1_PredGene_g12184.t1",1501,1,0,1,1,5.208,0.4576,0.837822,0.647289,0.87161,"CD109 antigen isoform 1 preproprotein ","K06530","Q5XUM9"
"454","Pocillopora_acuta_HIv1_PredGene_g12204.t1",698,0,0,0,0,2.373,0.3735,0.839988,0.667621,0.872378,"no_annotation","","-"
"455","Pocillopora_acuta_HIv1_PredGene_g12205.t1",424,0,0,1,0,-17.554,-1.6563,0.922124,0.901375,0.576407,"proline-serine-threonine phosphatase-interacting protein 1 ","K12804","Q4V9R4"
"456","Pocillopora_acuta_HIv1_PredGene_g12208.t1",427,0,0,1,0,-4.975,-0.5002,1,0.8339,0.836835,"ferrochelatase, mitochondrial isoform X1 ","K01772","Q9DFU9"
"457","Pocillopora_acuta_HIv1_PredGene_g12213.t1",207,7,7,10,6,-3.559,-0.6124,1,0.847396,0.824377,"ras-related protein Rab-8A ","K07901","P55258"
"458","Pocillopora_acuta_HIv1_PredGene_g12218.t1",219,13,14,17,15,-1.531,-0.6111,1,0.847251,0.824533,"ras-related protein Rab-11A isoform 1 ","K07904","Q5TZN9"
"459","Pocillopora_acuta_HIv1_PredGene_g12239.t1",2564,26,25,47,19,-15.006,-3.6571,0.09674,0.855586,0.024187,"talin-1 isoform X4 ","K06271","Q5U7N6"
"460","Pocillopora_acuta_HIv1_PredGene_g12245.t1",589,7,19,30,26,3.612,1.1353,0.626004,0.425417,0.861989,"thrombospondin-2 ","K04659","F8W5Z7"
"461","Pocillopora_acuta_HIv1_PredGene_g12246.t1",507,2,5,20,7,4.472,1.2056,0.592273,0.402884,0.860219,"cartilage matrix protein precursor ","","A5WWJ4"
"462","Pocillopora_acuta_HIv1_PredGene_g1228.t1",429,5,5,6,5,0.892,0.1854,0.869252,0.706867,0.873712,"legumain isoform 1 preproprotein ","K01369","O00123"
"463","Pocillopora_acuta_HIv1_PredGene_g1231.t1",254,0,0,2,0,-8.129,-1.038,1,0.882671,0.755218,"proteasome subunit alpha type-3 isoform 1 ","K02727","B2RCK6"
"464","Pocillopora_acuta_HIv1_PredGene_g12315.t1",1717,2,0,3,1,-5.75,-0.9658,1,0.878113,0.769878,"WASH complex subunit 2 isoform X5 ","K18462","B8JKJ2"
"465","Pocillopora_acuta_HIv1_PredGene_g12336.t1",141,13,16,38,19,-1.87,-0.5785,1,0.843543,0.828349,"profilin ","K05759","P07274"
"466","Pocillopora_acuta_HIv1_PredGene_g12337.t1",964,2,1,2,0,3.017,0.3544,0.841105,0.671926,0.872558,"dual serine/threonine and tyrosine protein kinase isoform X1 ","K16288","Q8C923"
"467","Pocillopora_acuta_HIv1_PredGene_g12353.t1",150,0,1,0,0,-5.431,-0.8081,1,0.866318,0.797432,"uncharacterized protein Dmel_CG34045 ","K19894","A1ZBJ7"
"468","Pocillopora_acuta_HIv1_PredGene_g12377.t1",636,8,12,26,23,-0.469,-0.1633,0.995004,0.777919,0.864267,"very long-chain specific acyl-CoA dehydrogenase, mitochondrial ","K09479","Q7T2C2"
"469","Pocillopora_acuta_HIv1_PredGene_g12379.t1",265,2,1,0,1,3.535,0.4417,0.838019,0.651319,0.87175,"chymotrypsinogen B isoform 1 precursor ","K01310","P17538"
"470","Pocillopora_acuta_HIv1_PredGene_g1240.t1",150,1,0,0,0,-0.585,-0.0803,0.969977,0.760732,0.868685,"Epididymal secretory protein E1-like precursor ","K13443","B3DFW4"
"471","Pocillopora_acuta_HIv1_PredGene_g12401.t1",1554,6,6,6,8,-7.096,-1.6576,0.922034,0.901382,0.575935,"UDP-glucose:glycoprotein glucosyltransferase 2 isoform X3 ","K11718","E7F6G9"
"472","Pocillopora_acuta_HIv1_PredGene_g1241.t1",152,0,0,0,0,-6.316,-1.0343,1,0.882449,0.756003,"NPC intracellular cholesterol transporter 2 isoform 2 precursor ","K13443","Q29413"
"473","Pocillopora_acuta_HIv1_PredGene_g12412.t1",310,0,0,0,0,-16.293,-2.3937,0.558457,0.888165,0.295517,"ras-related GTP-binding protein A ","K16185","O00290"
"474","Pocillopora_acuta_HIv1_PredGene_g1244.t1",96,2,1,3,1,17.559,1.3605,0.529474,0.354977,0.856285,"SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 1 precursor ","K25095","J3KMY7"
"475","Pocillopora_acuta_HIv1_PredGene_g12443.t1",632,0,2,1,0,-8.778,-1.1085,1,0.886678,0.73953,"hypothetical protein, conserved ","","E9BHR4"
"476","Pocillopora_acuta_HIv1_PredGene_g12460.t1",883,0,0,1,2,-10.023,-1.4843,0.943662,0.899802,0.634708,"UDP-glucose 6-dehydrogenase ","K00012","A8WGP7"
"477","Pocillopora_acuta_HIv1_PredGene_g12463.t1",295,111,130,116,111,3.07,1.2794,0.56009,0.379839,0.858329,"glyceraldehyde-3-phosphate dehydrogenase isoform 2 ","K00134","E7EUT4"
"478","Pocillopora_acuta_HIv1_PredGene_g1252.t1",286,3,3,3,7,1.608,0.42,0.838392,0.656675,0.871946,"reticulon-4 isoform C ","","Q9Y2Y7"
"479","Pocillopora_acuta_HIv1_PredGene_g1255.t1",1044,0,0,0,0,-4.421,-0.8477,1,0.869539,0.79105,"ephrin type-B receptor ","","F4JXY6"
"480","Pocillopora_acuta_HIv1_PredGene_g12557.t1",714,0,0,0,1,1.373,0.1985,0.865712,0.704273,0.873683,"inner nuclear membrane protein Man1 isoform 1 ","K19410","Q9NT47"
