"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","Annotation","KOid","UniprotID"
"462","Pocillopora_acuta_HIv1_PredGene_g12379.t1",265,2,1,1,0,7.281,0.6544,0.561999,0.315294,0.816675,"chymotrypsinogen B isoform 1 precursor ","K01310","P17538"
"463","Pocillopora_acuta_HIv1_PredGene_g1240.t1",150,1,0,0,2,14.217,1.676,0.170082,0.079557,0.761196,"Epididymal secretory protein E1-like precursor ","K13443","B3DFW4"
"464","Pocillopora_acuta_HIv1_PredGene_g12401.t1",1554,6,6,5,8,8.121,1.0033,0.397732,0.216287,0.794617,"UDP-glucose:glycoprotein glucosyltransferase 2 isoform X3 ","K11718","E7F6G9"
"465","Pocillopora_acuta_HIv1_PredGene_g1241.t1",152,0,0,0,0,-9.717,-1.6028,0.934393,0.801545,0.48499,"NPC intracellular cholesterol transporter 2 isoform 2 precursor ","K13443","Q29413"
"466","Pocillopora_acuta_HIv1_PredGene_g12410.t1",669,0,0,0,0,9.373,1.0669,0.371741,0.200179,0.790679,"protein IWS1 homolog isoform X1 ","K17498",""
"467","Pocillopora_acuta_HIv1_PredGene_g1244.t1",96,2,1,2,0,-3.717,-0.2868,0.972541,0.620048,0.81655,"SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 1 precursor ","K25095","J3KMY7"
"468","Pocillopora_acuta_HIv1_PredGene_g12443.t1",632,0,2,1,0,4.176,0.4557,0.669032,0.37843,0.827367,"hypothetical protein, conserved ","","E9BHR4"
"469","Pocillopora_acuta_HIv1_PredGene_g12460.t1",883,0,0,0,1,-5.178,-0.8746,1,0.741905,0.729005,"UDP-glucose 6-dehydrogenase ","K00012","A8WGP7"
"470","Pocillopora_acuta_HIv1_PredGene_g12463.t1",295,111,130,79,98,-4.567,-4.5255,0.001204,0.7485,0.00019,"glyceraldehyde-3-phosphate dehydrogenase isoform 2 ","K00134","E7EUT4"
"471","Pocillopora_acuta_HIv1_PredGene_g1252.t1",286,3,3,5,4,-22.082,-3.5074,0.054021,0.76229,0.010755,"reticulon-4 isoform C ","","Q9Y2Y7"
"472","Pocillopora_acuta_HIv1_PredGene_g1255.t1",1044,0,0,0,0,-15.394,-2.3573,0.47535,0.794537,0.188216,"ephrin type-B receptor ","","F4JXY6"
"473","Pocillopora_acuta_HIv1_PredGene_g12557.t1",714,0,0,1,1,-7.862,-0.4082,0.99015,0.652076,0.804785,"inner nuclear membrane protein Man1 isoform 1 ","K19410","Q9NT47"
"474","Pocillopora_acuta_HIv1_PredGene_g1258.t1",246,0,1,0,0,-7.999,-1.0928,1,0.76815,0.673214,"tubulin-folding cofactor B isoform 1 ","K17262","Q9CWR6"
"475","Pocillopora_acuta_HIv1_PredGene_g12585.t1",336,21,18,19,14,-0.565,-0.1588,0.945011,0.582847,0.825594,"Uncharacterized protein CELE_Y48G10A.3 ","K18266","Q9U283"
"476","Pocillopora_acuta_HIv1_PredGene_g12616.t1",503,3,1,4,4,-9.087,-0.9287,1,0.749193,0.716585,"lipopolysaccharide-binding protein precursor ","K25374","A2AC66"
"477","Pocillopora_acuta_HIv1_PredGene_g12682.t1",1051,1,2,2,0,-5.72,-0.8777,1,0.742338,0.728317,"inactive tyrosine-protein kinase 7 isoform e ","K05127","Q8NFA7"
"478","Pocillopora_acuta_HIv1_PredGene_g12683.t1",766,0,1,0,1,-0.458,-0.0793,0.923679,0.558174,0.82957,"inactive tyrosine-protein kinase 7 isoform a precursor ","K05127","Q13417"
"479","Pocillopora_acuta_HIv1_PredGene_g12724.t1",388,4,4,3,2,-8.464,-0.9582,1,0.752939,0.709434,"uncharacterized protein Dmel_CG6178 ","K01904","Q9VCC6"
"480","Pocillopora_acuta_HIv1_PredGene_g12731.t1",295,0,0,2,0,-9.392,-1.6482,0.921822,0.80292,0.46526,"fatty Acid CoA Synthetase family ","K01904","Q19339"
"481","Pocillopora_acuta_HIv1_PredGene_g12733.t1",103,4,2,3,3,-6.102,-0.6797,0.999999,0.710679,0.766943,"enhancer of rudimentary homolog ","","Q14259"
"482","Pocillopora_acuta_HIv1_PredGene_g12767.t1",326,1,2,0,0,6.044,0.4876,0.650872,0.368011,0.82587,"uncharacterized protein SPAC2C4.08 ","","O14041"
"483","Pocillopora_acuta_HIv1_PredGene_g12780.t1",12758,24,12,12,6,1.824,0.2257,0.800668,0.456077,0.834155,"titin isoform X4 ","K12567","Q4U1Z6"
"484","Pocillopora_acuta_HIv1_PredGene_g12810.t1",405,1,1,1,1,-5.765,-0.8193,1,0.733867,0.740812,"ubiquitin-like modifier-activating enzyme 5 ","K12164",""
"485","Pocillopora_acuta_HIv1_PredGene_g12818.t1",1297,0,0,0,0,-2.165,-0.2884,0.972829,0.620492,0.816415,"neurabin-1 isoform X5 ","K17551","Q7TN74"
"486","Pocillopora_acuta_HIv1_PredGene_g12841.t1",820,26,28,21,21,-1.863,-0.875,1,0.741961,0.728916,"villin-1 ","K08017","Q53S11"
"487","Pocillopora_acuta_HIv1_PredGene_g12843.t1",305,2,0,1,0,-4.534,-0.5501,0.999079,0.685024,0.78701,"guanidinobutyrase ","K12255","Q9I3S3"
"488","Pocillopora_acuta_HIv1_PredGene_g12845.t1",358,1,2,0,1,-9.314,-1.4026,0.970293,0.792736,0.567118,"agmatinase, mitochondrial ","K01480","Q08C97"
"489","Pocillopora_acuta_HIv1_PredGene_g12848.t1",358,1,0,0,0,-12.513,-1.2699,0.992852,0.784005,0.616047,"agmatinase, mitochondrial ","K01480","Q08C97"
"490","Pocillopora_acuta_HIv1_PredGene_g12850.t1",217,11,13,14,10,-9.883,-1.9941,0.709388,0.804977,0.316824,"ras-related protein Rab-5B isoform 1 ","K07888","P61020"
"491","Pocillopora_acuta_HIv1_PredGene_g12879.t1",1491,0,0,1,1,0.872,0.1125,0.855285,0.494844,0.834366,"carbamoyl-phosphate synthase ","K01948","F6PBT6"
"492","Pocillopora_acuta_HIv1_PredGene_g1288.t1",102,0,0,1,0,-5.141,-0.9009,1,0.745517,0.723077,"GTP cyclohydrolase 1 feedback regulatory protein ","K06587","Q6PBT6"
"493","Pocillopora_acuta_HIv1_PredGene_g12883.t1",771,0,0,0,0,-10.368,-1.5258,0.950014,0.798696,0.517657,"peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase isoform 1 ","K01456","Q9NR70"
"494","Pocillopora_acuta_HIv1_PredGene_g12898.t1",399,0,2,1,1,-5.011,-0.562,0.999348,0.687556,0.785322,"Golgi reassembly-stacking protein 2 ","","Q6PC76"
"495","Pocillopora_acuta_HIv1_PredGene_g1291.t1",208,1,4,1,0,-1.157,-0.2095,0.956916,0.597976,0.822412,"lethal (2) essential for life, isoform C ","K09542","P82147"
"496","Pocillopora_acuta_HIv1_PredGene_g1293.t1",233,7,6,3,3,-15.54,-2.8916,0.243047,0.776178,0.064699,"peptidyl-prolyl cis-trans isomerase FKBP3 ","K09570","Q00688"
"497","Pocillopora_acuta_HIv1_PredGene_g12940.t1",876,0,0,0,1,-6.183,-0.4972,0.997115,0.673332,0.794143,"dimethylglycine dehydrogenase, mitochondrial precursor ","K00315","B4E1J9"
"498","Pocillopora_acuta_HIv1_PredGene_g12941.t1",409,2,1,0,0,2.948,0.4325,0.682432,0.386072,0.828385,"betaine--homocysteine S-methyltransferase 1 ","K00544","Q561N0"
"499","Pocillopora_acuta_HIv1_PredGene_g12954.t1",277,3,2,3,2,0.671,0.1387,0.843624,0.485912,0.834515,"uncharacterized protein Dmel_CG9008, isoform A ","K01792","Q9V3D1"
"500","Pocillopora_acuta_HIv1_PredGene_g12960.t1",249,0,0,0,0,9.766,1.61,0.187064,0.089465,0.763613,"hypothetical protein DDB_G0281291 ","K17290","Q54U38"
"501","Pocillopora_acuta_HIv1_PredGene_g12987.t1",212,4,6,3,1,-10.21,-2.0723,0.651949,0.803434,0.286312,"osteoclast-stimulating factor 1 ","","Q3UF05"
"502","Pocillopora_acuta_HIv1_PredGene_g12991.t1",313,0,0,0,1,7.371,0.4945,0.64699,0.365771,0.825532,"reticulocalbin-3 precursor ","K23900","Q6IQR6"
"503","Pocillopora_acuta_HIv1_PredGene_g13002.t1",356,0,1,0,1,7.12,1.0468,0.379778,0.205204,0.791911,"lipid storage droplet-2, isoform E ","K17284","X2JKC1"
"504","Pocillopora_acuta_HIv1_PredGene_g13014.t1",298,2,1,1,1,-7.559,-1.6202,0.92996,0.802099,0.477461,"peptidyl-prolyl cis-trans isomerase E isoform 1 ","K09564","O43635"
"505","Pocillopora_acuta_HIv1_PredGene_g13017.t2",680,2,3,5,2,-5.768,-0.9543,1,0.752452,0.710395,"peptidyl-glycine alpha-amidating monooxygenase isoform X2 ","K24006","A0A2R8RHP7"
"506","Pocillopora_acuta_HIv1_PredGene_g13029.t1",789,0,0,0,0,-5.41,-0.5454,0.998964,0.684014,0.787668,"AMP deaminase 2 isoform b ",NA,"Q91YI2"
"507","Pocillopora_acuta_HIv1_PredGene_g13039.t1",279,0,1,0,0,-4.12,-0.4577,0.994635,0.66414,0.799077,"omega-amidase NIT2 ",NA,"Q9JHW2"
"508","Pocillopora_acuta_HIv1_PredGene_g1304.t1",261,0,0,2,2,3.544,0.3186,0.748976,0.424297,0.832366,"ubiquinone/menaquinone biosynthesis methyltransferase ","K03183","P27851"
"509","Pocillopora_acuta_HIv1_PredGene_g13044.t1",79,0,2,1,5,4.689,0.899,0.443796,0.244039,0.801253,"Nedd8, isoform B ",NA,"Q9VJ33"
"510","Pocillopora_acuta_HIv1_PredGene_g13093.t1",1019,0,0,0,0,-22.948,-2.8137,0.268122,0.778439,0.077832,"F-BAR domain only protein 2 isoform X2 ","K20042","Q96CF5"
"511","Pocillopora_acuta_HIv1_PredGene_g13099.t1",420,6,5,6,5,-12.143,-2.431,0.434524,0.791854,0.166375,"vasa intronic gene, isoform A ","K13199","Q9V426"
"512","Pocillopora_acuta_HIv1_PredGene_g13116.t1",151,0,1,0,2,9.012,1.7149,0.160589,0.074058,0.759865,"DNA-directed RNA polymerases I, II, and III subunit RPABC3 isoform 2 ","K03016","C9J413"
"513","Pocillopora_acuta_HIv1_PredGene_g1312.t1",1541,73,35,79,86,-4.493,-2.7735,0.281465,0.779687,0.085239,"xanthine dehydrogenase/oxidase ","K00106","E7F022"
"514","Pocillopora_acuta_HIv1_PredGene_g13128.t1",427,1,1,2,2,-6.788,-0.9525,1,0.752227,0.710837,"arrestin, beta 2b ","K04439","Q7T2D2"
"515","Pocillopora_acuta_HIv1_PredGene_g1318.t1",115,0,0,0,0,3.85,0.7788,0.500644,0.27805,0.808954,"replication protein A 14 kDa subunit ","K10740","Q7ZUZ6"
"516","Pocillopora_acuta_HIv1_PredGene_g13183.t1",5560,1,0,0,1,-7.838,-1.179,1,0.776424,0.646748,"E3 ubiquitin-protein ligase rnf213-alpha ","K22754",""
"517","Pocillopora_acuta_HIv1_PredGene_g13218.t1",274,3,5,7,6,-5.026,-1.5343,0.948516,0.799042,0.514111,"hypothetical protein DDB_G0277615 ","K20520","Q75JY8"
"518","Pocillopora_acuta_HIv1_PredGene_g13237.t1",302,2,1,1,5,0.639,0.072,0.872124,0.508557,0.8339,"ATP synthase subunit gamma, mitochondrial isoform a ","K02136","Q5RH26"
"519","Pocillopora_acuta_HIv1_PredGene_g13271.t1",218,0,0,0,1,6.025,0.6159,0.581656,0.327192,0.818954,"MAP kinase-activated protein kinase 2 ","K04443","Q7T2F2"
"520","Pocillopora_acuta_HIv1_PredGene_g13272.t1",95,2,0,1,1,8.002,0.7637,0.507961,0.282466,0.809911,"MAP kinase-activated protein kinase 2b ","K04443","A7BJ43"
"521","Pocillopora_acuta_HIv1_PredGene_g13275.t1",143,2,1,2,1,-5.379,-1.0154,1,0.759767,0.694778,"hatching enzyme 1, tandem duplicate 1 precursor ","K08606","Q4G0A2"
"522","Pocillopora_acuta_HIv1_PredGene_g13297.t1",300,0,1,1,0,5.225,0.6551,0.561645,0.315079,0.816633,"arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 isoform e ","","Q96HP6"
"523","Pocillopora_acuta_HIv1_PredGene_g13306.t1",127,0,0,0,0,5.828,1.085,0.364636,0.195706,0.789581,"vesicle-associated membrane protein 7 isoform 1 ","K08515","P70280"
"524","Pocillopora_acuta_HIv1_PredGene_g13415.t1",620,15,7,20,11,-13.467,-3.0882,0.176015,0.771241,0.038636,"thioredoxin reductase 3 ","K22182","Q7T2C8"
"525","Pocillopora_acuta_HIv1_PredGene_g13424.t1",883,5,1,5,4,-5.368,-0.7733,1,0.726701,0.749983,"coatomer subunit gamma-2 ","K17267","Q9PUE4"
"526","Pocillopora_acuta_HIv1_PredGene_g1350.t1",199,4,7,5,1,-0.137,-0.0256,0.90722,0.540916,0.831581,"sorcin isoform X1 ","K23924","F1R4I7"
"527","Pocillopora_acuta_HIv1_PredGene_g13544.t1",414,0,0,0,0,1.303,0.188,0.820052,0.469023,0.834471,"Protein containing ALS2cr12 (ALS2CR12) signature ","K10396","O16898"
"528","Pocillopora_acuta_HIv1_PredGene_g13558.t1",576,2,0,0,0,-4.602,-0.9763,1,0.75516,0.704911,"WP_061432842.1 dihydroxy-acid dehydratase ","K01687",""
"529","Pocillopora_acuta_HIv1_PredGene_g13572.t1",188,15,6,9,9,5.761,1.5072,0.216573,0.10639,0.767775,"histone H1.0 ","K11275","Q3UKC0"
"530","Pocillopora_acuta_HIv1_PredGene_g13598.t1",395,0,1,5,5,-3.25,-0.5868,0.999728,0.692717,0.781707,"band 4.1-like protein 3 isoform X34 ","K23961","Q9R102"
"531","Pocillopora_acuta_HIv1_PredGene_g13599.t1",625,2,1,2,0,-10.971,-1.9977,0.706673,0.80492,0.315386,"cholinesterase precursor ","K01050","Q543J3"
"532","Pocillopora_acuta_HIv1_PredGene_g1364.t1",624,5,6,7,6,-6.88,-1.1191,1,0.770788,0.665417,"cytoplasmic dynein 1 intermediate chain 2 isoform 3 ","K10415","Q9BXZ5"
"533","Pocillopora_acuta_HIv1_PredGene_g13646.t1",495,3,3,1,2,-7.504,-0.8705,1,0.74133,0.729911,"tumor necrosis factor receptor type 1-associated DEATH domain protein isoform X2 ","K03171","B3KQZ9"
"534","Pocillopora_acuta_HIv1_PredGene_g13681.t1",378,22,5,23,21,-5.535,-1.5335,0.948659,0.79901,0.514445,"actin-related protein 2/3 complex subunit 1A ","K05757","Q3UL75"
"535","Pocillopora_acuta_HIv1_PredGene_g13690.t1",296,11,14,19,12,-5.047,-0.7416,1,0.721497,0.755975,"enoyl-CoA hydratase, mitochondrial ","K07511","Q7ZZ04"
"536","Pocillopora_acuta_HIv1_PredGene_g13697.t1",372,0,2,1,0,-1.464,-0.1683,0.947339,0.585719,0.825037,"ectonucleoside triphosphate diphosphohydrolase 1 isoform 1 ","K01510","B7Z599"
"537","Pocillopora_acuta_HIv1_PredGene_g13704.t1",320,0,0,0,0,-6.408,-1.2533,0.995422,0.782718,0.621839,"vacuolar protein sorting-associated protein 26C ","","Q6DHL2"
"538","Pocillopora_acuta_HIv1_PredGene_g13714.t1",1783,0,0,0,1,-8.748,-1.3673,0.976311,0.790671,0.580582,"RHo Guanine nucleotide exchange Factor ","K07532","G5EFE1"
"539","Pocillopora_acuta_HIv1_PredGene_g1372.t1",607,1,0,2,0,2.545,0.2446,0.790554,0.44959,0.833907,"oncoprotein-induced transcript 3 protein precursor ","K24431","P97806"
"540","Pocillopora_acuta_HIv1_PredGene_g13728.t1",622,6,7,11,12,4.679,0.7896,0.495431,0.27491,0.808266,"vacuolar H","K02145","Q27331"
"541","Pocillopora_acuta_HIv1_PredGene_g1373.t1",517,1,1,4,3,-9.648,-1.0366,1,0.762158,0.689073,"oncoprotein-induced transcript 3 protein precursor ","K24431","P97806"
"542","Pocillopora_acuta_HIv1_PredGene_g13744.t1",746,1,0,1,1,2.615,0.3481,0.73182,0.414297,0.831512,"peripheral plasma membrane protein CASK isoform X8 ","K06103","O14936"
"543","Pocillopora_acuta_HIv1_PredGene_g13782.t1",378,1,0,0,2,5.112,0.7011,0.538649,0.30109,0.813828,"fumarate hydratase, mitochondrial precursor ","K01679","Q7SX99"
"544","Pocillopora_acuta_HIv1_PredGene_g13793.t1",499,2,0,2,3,-4.228,-0.5236,0.998272,0.679256,0.790659,"fumarate hydratase, mitochondrial precursor ","K01679","Q7SX99"
"545","Pocillopora_acuta_HIv1_PredGene_g13796.t1",963,2,1,4,1,6.743,0.9044,0.441319,0.242561,0.800906,"dipeptidyl peptidase 3 ","K01277","Q6DI20"
"546","Pocillopora_acuta_HIv1_PredGene_g13796.t2",962,2,1,4,1,-1.375,-0.2649,0.968436,0.613922,0.818337,"dipeptidyl peptidase 3 ","K01277","Q6DI20"
"547","Pocillopora_acuta_HIv1_PredGene_g13803.t1",334,22,16,14,20,2.489,0.4354,0.680748,0.385114,0.828261,"malate dehydrogenase, cytoplasmic isoform MDH1 ","K00025","B2R5V5"
"548","Pocillopora_acuta_HIv1_PredGene_g13810.t1",150,1,0,7,0,-4.76,-0.7657,1,0.725474,0.751444,"sodium-dependent phosphate transporter ","","Q8IDS7"
"549","Pocillopora_acuta_HIv1_PredGene_g13815.t1",604,0,0,0,1,2.587,0.3087,0.75468,0.427666,0.832623,"probable E3 ubiquitin-protein ligase IRF2BPL ","K22383","Q6P947"
"550","Pocillopora_acuta_HIv1_PredGene_g13844.t1",425,0,0,0,0,-2.172,-0.4214,0.991502,0.655352,0.803314,"COP9 signalosome complex subunit 3 ","K12177","Q7ZVT8"
"551","Pocillopora_acuta_HIv1_PredGene_g13852.t1",247,0,0,0,0,-1.496,-0.1794,0.950003,0.589054,0.824363,"proteasome subunit alpha type-6 isoform a ","K02730","B4DQR4"
"552","Pocillopora_acuta_HIv1_PredGene_g13853.t1",378,5,5,5,6,-17.681,-3.3128,0.099841,0.766327,0.019956,"protein phosphatase 1A isoform 1 ","K04457","J3KNM0"
"553","Pocillopora_acuta_HIv1_PredGene_g13857.t1",182,0,0,0,0,-2.671,-0.1941,0.953436,0.593433,0.823433,"lactoylglutathione lyase ","K01759","Q9CPU0"
"554","Pocillopora_acuta_HIv1_PredGene_g13873.t1",883,181,195,170,119,-1.813,-2.587,0.355129,0.786101,0.125311,"alpha actinin, isoform D ","K05699","Q24370"
"555","Pocillopora_acuta_HIv1_PredGene_g13874.t1",680,0,1,2,0,-2.925,-0.6232,0.999974,0.70001,0.776154,"fermitin family homolog 2 isoform 1 ","K17083","Q96AC1"
"556","Pocillopora_acuta_HIv1_PredGene_g13897.t1",424,0,1,1,0,2.034,0.3405,0.736258,0.416868,0.831745,"UBX domain-containing protein 4 ","K24348","Q6P267"
"557","Pocillopora_acuta_HIv1_PredGene_g13940.t1",146,1,0,2,1,-6.013,-0.5711,0.999508,0.689468,0.784011,"protein mago nashi homolog 2 isoform 1 ","K12877","Q96A72"
"558","Pocillopora_acuta_HIv1_PredGene_g13942.t1",506,0,1,0,0,1.369,0.1362,0.844763,0.486766,0.834506,"NPC intracellular cholesterol transporter 1 precursor ","K12385","Q9P130"
"559","Pocillopora_acuta_HIv1_PredGene_g13944.t1",343,1,0,0,1,3.923,1.0567,0.375799,0.202721,0.791303,"nmrA-like family domain-containing protein 1 isoform 2 ","","D3YU12"
"560","Pocillopora_acuta_HIv1_PredGene_g13948.t1",474,2,5,1,1,-5.796,-0.8392,1,0.736831,0.736664,"selenium-binding protein 1 isoform X1 ","K17285","E9QB46"
"561","Pocillopora_acuta_HIv1_PredGene_g13949.t1",174,1,0,2,1,1.597,0.2801,0.770945,0.437427,0.833278,"histidine triad nucleotide binding protein 1, isoform C ","K02503","Q8STA5"
"562","Pocillopora_acuta_HIv1_PredGene_g13954.t1",361,10,1,4,7,1.07,0.1335,0.845987,0.487688,0.834495,"60S ribosomal protein L4 ","K02930","Q7ZW95"
"563","Pocillopora_acuta_HIv1_PredGene_g13970.t1",1250,2,2,1,1,-2.863,-0.2387,0.963185,0.606459,0.820344,"paired amphipathic helix protein Sin3a isoform 1 ","K11644","Q570Z7"
"564","Pocillopora_acuta_HIv1_PredGene_g13983.t1",169,0,1,0,0,-2.646,-0.2523,0.965956,0.61035,0.81932,"Cdc37 ","K09554","C4IY07"
"565","Pocillopora_acuta_HIv1_PredGene_g13984.t1",225,1,0,1,0,2.354,0.3574,0.726377,0.411157,0.831216,"hsp90 co-chaperone Cdc37 ","K09554","Q7ZV56"
"566","Pocillopora_acuta_HIv1_PredGene_g14012.t1",468,0,0,0,1,-13.211,-2.0873,0.641396,0.803075,0.280633,"tetratricopeptide repeat protein 38 isoform X1 ","K24942","A3KPN8"
"567","Pocillopora_acuta_HIv1_PredGene_g14015.t1",455,0,0,1,0,-3.976,-0.3872,0.987766,0.646779,0.807047,"tetratricopeptide repeat protein 38 isoform X1 ","K24942","A3KPN8"
"568","Pocillopora_acuta_HIv1_PredGene_g14028.t1",663,1,1,0,0,1.527,0.1545,0.8363,0.480509,0.834547,"long-chain-fatty-acid--CoA ligase 5 ","K01897","F1RAK0"
"569","Pocillopora_acuta_HIv1_PredGene_g14029.t1",689,1,1,0,1,-13.946,-2.2944,0.511179,0.796758,0.20805,"long-chain-fatty-acid--CoA ligase 5 ","K01897","F1RAK0"
"570","Pocillopora_acuta_HIv1_PredGene_g14032.t1",689,1,2,1,1,-0.527,-0.0627,0.918782,0.552886,0.830248,"long-chain-fatty-acid--CoA ligase 1 isoform b ","K01897","P33121"
"571","Pocillopora_acuta_HIv1_PredGene_g14033.t1",331,22,19,30,23,-2.27,-1.0595,1,0.764659,0.682741,"hydroxyacyl-coenzyme A dehydrogenase, mitochondrial ","K00022","Q6DI22"
"572","Pocillopora_acuta_HIv1_PredGene_g14073.t1",262,1,1,0,0,-3.178,-0.3366,0.980862,0.633592,0.812107,"axonemal dynein light intermediate polypeptide 1 ","K10410","A8K387"
"573","Pocillopora_acuta_HIv1_PredGene_g14089.t1",106,5,2,0,0,-1.766,-0.4105,0.990394,0.65265,0.804531,"gamma-crystallin B ","","P04344"
"574","Pocillopora_acuta_HIv1_PredGene_g14095.t1",353,1,0,0,0,-0.832,-0.0849,0.925294,0.559947,0.829329,"conserved Plasmodium protein, unknown function ","K19636","C0H4S9"
"575","Pocillopora_acuta_HIv1_PredGene_g14100.t1",188,5,2,8,3,-2.072,-0.2776,0.970848,0.617487,0.817313,"crystallin beta gamma X ","K23483","Q45FX8"
"576","Pocillopora_acuta_HIv1_PredGene_g14104.t1",485,13,16,25,11,4.604,1.2209,0.314311,0.16369,0.781741,"serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform isoform 2 ","K04348","P12816"
"577","Pocillopora_acuta_HIv1_PredGene_g14110.t1",542,0,0,0,0,-17.435,-1.6452,0.922752,0.802837,0.466572,"prolyl 4-hydroxylase subunit alpha-2 isoform X3 ","K00472",""
"578","Pocillopora_acuta_HIv1_PredGene_g14119.t1",264,1,0,1,0,7.731,0.6545,0.561948,0.315263,0.816669,"elongation factor-1, delta, a isoform X6 ","K15410",""
"579","Pocillopora_acuta_HIv1_PredGene_g14127.t1",311,3,3,2,4,18.819,2.1591,0.070514,0.028868,0.748607,"26S proteasome non-ATPase regulatory subunit 14 ","K03030","A3KNN5"
"580","Pocillopora_acuta_HIv1_PredGene_g14128.t1",525,1,0,0,2,-9.334,-1.4771,0.958112,0.796557,0.537656,"myelin expression factor 2 isoform 3 ","K24992","A7UQY4"
"581","Pocillopora_acuta_HIv1_PredGene_g14195.t1",305,2,0,0,0,0.052,0.0048,0.897059,0.530961,0.832486,"short chain dehydrogenase/reductase family 16C, member 5a ","K15734","A8E7S3"
"582","Pocillopora_acuta_HIv1_PredGene_g14223.t1",938,0,0,1,0,-1.292,-0.1153,0.933758,0.569484,0.82792,"pre-mRNA-processing factor 6 ","K12855","Q91YR7"
"583","Pocillopora_acuta_HIv1_PredGene_g14229.t1",328,3,3,4,4,-12.133,-1.108,1,0.769687,0.668738,"small glutamine-rich tetratricopeptide repeat-containing protein alpha ","K16365","Q6NXA1"
"584","Pocillopora_acuta_HIv1_PredGene_g14230.t1",939,4,4,4,3,6.086,0.6667,0.555803,0.311528,0.815933,"methionine--tRNA ligase, cytoplasmic ","K01874","Q6TEM5"
"585","Pocillopora_acuta_HIv1_PredGene_g14251.t1",563,0,0,0,0,-10.024,-1.1847,1,0.776934,0.644904,"far upstream element-binding protein 3 isoform e ","K13210","A2AJ72"
"586","Pocillopora_acuta_HIv1_PredGene_g14279.t1",488,0,0,0,0,-16.22,-2.6013,0.348601,0.785582,0.121898,"TIR-only protein ",NA,"-"
"587","Pocillopora_acuta_HIv1_PredGene_g14283.t1",219,6,6,6,5,-3.042,-0.5271,0.998399,0.680028,0.790185,"growth factor receptor-bound protein 2a ",NA,"Q5RKN6"
"588","Pocillopora_acuta_HIv1_PredGene_g14311.t1",784,0,0,0,0,-3.908,-0.4793,0.996105,0.669215,0.79642,"rho GTPase-activating protein 12 isoform 4 ","K20636","Q8N3L1"
"589","Pocillopora_acuta_HIv1_PredGene_g14354.t1",337,16,4,11,11,10.674,2.1044,0.078843,0.032797,0.749668,"cytochrome P450 2K8 ","K00128","B3DIC0"
"590","Pocillopora_acuta_HIv1_PredGene_g14356.t1",629,1,0,1,0,4.133,0.5252,0.629935,0.355866,0.823976,"myeloid differentiation primary response protein MyD88 ","K04729","Q6TQG4"
"591","Pocillopora_acuta_HIv1_PredGene_g14360.t1",275,1,2,5,3,11,1.1748,0.330934,0.174236,0.784315,"superoxide dismutase ","K04564","Q6P980"
"592","Pocillopora_acuta_HIv1_PredGene_g14363.t1",5113,0,0,0,0,-6.53,-1.3002,0.987883,0.786238,0.605283,"histone-lysine N-methyltransferase 2C isoform X2 ","K09188","F1Q6F2"
"593","Pocillopora_acuta_HIv1_PredGene_g14381.t2",2171,0,1,1,2,-9.308,-1.5837,0.938803,0.800898,0.493199,"receptor-type tyrosine-protein phosphatase delta isoform X8 ","K06777","F5GWT7"
"594","Pocillopora_acuta_HIv1_PredGene_g14396.t1",1024,0,0,0,1,-6.886,-0.4833,0.996349,0.670142,0.795917,"exosome RNA helicase MTR4 ","K12598","Q9CZU3"
"595","Pocillopora_acuta_HIv1_PredGene_g1440.t1",70,0,0,1,0,-16.013,-1.9422,0.748887,0.805646,0.337897,"CKLF-CMTM1 protein isoform 2 ",NA,""
"596","Pocillopora_acuta_HIv1_PredGene_g14402.t1",5157,21,10,20,20,-5.906,-1.4229,0.966914,0.793848,0.55923,"cytoplasmic dynein 1 heavy chain 1 ","K10413","Q9JHU4"
"597","Pocillopora_acuta_HIv1_PredGene_g14453.t1",161,8,6,9,4,-9.533,-1.8916,0.787097,0.805983,0.359027,"peptidyl-prolyl cis-trans isomerase B ","K03768","Q6PBW4"
"598","Pocillopora_acuta_HIv1_PredGene_g14453.t2",170,9,6,7,3,-5.892,-0.9638,1,0.753632,0.708046,"peptidyl-prolyl cis-trans isomerase B precursor ","K03768","P24369"
"599","Pocillopora_acuta_HIv1_PredGene_g14454.t1",141,7,10,9,5,4.661,0.9469,0.422151,0.231086,0.798187,"peptidyl-prolyl cis-trans isomerase B precursor ","K03768","A8K534"
"600","Pocillopora_acuta_HIv1_PredGene_g14455.t1",209,21,19,23,18,-3.283,-1.2262,0.999295,0.780518,0.63113,"peptidyl-prolyl cis-trans isomerase B ","K03768","Q6PBW4"
"601","Pocillopora_acuta_HIv1_PredGene_g14481.t1",807,0,0,0,0,-4.879,-0.6328,0.999994,0.701878,0.774641,"nuclear cap-binding protein subunit 1 ","K12882","Q3TEM1"
"602","Pocillopora_acuta_HIv1_PredGene_g14554.t1",343,6,8,1,0,5.848,0.6005,0.589644,0.331998,0.819844,"centrosomal protein of 72 kDa ","K03529","B4DR26"
