"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","Annotation","KOid","UniprotID"
"659","Pocillopora_acuta_HIv1_PredGene_g15440.t1",357,0,2,0,0,7.119,0.9854,0.555745,0.352345,0.856562,"prostaglandin reductase 2 isoform 1 ","K13949","V9HW32"
"660","Pocillopora_acuta_HIv1_PredGene_g15491.t1",317,10,10,18,19,-3.936,-1.0414,0.972654,0.832405,0.779872,"aldo-keto reductase family 1 member B1.1 ","K00002","Q6IQU1"
"661","Pocillopora_acuta_HIv1_PredGene_g1552.t1",323,0,1,1,2,-11.7,-1.6984,0.996998,0.865708,0.581633,"delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial precursor ","K12663","O35459"
"662","Pocillopora_acuta_HIv1_PredGene_g15551.t1",802,1,2,2,1,-5.491,-0.6538,0.999969,0.79131,0.837007,"microtubule-actin cross-linking factor 1 isoform 2 ","K10382",""
"663","Pocillopora_acuta_HIv1_PredGene_g15560.t1",299,0,1,0,1,-8.126,-0.8935,0.984242,0.820086,0.8044,"prohibitin-2 isoform 1 ","K17081","Q99623"
"664","Pocillopora_acuta_HIv1_PredGene_g15612.t1",1615,1,3,1,1,-9.986,-1.496,1,0.85831,0.660739,"eukaryotic translation initiation factor 4 gamma 3 isoform X1 ","K03260",""
"665","Pocillopora_acuta_HIv1_PredGene_g15614.t1",155,0,0,0,2,14.747,1.2563,0.455962,0.270135,0.846022,"hypothetical protein PA3674 ","K09914","Q9HXW6"
"666","Pocillopora_acuta_HIv1_PredGene_g15647.t1",359,1,2,2,1,-8.572,-1.2458,0.985633,0.845443,0.736592,"calcium/calmodulin-dependent protein kinase type 1-like isoform X1 ","K08794","E7F1H0"
"667","Pocillopora_acuta_HIv1_PredGene_g15651.t1",1242,5,3,2,7,-2.628,-0.6097,0.998952,0.784767,0.841997,"neuronal cell adhesion molecule isoform X7 ","K06756","C9JYY6"
"668","Pocillopora_acuta_HIv1_PredGene_g15652.t1",1294,15,10,32,11,-0.689,-0.271,0.960596,0.72295,0.868658,"neurofascin isoform X14 ","K06756","Q5T2F5"
"669","Pocillopora_acuta_HIv1_PredGene_g15653.t1",794,0,0,0,0,-1.022,-0.1724,0.94073,0.701416,0.872745,"amiloride-sensitive amine oxidase ","K11182","A0JMP5"
"670","Pocillopora_acuta_HIv1_PredGene_g15657.t1",394,0,0,2,0,-6.733,-0.7656,0.99651,0.806188,0.822877,"carboxypeptidase A4 isoform 2 precursor ","","Q9UI42"
"671","Pocillopora_acuta_HIv1_PredGene_g15669.t1",257,1,1,2,1,5.783,0.654,0.702556,0.455371,0.870384,"B-cell receptor-associated protein 31 ","K14009","Q7ZUJ4"
"672","Pocillopora_acuta_HIv1_PredGene_g15670.t1",535,1,0,0,0,-5.534,-0.7079,0.999396,0.798822,0.830424,"beta-hexosaminidase 1 ","K12373","I1NJ56"
"673","Pocillopora_acuta_HIv1_PredGene_g15672.t1",390,1,2,2,4,-0.855,-0.1189,0.928933,0.689143,0.874335,"26S proteasome non-ATPase regulatory subunit 6 ","K03037","Q9CWZ1"
"674","Pocillopora_acuta_HIv1_PredGene_g15674.t1",436,5,4,3,5,3.338,0.3598,0.845223,0.554779,0.876707,"succinate--CoA ligase ","K01900","Q96I99"
"675","Pocillopora_acuta_HIv1_PredGene_g15750.t1",326,1,1,0,1,-6.571,-0.9679,0.976903,0.826718,0.792551,"ancylostoma secreted protein isoform X1 ","K24835","A2CF32"
"676","Pocillopora_acuta_HIv1_PredGene_g15754.t1",401,6,3,3,4,0.871,0.2106,0.873828,0.602364,0.877404,"uncharacterized protein glipr2 isoform X2 ","K24835","A2CF32"
"677","Pocillopora_acuta_HIv1_PredGene_g15766.t1",198,2,1,2,4,-12.946,-1.9926,0.884996,0.870647,0.449559,"synaptobrevin homolog YKT6 ","K08516","Q7ZUN8"
"678","Pocillopora_acuta_HIv1_PredGene_g15773.t1",851,2,1,2,3,-10.114,-1.9127,0.929821,0.870127,0.485992,"major vault protein ","K17266","Q6P3L0"
"679","Pocillopora_acuta_HIv1_PredGene_g1578.t1",315,8,3,5,6,10.574,1.2118,0.475124,0.283281,0.847657,"uncharacterized protein LOC407663 ","K11153","F1QCW3"
"680","Pocillopora_acuta_HIv1_PredGene_g15819.t1",153,4,0,0,0,-7.535,-0.8974,0.983808,0.820458,0.8038,"WP_154827248.1 hypothetical protein ","","-"
"681","Pocillopora_acuta_HIv1_PredGene_g1585.t1",180,0,0,0,1,-1.985,-0.3844,0.978525,0.745842,0.861979,"tetratricopeptide repeat protein 4 isoform 2 ",NA,"O95801"
"682","Pocillopora_acuta_HIv1_PredGene_g1587.t1",646,6,5,5,10,6.139,1.4,0.391807,0.229919,0.840918,"UDP-glucuronate:xylan alpha-glucuronosyltransferase 2 isoform X1 ","K02035","I1JTI9"
"683","Pocillopora_acuta_HIv1_PredGene_g15872.t1",613,1,2,2,1,-2.804,-0.6269,0.9995,0.787363,0.840092,"heat shock 70 kDa protein 12A isoform X3 ","","F1Q8K1"
"684","Pocillopora_acuta_HIv1_PredGene_g15910.t1",304,2,2,3,0,6.976,0.8196,0.616581,0.403032,0.863738,"retinol dehydrogenase 8-like isoform X3 ",NA,"E7F0C2"
"685","Pocillopora_acuta_HIv1_PredGene_g15918.t1",1403,6,1,4,6,-2.334,-0.7071,0.99942,0.798716,0.830525,"adhesion G protein-coupled receptor B3 isoform X1 ","K04598","F1R7D0"
"686","Pocillopora_acuta_HIv1_PredGene_g1592.t1",303,0,2,1,2,-0.134,-0.0117,0.906253,0.663272,0.876369,"WP_061430698.1 TenA family protein ","",""
"687","Pocillopora_acuta_HIv1_PredGene_g15920.t1",951,0,0,1,1,-10.52,-1.1436,0.974675,0.839285,0.760021,"uncharacterized protein Dmel_CG1703, isoform B ","K06184","Q9VYW4"
"688","Pocillopora_acuta_HIv1_PredGene_g15922.t1",268,1,0,0,3,6.188,0.9766,0.558583,0.355038,0.856933,"vibrator, isoform C ","","Q9VDY8"
"689","Pocillopora_acuta_HIv1_PredGene_g15925.t1",269,2,4,5,4,-8.119,-1.1049,0.972739,0.83679,0.767898,"PHB domain-containing protein ","K17286","Q8MQ74"
"690","Pocillopora_acuta_HIv1_PredGene_g15926.t1",269,2,4,4,5,10.263,2.0187,0.205029,0.092263,0.825393,"PHB domain-containing protein ","K17286","Q8MQ74"
"691","Pocillopora_acuta_HIv1_PredGene_g15931.t1",669,0,1,1,0,4.621,0.5855,0.742525,0.47806,0.872582,"serine/threonine kinase-like domain-containing protein STKLD1 isoform 1 ","K17546","Q80YS9"
"692","Pocillopora_acuta_HIv1_PredGene_g15941.t1",151,8,4,8,4,13.041,1.4396,0.375043,0.219508,0.839568,"actin related protein 2/3 complex, subunit 5-like, a ","K05754","Q6P0D3"
"693","Pocillopora_acuta_HIv1_PredGene_g15942.t1",110,5,5,8,10,-5.748,-1.5845,1,0.861848,0.628063,"cytochrome c, somatic ","K08738","Q56A15"
"694","Pocillopora_acuta_HIv1_PredGene_g15945.t1",429,1,3,2,2,0.582,0.0865,0.889739,0.637778,0.877205,"flotillin 1, isoform A ","K07192","Q9V7D7"
"695","Pocillopora_acuta_HIv1_PredGene_g1595.t1",201,1,0,1,1,-2.334,-0.2663,0.959732,0.721956,0.868889,"endonuclease domain-containing 1 protein-like ","",""
"696","Pocillopora_acuta_HIv1_PredGene_g15969.t1",701,4,0,2,0,-4.702,-1.4277,1,0.855218,0.683893,"conserved Plasmodium protein, unknown function ","","Q8IBX8"
"697","Pocillopora_acuta_HIv1_PredGene_g1597.t1",290,3,0,0,2,-13.34,-2.3147,0.637679,0.866076,0.31421,"endonuclease domain-containing 1 protein-like ","",""
"698","Pocillopora_acuta_HIv1_PredGene_g1599.t1",225,2,0,2,6,-4.7,-0.7473,0.997667,0.803926,0.825327,"endonuclease domain-containing 1 protein-like ","K15049",""
"699","Pocillopora_acuta_HIv1_PredGene_g16001.t1",223,0,0,4,0,-0.143,-0.0111,0.906135,0.663122,0.876376,"proteasome subunit beta type-1 ","K02732","Q6RI64"
"700","Pocillopora_acuta_HIv1_PredGene_g16002.t1",96,6,2,3,3,5.171,0.6199,0.722463,0.466589,0.87153,"smx5 ","K12621","Q5RKP8"
"701","Pocillopora_acuta_HIv1_PredGene_g16005.t1",151,2,2,1,3,-10.226,-2.0091,0.874232,0.870671,0.442094,"peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 ","K09578","Q6PBX1"
"702","Pocillopora_acuta_HIv1_PredGene_g1601.t1",223,0,0,0,0,-2.312,-0.3986,0.980398,0.748558,0.860988,"uncharacterized protein LOC564384 precursor ","K15049","A9JRH2"
"703","Pocillopora_acuta_HIv1_PredGene_g16012.t1",435,0,0,1,1,5.658,0.6201,0.722346,0.466522,0.871524,"medium-chain specific acyl-CoA dehydrogenase, mitochondrial ","K00249","A2CG95"
"704","Pocillopora_acuta_HIv1_PredGene_g16030.t1",350,2,0,0,0,-2.297,-0.3192,0.968887,0.732937,0.866084,"chymotrypsin-like elastase family member 2A preproprotein ","","P05208"
"705","Pocillopora_acuta_HIv1_PredGene_g16041.t1",178,0,0,0,2,-0.304,-0.039,0.911696,0.670035,0.87598,"triacylglycerol lipase ","K00931","P36165"
"706","Pocillopora_acuta_HIv1_PredGene_g16054.t1",1191,1,2,4,1,-7.796,-0.86,0.987854,0.816764,0.809464,"dystrobrevin beta isoform X10 ","","G3UZ87"
"707","Pocillopora_acuta_HIv1_PredGene_g16063.t1",263,1,1,1,1,-5.452,-1.0986,0.972561,0.836373,0.769136,"adaptin ear-binding coat-associated protein 2 ","K20069","Q9CV41"
"708","Pocillopora_acuta_HIv1_PredGene_g16065.t1",901,2,1,2,1,8.196,0.7502,0.649552,0.424583,0.866685,"AP-2 complex subunit mu isoform b ","K11826","P53679"
"709","Pocillopora_acuta_HIv1_PredGene_g16070.t1",217,18,15,15,17,-1.523,-0.6297,0.999573,0.78778,0.839777,"putative midasin ","","O94248"
"710","Pocillopora_acuta_HIv1_PredGene_g16094.t1",1615,1,2,1,0,-7.802,-1.267,0.988627,0.846662,0.731192,"eukaryotic translation initiation factor 4 gamma 3 isoform X1 ","K03260",""
"711","Pocillopora_acuta_HIv1_PredGene_g16129.t1",173,0,3,3,1,-16.439,-4.8064,0.002015,0.82035,0.000351,"tubulin polymerization-promoting protein family member 2 ","","Q0P5Y3"
"712","Pocillopora_acuta_HIv1_PredGene_g1613.t1",117,3,3,3,5,-1.229,-0.2296,0.952682,0.714083,0.870564,"putative V-type proton ATPase subunit G ","K02152","P91303"
"713","Pocillopora_acuta_HIv1_PredGene_g16136.t1",724,0,0,0,8,3.739,0.7952,0.627586,0.410562,0.86479,"uncharacterized protein LOC553299 ","","F1QY25"
"714","Pocillopora_acuta_HIv1_PredGene_g16179.t1",220,1,0,0,2,-7.252,-1.4559,1,0.856535,0.67455,"hypoxanthine-guanine phosphoribosyltransferase ","K00760","Q7ZV49"
"715","Pocillopora_acuta_HIv1_PredGene_g1618.t1",1656,0,0,0,1,-10.621,-1.3353,0.998672,0.850479,0.712411,"coiled-coil domain-containing protein 18 isoform X5 ","","E9PFB9"
"716","Pocillopora_acuta_HIv1_PredGene_g16180.t1",652,22,1,24,0,-6.657,-1.4237,1,0.855026,0.685194,"protein disulfide-isomerase A4 precursor ","K09582","Q1ECX9"
"717","Pocillopora_acuta_HIv1_PredGene_g16181.t1",766,22,7,20,8,-3.657,-1.1852,0.978248,0.841856,0.750977,"extended synaptotagmin-like protein 2, isoform D ","",""
"718","Pocillopora_acuta_HIv1_PredGene_g16191.t1",176,1,0,0,0,-1.185,-0.1266,0.930645,0.690935,0.874132,"hypothetical protein DDB_G0281609 ","K00318","Q54TQ9"
"719","Pocillopora_acuta_HIv1_PredGene_g16192.t1",171,5,3,4,2,-3.89,-0.4675,0.988443,0.761241,0.855677,"probable beta-D-xylosidase 5 isoform X2 ","K04358","K7N397"
"720","Pocillopora_acuta_HIv1_PredGene_g16193.t1",174,9,7,7,3,-0.414,-0.1011,0.924998,0.684969,0.874773,"nestin ","K07203","Q9R0C4"
"721","Pocillopora_acuta_HIv1_PredGene_g16195.t1",170,18,7,18,12,-5.513,-1.1893,0.97866,0.842104,0.750051,"uncharacterized protein Dmel_CG10098 ","K13988","Q9VI64"
"722","Pocillopora_acuta_HIv1_PredGene_g16196.t1",193,38,49,60,35,-3.504,-2.1028,0.805082,0.870249,0.4005,"WP_001216107.1 hypothetical protein ","K14554","B1IAV5"
"723","Pocillopora_acuta_HIv1_PredGene_g16206.t1",71,4,1,11,8,-7.641,-1.642,0.999998,0.86389,0.605221,"costars family protein ABRACL ","","E9QMV2"
"724","Pocillopora_acuta_HIv1_PredGene_g16217.t1",415,0,0,0,1,-3.697,-0.5436,0.995247,0.774283,0.848817,"apolipoprotein L, 1 isoform X3 ","K14480","Q7T131"
"725","Pocillopora_acuta_HIv1_PredGene_g16224.t1",1024,0,0,0,1,-3.276,-0.4176,0.98279,0.752137,0.859607,"solute carrier family 12 member 2 isoform 1 ","K10951","Q53ZR1"
"726","Pocillopora_acuta_HIv1_PredGene_g1625.t1",463,0,1,4,0,8.821,2.0979,0.181097,0.079003,0.824209,"laminin subunit beta-1 precursor ","K03038","E9QN70"
"727","Pocillopora_acuta_HIv1_PredGene_g16265.t1",130,1,0,1,0,-12.764,-2.5313,0.512705,0.859218,0.237623,"Ran GTPase-binding protein NTF2 ","","P33331"
"728","Pocillopora_acuta_HIv1_PredGene_g16270.t1",199,1,0,1,2,0.883,0.086,0.88981,0.637913,0.877202,"ras-related protein Ral-A ","K07834","Q7T383"
"729","Pocillopora_acuta_HIv1_PredGene_g16292.t1",1747,0,0,0,0,2.072,0.2824,0.862946,0.580083,0.877207,"adhesion G protein-coupled receptor B3 isoform X1 ","K04598","Q80ZF8"
"730","Pocillopora_acuta_HIv1_PredGene_g16297.t1",94,4,2,3,5,11.724,1.2962,0.43816,0.2586,0.844577,"aspartate--tRNA ligase, cytoplasmic isoform 1 ","K22503","Q922B2"
"731","Pocillopora_acuta_HIv1_PredGene_g16298.t1",228,3,2,4,4,-2.815,-0.6083,0.998898,0.784553,0.84215,"aspartate--tRNA ligase, cytoplasmic ","K22503","A0AUR8"
"732","Pocillopora_acuta_HIv1_PredGene_g16299.t1",235,0,0,1,0,-19.315,-1.8916,0.939598,0.869882,0.495632,"proteasome subunit alpha type-2 ","K02726","Q9BU45"
"733","Pocillopora_acuta_HIv1_PredGene_g16302.t1",300,0,0,0,1,-3.645,-0.447,0.98623,0.757554,0.857345,"sorting nexin-4 ","K17919","Q58EC1"
"734","Pocillopora_acuta_HIv1_PredGene_g16314.t1",183,4,4,4,4,5.804,1.4191,0.383621,0.224861,0.840263,"contactin-associated protein-like 2 isoform X1 ","","Q6P2K4"
"735","Pocillopora_acuta_HIv1_PredGene_g16316.t1",602,28,33,28,39,-4.437,-1.771,0.981086,0.867671,0.550035,"contactin-associated protein-like 2a precursor ","K07380","L7NKH5"
"736","Pocillopora_acuta_HIv1_PredGene_g16330.t1",148,1,0,0,1,-15.372,-1.8302,0.96349,0.868925,0.523542,"prefoldin subunit 5 isoform alpha ","K04797","A8K9A8"
"737","Pocillopora_acuta_HIv1_PredGene_g16331.t1",397,4,0,1,0,-4.683,-0.6568,0.99999,0.791741,0.836655,"Kinesin-like protein ","K10392","G5EFQ4"
"738","Pocillopora_acuta_HIv1_PredGene_g16334.t1",725,0,0,1,1,-1.551,-0.1711,0.940448,0.701122,0.872789,"protein disulfide-isomerase A5 precursor ","K09583","A8WG75"
"739","Pocillopora_acuta_HIv1_PredGene_g1634.t1",303,8,1,6,1,-13.608,-1.4196,1,0.854829,0.686521,"60S ribosomal protein L5a ","K02932","Q7ZUI0"
"740","Pocillopora_acuta_HIv1_PredGene_g16346.t1",252,4,3,3,2,-12.577,-1.0089,0.974034,0.829983,0.785615,"SAP domain-containing ribonucleoprotein isoform 1 ","K18732","Q3UJZ4"
"741","Pocillopora_acuta_HIv1_PredGene_g16371.t1",255,0,0,0,0,-9.493,-1.0977,0.97254,0.836313,0.769312,"estradiol 17-beta-dehydrogenase 8 ","K13370","Q561S1"
"742","Pocillopora_acuta_HIv1_PredGene_g16396.t1",273,1,0,0,1,-2.157,-0.2726,0.960885,0.723287,0.868579,"ras suppressor protein 1 isoform X2 ","",""
"743","Pocillopora_acuta_HIv1_PredGene_g16480.t1",1679,2,2,1,2,-18.327,-2.3893,0.588072,0.863849,0.286663,"ras GTPase-activating-like protein IQGAP1 ","K16848","A7MBM3"
"744","Pocillopora_acuta_HIv1_PredGene_g16486.t1",519,0,1,1,1,-7.996,-0.8648,0.987344,0.817254,0.808748,"peptidyl-prolyl cis-trans isomerase FKBP8 ","K09574","Q6P3J6"
"745","Pocillopora_acuta_HIv1_PredGene_g16490.t1",553,74,72,113,72,-3.282,-1.9087,0.931741,0.870084,0.48782,"ATP synthase subunit alpha, mitochondrial ","K02132","Q08BA1"
"746","Pocillopora_acuta_HIv1_PredGene_g16497.t1",120,0,0,0,0,-9.38,-0.8347,0.990501,0.814109,0.813183,"small nuclear ribonucleoprotein Sm D1 isoform 1 ","K11087","P13641"
"747","Pocillopora_acuta_HIv1_PredGene_g16502.t1",413,0,0,1,1,-12.012,-2.6921,0.44517,0.854079,0.186772,"26S proteasome regulatory subunit 6B isoform 1 ","K03063","Q96FV5"
"748","Pocillopora_acuta_HIv1_PredGene_g16528.t1",736,0,0,0,1,5.406,0.9116,0.580425,0.374888,0.859722,"NHL repeat-containing protein 2 ","","Q8BZW8"
"749","Pocillopora_acuta_HIv1_PredGene_g16529.t1",2101,5,3,5,5,11.149,1.5773,0.324317,0.185366,0.835173,"myoferlin ","K22125","F1QZG1"
"750","Pocillopora_acuta_HIv1_PredGene_g16534.t1",2039,0,1,0,2,-5.945,-0.9766,0.976195,0.827432,0.791106,"myoferlin ","K22125","E7EXL6"
"751","Pocillopora_acuta_HIv1_PredGene_g16549.t1",401,0,0,2,0,-3.314,-0.5329,0.994439,0.772511,0.849846,"nucleolysin TIAR isoform 1 ","K13201","Q01085"
"752","Pocillopora_acuta_HIv1_PredGene_g16551.t1",91,3,0,2,1,-8.792,-0.8876,0.984867,0.819516,0.805304,"barrier-to-autointegration factor ","K21870","Q1L957"
"753","Pocillopora_acuta_HIv1_PredGene_g16554.t1",91,16,5,12,10,-6.553,-1.741,0.988336,0.866916,0.56323,"barrier-to-autointegration factor ","K21870","Q542E6"
"754","Pocillopora_acuta_HIv1_PredGene_g16559.t1",184,0,1,1,0,-2.166,-0.3898,0.979243,0.746879,0.861606,"ADP-ribosylation factor-like protein 3 ","K07944","B2GR26"
"755","Pocillopora_acuta_HIv1_PredGene_g16566.t1",497,4,6,4,2,3.718,0.6257,0.719067,0.464669,0.871343,"vacuolar H","K02147","E1JIJ5"
"756","Pocillopora_acuta_HIv1_PredGene_g16570.t1",851,0,0,0,0,-20.65,-2.7413,0.425192,0.852598,0.172274,"vesicular glutamate transporter 1-like ","K12302","E7FAK4"
"757","Pocillopora_acuta_HIv1_PredGene_g16609.t1",78,3,0,3,3,-5.864,-0.9143,0.982024,0.822039,0.801174,"small nuclear ribonucleoprotein G isoform a ","K11099","Q6IB86"
"758","Pocillopora_acuta_HIv1_PredGene_g16663.t1",853,0,1,0,0,-18.571,-1.2601,0.98764,0.846267,0.732971,"zinc finger protein 318 isoform 1 ","","B9EK88"
"759","Pocillopora_acuta_HIv1_PredGene_g16664.t1",960,0,0,0,0,-6.731,-0.9029,0.983233,0.820979,0.80295,"lethal(3)malignant brain tumor-like protein 3 isoform b ","K24387","Q4VXE1"
"760","Pocillopora_acuta_HIv1_PredGene_g16671.t1",246,0,0,0,1,13.86,2.2849,0.128847,0.053295,0.821806,"WP_194020736.1 hydrogenase maturation protease ","K02156","-"
"761","Pocillopora_acuta_HIv1_PredGene_g1669.t1",873,0,0,0,0,-6.455,-0.919,0.981532,0.82247,0.800436,"fibulin-2 isoform a precursor ","K17307","G5E8B3"
"762","Pocillopora_acuta_HIv1_PredGene_g16691.t1",350,0,1,0,0,3.213,0.4312,0.820746,0.530633,0.875891,"activator of 90 kDa heat shock protein ATPase homolog 1 ","","Q8R3E6"
"763","Pocillopora_acuta_HIv1_PredGene_g16704.t1",440,2,5,2,4,-11.501,-2.513,0.521232,0.859822,0.24372,"Uncharacterized protein CELE_K06A9.1 ","K23028","H2KZP6"
"764","Pocillopora_acuta_HIv1_PredGene_g16742.t1",426,2,0,2,2,-6.674,-1.0184,0.973541,0.830705,0.78396,"interleukin enhancer-binding factor 2 isoform 1 ","K13089","Q5SR11"
"765","Pocillopora_acuta_HIv1_PredGene_g16749.t1",887,0,0,0,0,-7.739,-1.1766,0.977392,0.841332,0.752899,"lysosomal alpha-glucosidase isoform X1 ","K12316","E7FCP7"
"766","Pocillopora_acuta_HIv1_PredGene_g1678.t1",494,3,3,2,4,-13.267,-2.3512,0.612501,0.865017,0.300561,"protein phosphatase 1J ","K17503","Q9D7H6"
"767","Pocillopora_acuta_HIv1_PredGene_g16789.t1",234,2,3,2,3,4.797,0.6532,0.70302,0.455632,0.870412,"LRP chaperone MESD isoform 1 precursor ","K25366","Q9ERE7"
"768","Pocillopora_acuta_HIv1_PredGene_g16799.t1",81,1,1,3,2,-17.321,-2.858,0.376612,0.849275,0.140241,"U6 snRNA-associated Sm-like protein LSm6 isoform X1 ","K12625","Q6IMW9"
"769","Pocillopora_acuta_HIv1_PredGene_g16801.t1",1755,0,1,0,0,-9.814,-1.1642,0.976265,0.840571,0.755621,"no_annotation","","-"
"770","Pocillopora_acuta_HIv1_PredGene_g16811.t1",939,0,0,0,0,-1.537,-0.2015,0.946935,0.70792,0.8717,"WP_004082283.1 glycoside hydrolase family 5 protein ","K08961","R4P461"
"771","Pocillopora_acuta_HIv1_PredGene_g16813.t1",363,0,0,0,0,13.214,1.1523,0.499003,0.301215,0.849891,"acetyl-CoA carboxylase 2 isoform X4 ","","Q16852"
"772","Pocillopora_acuta_HIv1_PredGene_g16822.t1",514,0,0,1,0,-5.363,-0.8494,0.988974,0.815667,0.811033,"WD40 repeat-containing protein SMU1 ","K13111","Q9HA96"
"773","Pocillopora_acuta_HIv1_PredGene_g16826.t1",158,1,0,0,0,-0.464,-0.0596,0.915987,0.675055,0.875632,"riboflavin kinase ","K00861","Q969G6"
"774","Pocillopora_acuta_HIv1_PredGene_g16835.t1",197,3,3,3,3,6.189,0.7295,0.66034,0.431106,0.867529,"isochorismatase domain-containing protein 1 ","","Q08C33"
"775","Pocillopora_acuta_HIv1_PredGene_g16856.t1",1229,7,4,8,11,-16.553,-3.0907,0.280103,0.843414,0.087631,"splicing factor 3B subunit 3 ","K12830","Q6NTI8"
"776","Pocillopora_acuta_HIv1_PredGene_g16857.t1",167,3,0,4,1,1.394,0.242,0.869509,0.592777,0.877346,"glycine cleavage system H protein, mitochondrial precursor ","K02437","P23434"
"777","Pocillopora_acuta_HIv1_PredGene_g16858.t1",280,7,5,8,5,8.091,1.3614,0.4088,0.240349,0.84226,"WP_002229553.1 MULTISPECIES: excinuclease ABC subunit UvrC ","K24778","-"
"778","Pocillopora_acuta_HIv1_PredGene_g16912.t1",261,2,1,1,3,-4.322,-0.6324,0.999636,0.788181,0.839472,"calbindin 53E, isoform B ","K23908","Q9V7W4"
"779","Pocillopora_acuta_HIv1_PredGene_g16913.t1",279,7,9,7,4,-13.921,-1.5287,1,0.859676,0.649018,"calbindin 2a ","K23908","Q6PC44"
"780","Pocillopora_acuta_HIv1_PredGene_g16953.t1",207,0,0,0,0,-2.871,-0.3789,0.977777,0.744781,0.862353,"metallo-beta-lactamase domain-containing protein 1 isoform X1 ","","F1QIZ3"
"781","Pocillopora_acuta_HIv1_PredGene_g16954.t1",153,3,2,4,1,3.824,0.2963,0.860323,0.575627,0.877142,"myosin light polypeptide 6 ","K12751","Q5XJ62"
"782","Pocillopora_acuta_HIv1_PredGene_g16956.t1",172,2,1,2,4,4.589,0.7894,0.630297,0.412358,0.865038,"caltractin ","K16465","F1R789"
"783","Pocillopora_acuta_HIv1_PredGene_g1697.t1",391,2,2,4,6,0.234,0.038,0.89727,0.650615,0.876889,"nucleoplasmin, isoform B ","K11276","Q540W3"
"784","Pocillopora_acuta_HIv1_PredGene_g1698.t1",619,4,3,1,9,1.414,0.1496,0.881425,0.62026,0.877398,"xaa-Pro aminopeptidase 1 ","K01262","Q6P1S3"
"785","Pocillopora_acuta_HIv1_PredGene_g17008.t1",519,7,1,2,9,4.221,0.9667,0.561797,0.358065,0.857352,"N-acetylglucosamine-6-sulfatase isoform 1 precursor ","K01137","Q3TWT0"
"786","Pocillopora_acuta_HIv1_PredGene_g17018.t1",265,3,1,2,1,-8.185,-1.0564,0.972335,0.833479,0.777139,"high mobility group protein B4 isoform 1 ","K11296","Q8WW32"
"787","Pocillopora_acuta_HIv1_PredGene_g17021.t1",261,8,0,7,7,-7.283,-1.722,0.992425,0.866397,0.571489,"40S ribosomal protein S3a isoform 1 ","K02984","B2R4D4"
"788","Pocillopora_acuta_HIv1_PredGene_g17023.t1",573,0,0,0,0,-6.606,-1.0045,0.974266,0.829645,0.786375,"tripeptidyl-peptidase 1 precursor ","K01279","F8W2M8"
"789","Pocillopora_acuta_HIv1_PredGene_g17031.t1",1275,0,0,0,0,-10.732,-1.1517,0.975247,0.839794,0.758309,"TBC1 domain family member 4 isoform X5 ","K17902","F1QE75"
"790","Pocillopora_acuta_HIv1_PredGene_g17032.t1",319,0,1,0,1,-7.083,-0.8021,0.993612,0.810495,0.817842,"putative protein phosphatase 2C T23F11.1 ","K14803","P49596"
"791","Pocillopora_acuta_HIv1_PredGene_g17034.t1",247,0,0,0,0,2.186,0.4562,0.8102,0.522084,0.875508,"Krueppel-like factor 3 ","K15605","Q60980"
"792","Pocillopora_acuta_HIv1_PredGene_g17040.t1",229,6,5,6,7,-19.971,-4.3252,0.010949,0.824165,0.002278,"ubiquitin carboxyl-terminal hydrolase isozyme L3 ","K05609","Q9JKB1"
"793","Pocillopora_acuta_HIv1_PredGene_g17043.t1",149,1,0,0,0,-2.718,-0.4347,0.984831,0.755306,0.85831,"60S ribosomal protein L21 ","K02889","P46778"
"794","Pocillopora_acuta_HIv1_PredGene_g17045.t1",611,2,1,1,4,-4.966,-1.1324,0.973963,0.838575,0.762351,"ATP-binding cassette sub-family E member 1 ","K06174","Q96AL0"
"795","Pocillopora_acuta_HIv1_PredGene_g17080.t1",610,0,0,0,1,-9.232,-1.3878,1,0.853253,0.696599,"electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial ","K00311","Q66I16"
"796","Pocillopora_acuta_HIv1_PredGene_g17092.t1",843,2,1,3,2,-1.595,-0.2283,0.952421,0.713801,0.870619,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 isoform X6 ","K06825",""
"797","Pocillopora_acuta_HIv1_PredGene_g17114.t1",1729,0,0,0,0,-4.716,-0.6033,0.998698,0.783787,0.842692,"inverted formin-2 isoform 1 ","K23958","Q27J81"
"798","Pocillopora_acuta_HIv1_PredGene_g17126.t1",175,2,1,1,4,-2.419,-0.3409,0.972287,0.73731,0.864798,"uncharacterized protein Dmel_CG1943, isoform D ","","Q9VI56"
"799","Pocillopora_acuta_HIv1_PredGene_g17149.t1",1052,0,0,0,0,-0.779,-0.0829,0.921009,0.680654,0.875177,"RNA-binding protein 27 isoform X2 ","K13192","F8W2E8"
"800","Pocillopora_acuta_HIv1_PredGene_g17170.t1",1028,1,2,1,3,-6.851,-1.0154,0.973676,0.830479,0.784485,"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 ","K11654","O60264"
