"","Protein","Len","S0","S0.1","S1","S1.1","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","Annotation","KOid","UniprotID"
"636","Pocillopora_acuta_HIv1_PredGene_g15084.t1",386,1,2,3,2,-6.997,-0.7767,1,0.694523,0.647518,"beta-ureidopropionase ","K01431","Q9UBR1"
"637","Pocillopora_acuta_HIv1_PredGene_g15086.t1",219,7,6,7,8,-15.837,-2.6586,0.177524,0.721986,0.041734,"GTP-binding nuclear protein Ran ","K07936","Q6GTE7"
"638","Pocillopora_acuta_HIv1_PredGene_g15089.t1",326,13,16,9,10,8.879,1.464,0.140769,0.064466,0.70404,"2-methylisocitrate lyase ","K01841","P54528"
"639","Pocillopora_acuta_HIv1_PredGene_g15092.t1",120,4,1,1,3,8.304,1.0577,0.27155,0.133574,0.727876,"40S ribosomal protein S20 ","K02969","Q6P6E7"
"640","Pocillopora_acuta_HIv1_PredGene_g15108.t1",462,25,18,19,21,1.792,0.4148,0.648629,0.319966,0.768717,"coronin-6 isoform X1 ","K13886","Q3TZ14"
"641","Pocillopora_acuta_HIv1_PredGene_g15113.t1",1311,0,1,1,0,-18.167,-2.5202,0.22906,0.727255,0.060864,"male-specific lethal 2, isoform A ","","P50534"
"642","Pocillopora_acuta_HIv1_PredGene_g15141.t1",718,0,1,0,0,-3.231,-0.3792,0.989301,0.601335,0.732001,"ATP-binding cassette sub-family F member 3 ","K06158","Q9JL49"
"643","Pocillopora_acuta_HIv1_PredGene_g15181.t1",930,18,16,20,5,5.007,1.3443,0.172571,0.081391,0.710056,"26S proteasome non-ATPase regulatory subunit 2 ","K03028","Q6PHK7"
"644","Pocillopora_acuta_HIv1_PredGene_g15184.t1",973,1,0,1,0,0.379,0.045,0.845504,0.458533,0.769726,"vacuolar protein sorting-associated protein 18 homolog ","K20181","P59015"
"645","Pocillopora_acuta_HIv1_PredGene_g15192.t1",1516,2,8,4,5,-16.592,-2.9149,0.096488,0.7137,0.018866,"LIM domain-containing protein 2 isoform X1 ","","X1WG15"
"646","Pocillopora_acuta_HIv1_PredGene_g15205.t1",266,1,0,1,2,-6.485,-0.992,1,0.727135,0.579642,"proliferating cell nuclear antigen ","K04802","D3DW02"
"647","Pocillopora_acuta_HIv1_PredGene_g15209.t1",9457,1,0,1,1,0.511,0.1043,0.82157,0.436527,0.77125,"MAM and LDL-receptor class A domain-containing protein 1 ","","-"
"648","Pocillopora_acuta_HIv1_PredGene_g15212.t1",506,3,4,3,3,-9.402,-1.2986,0.947561,0.756931,0.456037,"UDP-N-acetylhexosamine pyrophosphorylase isoform 3 ","K00972","Q91YN5"
"649","Pocillopora_acuta_HIv1_PredGene_g15213.t1",502,10,8,6,4,-2.961,-0.2948,0.972187,0.575592,0.743837,"UDP-N-acetylhexosamine pyrophosphorylase isoform X3 ","K00972","Q91YN5"
"650","Pocillopora_acuta_HIv1_PredGene_g1523.t1",151,7,4,5,10,0.512,0.1554,0.799619,0.417309,0.77202,"myosin light chain cytoplasmic, isoform A ","K12751","C1C594"
"651","Pocillopora_acuta_HIv1_PredGene_g15242.t1",1840,0,0,1,0,-7.206,-0.7375,1,0.687378,0.658078,"proteasome activator complex subunit 4 ","K06699","Q2M1Z0"
"652","Pocillopora_acuta_HIv1_PredGene_g15257.t1",419,1,0,0,1,-3.749,-0.3993,0.991979,0.607189,0.728863,"Vav guanine nucleotide exchange factor, isoform D ","","M9PHJ6"
"653","Pocillopora_acuta_HIv1_PredGene_g15319.t1",377,7,7,7,6,-15.861,-2.5452,0.219164,0.726259,0.057008,"protein arginine N-methyltransferase 1 ","K11434","F1R3J9"
"654","Pocillopora_acuta_HIv1_PredGene_g15321.t1",259,1,0,1,1,11.088,1.5929,0.112584,0.049095,0.698562,"CD151 antigen, like ","K06537","Q6P031"
"655","Pocillopora_acuta_HIv1_PredGene_g15346.t1",154,1,2,5,8,-2.589,-0.6019,1,0.659378,0.690643,"WP_154827248.1 hypothetical protein ","K06058","-"
"656","Pocillopora_acuta_HIv1_PredGene_g15354.t1",106,17,15,5,3,-2.383,-0.4246,0.99466,0.614393,0.724743,"Glutaredoxin domain-containing protein ","K03676","Q9N456"
"657","Pocillopora_acuta_HIv1_PredGene_g15367.t1",1266,0,1,0,4,-5.487,-1.3389,0.928317,0.7593,0.438486,"uncharacterized protein C7orf57 isoform X2 ","","Q8NEG2"
"658","Pocillopora_acuta_HIv1_PredGene_g15369.t1",196,2,2,1,3,-16.486,-1.8351,0.561339,0.759823,0.236724,"guanylate kinase isoform 2 ","K00942","Q564F2"
"659","Pocillopora_acuta_HIv1_PredGene_g15426.t1",181,1,1,1,1,-12.026,-1.4277,0.877042,0.763188,0.399701,"trafficking protein particle complex subunit 3 ","K20302","Q6DC31"
"660","Pocillopora_acuta_HIv1_PredGene_g15440.t1",357,0,2,0,0,-8.385,-1.164,0.992628,0.746289,0.513267,"prostaglandin reductase 2 isoform 1 ","K13949","V9HW32"
"661","Pocillopora_acuta_HIv1_PredGene_g15491.t1",317,11,10,18,8,-11.125,-2.6167,0.192298,0.723517,0.046966,"aldo-keto reductase family 1 member B1.1 ","K00002","Q6IQU1"
"662","Pocillopora_acuta_HIv1_PredGene_g1552.t1",323,1,1,1,2,-15.568,-2.391,0.283023,0.732684,0.083793,"delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial precursor ","K12663","O35459"
"663","Pocillopora_acuta_HIv1_PredGene_g15551.t1",802,2,2,3,1,-4.777,-0.9549,1,0.722253,0.592559,"microtubule-actin cross-linking factor 1 isoform 2 ","K10382",""
"664","Pocillopora_acuta_HIv1_PredGene_g15560.t1",299,0,1,2,0,-0.085,-0.0171,0.870119,0.481151,0.76733,"prohibitin-2 isoform 1 ","K17081","Q99623"
"665","Pocillopora_acuta_HIv1_PredGene_g15612.t1",1615,2,3,1,3,3.097,0.371,0.678507,0.335994,0.770099,"eukaryotic translation initiation factor 4 gamma 3 isoform X1 ","K03260",""
"666","Pocillopora_acuta_HIv1_PredGene_g15614.t1",155,0,0,2,0,-0.571,-0.0977,0.902471,0.509773,0.762825,"hypothetical protein PA3674 ","K09914","Q9HXW6"
"667","Pocillopora_acuta_HIv1_PredGene_g15647.t1",359,2,3,3,4,-4.164,-0.7087,1,0.681866,0.665499,"calcium/calmodulin-dependent protein kinase type 1-like isoform X1 ","K08794","E7F1H0"
"668","Pocillopora_acuta_HIv1_PredGene_g15651.t1",1242,5,4,4,5,-5.879,-0.9386,1,0.720017,0.598072,"neuronal cell adhesion molecule isoform X7 ","K06756","C9JYY6"
"669","Pocillopora_acuta_HIv1_PredGene_g15652.t1",1294,15,11,28,17,-11.831,-4.6655,5.4e-05,0.683198,6e-06,"neurofascin isoform X14 ","K06756","Q5T2F5"
"670","Pocillopora_acuta_HIv1_PredGene_g15653.t1",794,1,0,0,0,-11.073,-1.8705,0.53627,0.758288,0.224531,"amiloride-sensitive amine oxidase ","K11182","A0JMP5"
"671","Pocillopora_acuta_HIv1_PredGene_g15657.t1",394,1,0,0,0,-14.04,-2.9685,0.081601,0.712122,0.015763,"carboxypeptidase A4 isoform 2 precursor ","","Q9UI42"
"672","Pocillopora_acuta_HIv1_PredGene_g15669.t1",257,2,2,2,1,-0.262,-0.0271,0.8741,0.484749,0.766861,"B-cell receptor-associated protein 31 ","K14009","Q7ZUJ4"
"673","Pocillopora_acuta_HIv1_PredGene_g15670.t1",535,1,1,1,0,5.784,0.6126,0.512259,0.252189,0.758983,"beta-hexosaminidase 1 ","K12373","I1NJ56"
"674","Pocillopora_acuta_HIv1_PredGene_g15672.t1",390,2,2,4,2,-19.238,-2.3795,0.287924,0.733189,0.086082,"26S proteasome non-ATPase regulatory subunit 6 ","K03037","Q9CWZ1"
"675","Pocillopora_acuta_HIv1_PredGene_g15674.t1",436,6,4,6,6,-11.066,-2.0162,0.447833,0.751086,0.177919,"succinate--CoA ligase ","K01900","Q96I99"
"676","Pocillopora_acuta_HIv1_PredGene_g15682.t1",166,0,0,1,0,-5.134,-0.3391,0.982379,0.589328,0.737898,"high mobility group protein HMGI-C isoform c ","K09283","F5H2A4"
"677","Pocillopora_acuta_HIv1_PredGene_g15750.t1",326,1,2,2,1,-10.244,-1.2276,0.97503,0.751837,0.486585,"ancylostoma secreted protein isoform X1 ","K24835","A2CF32"
"678","Pocillopora_acuta_HIv1_PredGene_g15754.t1",401,6,4,4,8,6.869,1.6395,0.103723,0.044207,0.696833,"uncharacterized protein glipr2 isoform X2 ","K24835","A2CF32"
"679","Pocillopora_acuta_HIv1_PredGene_g15766.t1",198,2,2,4,1,0.893,0.1856,0.785678,0.405876,0.77225,"synaptobrevin homolog YKT6 ","K08516","Q7ZUN8"
"680","Pocillopora_acuta_HIv1_PredGene_g15773.t1",851,2,2,2,2,-13.71,-3.2343,0.030944,0.704546,0.006144,"major vault protein ","K17266","Q6P3L0"
"681","Pocillopora_acuta_HIv1_PredGene_g1578.t1",315,8,4,7,8,14.692,2.2022,0.024734,0.009698,0.683277,"uncharacterized protein LOC407663 ","K11153","F1QCW3"
"682","Pocillopora_acuta_HIv1_PredGene_g15819.t1",153,5,0,0,0,6.426,0.5187,0.575954,0.283324,0.764237,"WP_154827248.1 hypothetical protein ","","-"
"683","Pocillopora_acuta_HIv1_PredGene_g1585.t1",180,0,0,1,1,-8.387,-0.9125,1,0.716318,0.606694,"tetratricopeptide repeat protein 4 isoform 2 ",NA,"O95801"
"684","Pocillopora_acuta_HIv1_PredGene_g1587.t1",646,7,6,4,6,-5.68,-0.7171,1,0.683497,0.663364,"UDP-glucuronate:xylan alpha-glucuronosyltransferase 2 isoform X1 ","K02035","I1JTI9"
"685","Pocillopora_acuta_HIv1_PredGene_g15872.t1",613,1,2,1,0,-0.191,-0.0203,0.871389,0.482304,0.767183,"heat shock 70 kDa protein 12A isoform X3 ","","F1Q8K1"
"686","Pocillopora_acuta_HIv1_PredGene_g15910.t1",304,2,2,1,1,3.16,0.2881,0.731047,0.366997,0.771812,"retinol dehydrogenase 8-like isoform X3 ",NA,"E7F0C2"
"687","Pocillopora_acuta_HIv1_PredGene_g15918.t1",1403,7,2,8,7,-6.096,-1.8312,0.564181,0.759985,0.238088,"adhesion G protein-coupled receptor B3 isoform X1 ","K04598","F1R7D0"
"688","Pocillopora_acuta_HIv1_PredGene_g1592.t1",303,1,2,0,2,4.273,0.6808,0.46856,0.230865,0.754641,"WP_061430698.1 TenA family protein ","",""
"689","Pocillopora_acuta_HIv1_PredGene_g15920.t1",951,0,1,1,0,-12.1,-2.0503,0.43038,0.749303,0.167808,"uncharacterized protein Dmel_CG1703, isoform B ","K06184","Q9VYW4"
"690","Pocillopora_acuta_HIv1_PredGene_g15922.t1",268,2,1,2,2,13.669,1.7969,0.076829,0.030157,0.691892,"vibrator, isoform C ","","Q9VDY8"
"691","Pocillopora_acuta_HIv1_PredGene_g15925.t1",269,3,5,4,2,-6.899,-1.0464,1,0.733794,0.55978,"PHB domain-containing protein ","K17286","Q8MQ74"
"692","Pocillopora_acuta_HIv1_PredGene_g15926.t1",269,3,4,5,2,1.337,0.1728,0.79169,0.410727,0.772173,"PHB domain-containing protein ","K17286","Q8MQ74"
"693","Pocillopora_acuta_HIv1_PredGene_g15931.t1",669,0,1,0,0,-6.129,-0.461,0.997336,0.624423,0.718488,"serine/threonine kinase-like domain-containing protein STKLD1 isoform 1 ","K17546","Q80YS9"
"694","Pocillopora_acuta_HIv1_PredGene_g15941.t1",151,8,4,4,9,-10.464,-0.9454,1,0.720957,0.595784,"actin related protein 2/3 complex, subunit 5-like, a ","K05754","Q6P0D3"
"695","Pocillopora_acuta_HIv1_PredGene_g15942.t1",110,6,6,7,5,4.946,0.3732,0.677034,0.335183,0.770037,"cytochrome c, somatic ","K08738","Q56A15"
"696","Pocillopora_acuta_HIv1_PredGene_g15945.t1",429,2,3,1,2,1.084,0.1858,0.785583,0.4058,0.772251,"flotillin 1, isoform A ","K07192","Q9V7D7"
"697","Pocillopora_acuta_HIv1_PredGene_g1595.t1",201,2,1,2,1,-3.603,-0.5794,0.999952,0.65421,0.695483,"endonuclease domain-containing 1 protein-like ","",""
"698","Pocillopora_acuta_HIv1_PredGene_g15969.t1",701,5,0,4,2,-6.519,-0.7603,1,0.691583,0.652001,"conserved Plasmodium protein, unknown function ","","Q8IBX8"
"699","Pocillopora_acuta_HIv1_PredGene_g1597.t1",290,3,1,0,1,-6.774,-1.058,1,0.73514,0.555404,"endonuclease domain-containing 1 protein-like ","",""
"700","Pocillopora_acuta_HIv1_PredGene_g1599.t1",225,2,0,15,4,-1.026,-0.1727,0.932093,0.535592,0.757011,"endonuclease domain-containing 1 protein-like ","K15049",""
"701","Pocillopora_acuta_HIv1_PredGene_g16001.t1",223,1,0,0,2,-3.352,-0.4774,0.998152,0.62881,0.715544,"proteasome subunit beta type-1 ","K02732","Q6RI64"
"702","Pocillopora_acuta_HIv1_PredGene_g16002.t1",96,7,3,5,2,-4.276,-0.5049,0.999093,0.635978,0.710434,"smx5 ","K12621","Q5RKP8"
"703","Pocillopora_acuta_HIv1_PredGene_g16005.t1",151,3,3,2,2,15.089,2.1568,0.028516,0.011079,0.684046,"peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 ","K09578","Q6PBX1"
"704","Pocillopora_acuta_HIv1_PredGene_g16012.t1",435,0,1,1,3,1.374,0.2294,0.763806,0.389247,0.772292,"medium-chain specific acyl-CoA dehydrogenase, mitochondrial ","K00249","A2CG95"
"705","Pocillopora_acuta_HIv1_PredGene_g16030.t1",350,2,0,0,0,-13.784,-1.7254,0.646288,0.763642,0.27673,"chymotrypsin-like elastase family member 2A preproprotein ","","P05208"
"706","Pocillopora_acuta_HIv1_PredGene_g16041.t1",178,0,0,1,2,-10.661,-2.0493,0.430876,0.749355,0.1681,"triacylglycerol lipase ","K00931","P36165"
"707","Pocillopora_acuta_HIv1_PredGene_g16054.t1",1191,1,3,1,0,7.791,1.6595,0.100086,0.042213,0.696131,"dystrobrevin beta isoform X10 ","","G3UZ87"
"708","Pocillopora_acuta_HIv1_PredGene_g16063.t1",263,2,2,1,2,-7.686,-1.0247,1,0.731207,0.567833,"adaptin ear-binding coat-associated protein 2 ","K20069","Q9CV41"
"709","Pocillopora_acuta_HIv1_PredGene_g16065.t1",901,3,1,2,3,-4.665,-0.4921,0.998713,0.632671,0.71284,"AP-2 complex subunit mu isoform b ","K11826","P53679"
"710","Pocillopora_acuta_HIv1_PredGene_g16070.t1",217,18,16,21,22,-9.475,-2.8633,0.11176,0.715251,0.022341,"putative midasin ","","O94248"
"711","Pocillopora_acuta_HIv1_PredGene_g16094.t1",1615,1,3,1,3,-12.931,-1.6754,0.68732,0.764786,0.296058,"eukaryotic translation initiation factor 4 gamma 3 isoform X1 ","K03260",""
"712","Pocillopora_acuta_HIv1_PredGene_g16129.t1",173,0,3,1,8,-8.665,-1.3214,0.936991,0.758318,0.446119,"tubulin polymerization-promoting protein family member 2 ","","Q0P5Y3"
"713","Pocillopora_acuta_HIv1_PredGene_g1613.t1",117,4,4,3,3,1.97,0.4656,0.613125,0.301785,0.766726,"putative V-type proton ATPase subunit G ","K02152","P91303"
"714","Pocillopora_acuta_HIv1_PredGene_g16136.t1",724,0,0,1,0,6.894,0.8286,0.381937,0.188542,0.744335,"uncharacterized protein LOC553299 ","","F1QY25"
"715","Pocillopora_acuta_HIv1_PredGene_g16179.t1",220,1,0,1,0,9.072,0.9525,0.318335,0.15724,0.735348,"hypoxanthine-guanine phosphoribosyltransferase ","K00760","Q7ZV49"
"716","Pocillopora_acuta_HIv1_PredGene_g16180.t1",652,22,1,3,12,-8.926,-1.0102,1,0.729427,0.573119,"protein disulfide-isomerase A4 precursor ","K09582","Q1ECX9"
"717","Pocillopora_acuta_HIv1_PredGene_g16181.t1",766,22,7,12,12,-14.534,-3.5304,0.010395,0.697099,0.001946,"extended synaptotagmin-like protein 2, isoform D ","",""
"718","Pocillopora_acuta_HIv1_PredGene_g16191.t1",176,1,0,0,1,-3.963,-0.6431,1,0.668446,0.681376,"hypothetical protein DDB_G0281609 ","K00318","Q54TQ9"
"719","Pocillopora_acuta_HIv1_PredGene_g16192.t1",171,5,3,2,4,-1.338,-0.1395,0.919188,0.524266,0.75979,"probable beta-D-xylosidase 5 isoform X2 ","K04358","K7N397"
"720","Pocillopora_acuta_HIv1_PredGene_g16193.t1",174,9,8,2,7,-4.436,-1.0493,1,0.734133,0.55869,"nestin ","K07203","Q9R0C4"
"721","Pocillopora_acuta_HIv1_PredGene_g16195.t1",170,19,8,12,17,-2.431,-0.4121,0.993428,0.610857,0.726802,"uncharacterized protein Dmel_CG10098 ","K13988","Q9VI64"
"722","Pocillopora_acuta_HIv1_PredGene_g16196.t1",193,38,49,32,31,-10.774,-2.4497,0.258103,0.730159,0.072743,"WP_001216107.1 hypothetical protein ","K14554","B1IAV5"
"723","Pocillopora_acuta_HIv1_PredGene_g16206.t1",71,4,2,16,2,5.123,0.9932,0.299437,0.147775,0.732422,"costars family protein ABRACL ","","E9QMV2"
"724","Pocillopora_acuta_HIv1_PredGene_g16217.t1",415,1,1,0,0,8.563,1.1069,0.251893,0.123377,0.724512,"apolipoprotein L, 1 isoform X3 ","K14480","Q7T131"
"725","Pocillopora_acuta_HIv1_PredGene_g1625.t1",463,1,1,0,0,-16.277,-1.7339,0.639403,0.763406,0.27351,"laminin subunit beta-1 precursor ","K03038","E9QN70"
"726","Pocillopora_acuta_HIv1_PredGene_g16265.t1",130,2,0,0,0,-2.109,-0.3191,0.978109,0.583185,0.740655,"Ran GTPase-binding protein NTF2 ","","P33331"
"727","Pocillopora_acuta_HIv1_PredGene_g16270.t1",199,2,1,3,0,8.032,1.6069,0.109859,0.047591,0.698028,"ras-related protein Ral-A ","K07834","Q7T383"
"728","Pocillopora_acuta_HIv1_PredGene_g16297.t1",94,5,3,4,6,14.736,2.4862,0.009964,0.004103,0.679455,"aspartate--tRNA ligase, cytoplasmic isoform 1 ","K22503","Q922B2"
"729","Pocillopora_acuta_HIv1_PredGene_g16298.t1",228,4,3,5,5,-0.425,-0.0747,0.8932,0.501694,0.764284,"aspartate--tRNA ligase, cytoplasmic ","K22503","A0AUR8"
"730","Pocillopora_acuta_HIv1_PredGene_g16302.t1",300,1,0,2,0,12.165,1.3969,0.157919,0.073622,0.707303,"sorting nexin-4 ","K17919","Q58EC1"
"731","Pocillopora_acuta_HIv1_PredGene_g16314.t1",183,4,4,4,1,2.751,0.2495,0.753041,0.381616,0.772196,"contactin-associated protein-like 2 isoform X1 ","","Q6P2K4"
"732","Pocillopora_acuta_HIv1_PredGene_g16316.t1",602,29,34,20,24,-12.448,-3.9806,0.001678,0.689499,0.000256,"contactin-associated protein-like 2a precursor ","K07380","L7NKH5"
"733","Pocillopora_acuta_HIv1_PredGene_g16330.t1",148,2,0,2,1,-0.066,-0.0109,0.867653,0.478914,0.767609,"prefoldin subunit 5 isoform alpha ","K04797","A8K9A8"
"734","Pocillopora_acuta_HIv1_PredGene_g16331.t1",397,4,1,1,1,-2.962,-0.2744,0.966614,0.569114,0.746366,"Kinesin-like protein ","K10392","G5EFQ4"
"735","Pocillopora_acuta_HIv1_PredGene_g16334.t1",725,1,1,1,2,-10.588,-1.219,0.977794,0.75114,0.490237,"protein disulfide-isomerase A5 precursor ","K09583","A8WG75"
"736","Pocillopora_acuta_HIv1_PredGene_g1634.t1",303,8,1,3,6,4.941,0.556,0.550233,0.270717,0.762268,"60S ribosomal protein L5a ","K02932","Q7ZUI0"
"737","Pocillopora_acuta_HIv1_PredGene_g16346.t1",252,4,4,2,4,3.039,0.3751,0.675759,0.334482,0.769983,"SAP domain-containing ribonucleoprotein isoform 1 ","K18732","Q3UJZ4"
"738","Pocillopora_acuta_HIv1_PredGene_g16396.t1",273,2,0,1,1,-6.587,-0.6715,1,0.674407,0.674675,"ras suppressor protein 1 isoform X2 ","",""
"739","Pocillopora_acuta_HIv1_PredGene_g16480.t1",1679,2,3,1,1,-11.224,-1.6688,0.692776,0.764904,0.298658,"ras GTPase-activating-like protein IQGAP1 ","K16848","A7MBM3"
"740","Pocillopora_acuta_HIv1_PredGene_g16486.t1",519,1,1,0,0,-19.031,-2.2614,0.337674,0.738614,0.111909,"peptidyl-prolyl cis-trans isomerase FKBP8 ","K09574","Q6P3J6"
"741","Pocillopora_acuta_HIv1_PredGene_g16490.t1",553,75,72,84,89,0.385,0.3111,0.717141,0.358329,0.771458,"ATP synthase subunit alpha, mitochondrial ","K02132","Q08BA1"
"742","Pocillopora_acuta_HIv1_PredGene_g16492.t1",486,0,0,1,0,-2.776,-0.2354,0.954558,0.556487,0.750834,"CREB-regulated transcription coactivator 1 isoform X9 ","K15309","Q6UUV9"
"743","Pocillopora_acuta_HIv1_PredGene_g16502.t1",413,1,1,1,2,8.264,1.1144,0.249011,0.12187,0.724008,"26S proteasome regulatory subunit 6B isoform 1 ","K03063","Q96FV5"
"744","Pocillopora_acuta_HIv1_PredGene_g16528.t1",736,1,1,1,0,6.41,1.0374,0.280059,0.13794,0.729292,"NHL repeat-containing protein 2 ","","Q8BZW8"
"745","Pocillopora_acuta_HIv1_PredGene_g16529.t1",2101,5,3,4,2,-6.002,-0.935,1,0.719516,0.599277,"myoferlin ","K22125","F1QZG1"
"746","Pocillopora_acuta_HIv1_PredGene_g16534.t1",2039,1,1,0,0,-17.568,-2.5538,0.215819,0.725921,0.055723,"myoferlin ","K22125","E7EXL6"
"747","Pocillopora_acuta_HIv1_PredGene_g16549.t1",401,1,1,1,1,1.301,0.1215,0.814369,0.430081,0.771564,"nucleolysin TIAR isoform 1 ","K13201","Q01085"
"748","Pocillopora_acuta_HIv1_PredGene_g16551.t1",91,3,1,2,0,-0.451,-0.0431,0.880498,0.490478,0.766059,"barrier-to-autointegration factor ","K21870","Q1L957"
"749","Pocillopora_acuta_HIv1_PredGene_g16554.t1",91,16,6,12,5,1.46,0.187,0.78501,0.405345,0.772256,"barrier-to-autointegration factor ","K21870","Q542E6"
"750","Pocillopora_acuta_HIv1_PredGene_g16559.t1",184,1,2,2,3,-3.597,-0.5787,0.999952,0.654047,0.695631,"ADP-ribosylation factor-like protein 3 ","K07944","B2GR26"
"751","Pocillopora_acuta_HIv1_PredGene_g16566.t1",497,4,7,7,7,-19.831,-2.2349,0.348684,0.739891,0.118267,"vacuolar H","K02147","E1JIJ5"
"752","Pocillopora_acuta_HIv1_PredGene_g16570.t1",851,1,0,1,0,-12.617,-2.4822,0.244536,0.728803,0.067081,"vesicular glutamate transporter 1-like ","K12302","E7FAK4"
"753","Pocillopora_acuta_HIv1_PredGene_g16609.t1",78,4,0,2,0,-3.91,-0.6477,1,0.669428,0.680308,"small nuclear ribonucleoprotein G isoform a ","K11099","Q6IB86"
"754","Pocillopora_acuta_HIv1_PredGene_g16663.t1",853,1,1,1,1,-0.147,-0.0316,0.8759,0.486363,0.766642,"zinc finger protein 318 isoform 1 ","","B9EK88"
"755","Pocillopora_acuta_HIv1_PredGene_g16664.t1",960,0,1,0,1,-8.863,-1.3125,0.941217,0.757791,0.449995,"lethal(3)malignant brain tumor-like protein 3 isoform b ","K24387","Q4VXE1"
"756","Pocillopora_acuta_HIv1_PredGene_g16671.t1",246,0,0,2,0,0.123,0.0142,0.8577,0.46981,0.768646,"WP_194020736.1 hydrogenase maturation protease ","K02156","-"
"757","Pocillopora_acuta_HIv1_PredGene_g1669.t1",873,0,0,0,1,2.491,0.4277,0.639666,0.315305,0.768249,"fibulin-2 isoform a precursor ","K17307","G5E8B3"
"758","Pocillopora_acuta_HIv1_PredGene_g16691.t1",350,0,1,0,0,-11.068,-1.6057,0.744753,0.765625,0.324052,"activator of 90 kDa heat shock protein ATPase homolog 1 ","","Q8R3E6"
"759","Pocillopora_acuta_HIv1_PredGene_g16704.t1",440,3,5,4,5,8.181,1.0203,0.287416,0.141691,0.730496,"Uncharacterized protein CELE_K06A9.1 ","K23028","H2KZP6"
"760","Pocillopora_acuta_HIv1_PredGene_g16742.t1",426,3,1,2,1,7.346,0.9324,0.328042,0.162061,0.736803,"interleukin enhancer-binding factor 2 isoform 1 ","K13089","Q5SR11"
"761","Pocillopora_acuta_HIv1_PredGene_g16749.t1",887,0,1,0,0,-1.42,-0.1485,0.922732,0.527353,0.759069,"lysosomal alpha-glucosidase isoform X1 ","K12316","E7FCP7"
"762","Pocillopora_acuta_HIv1_PredGene_g1678.t1",494,3,3,2,1,-9.347,-1.0574,1,0.735071,0.555631,"protein phosphatase 1J ","K17503","Q9D7H6"
"763","Pocillopora_acuta_HIv1_PredGene_g16789.t1",234,3,4,3,1,-21.215,-3.7889,0.003943,0.692286,0.000633,"LRP chaperone MESD isoform 1 precursor ","K25366","Q9ERE7"
"764","Pocillopora_acuta_HIv1_PredGene_g16799.t1",81,2,1,1,1,-5.755,-0.8739,1,0.710568,0.618982,"U6 snRNA-associated Sm-like protein LSm6 isoform X1 ","K12625","Q6IMW9"
"765","Pocillopora_acuta_HIv1_PredGene_g16801.t1",1755,0,1,0,1,-0.94,-0.1689,0.930643,0.534304,0.757346,"no_annotation","","-"
"766","Pocillopora_acuta_HIv1_PredGene_g16811.t1",939,1,0,1,7,-7.523,-1.26,0.963522,0.754306,0.472722,"WP_004082283.1 glycoside hydrolase family 5 protein ","K08961","R4P461"
"767","Pocillopora_acuta_HIv1_PredGene_g16813.t1",363,1,0,1,3,6.536,0.7817,0.408222,0.201386,0.747693,"acetyl-CoA carboxylase 2 isoform X4 ","","Q16852"
"768","Pocillopora_acuta_HIv1_PredGene_g16814.t1",360,0,0,0,2,-8.539,-0.7978,1,0.698205,0.641612,"WP_021362805.1 glycoside hydrolase family 5 protein ","",""
"769","Pocillopora_acuta_HIv1_PredGene_g16822.t1",514,0,0,2,1,-14.639,-1.8343,0.561922,0.759856,0.237003,"WD40 repeat-containing protein SMU1 ","K13111","Q9HA96"
"770","Pocillopora_acuta_HIv1_PredGene_g16826.t1",158,1,1,0,1,-6.793,-0.8037,1,0.699214,0.639932,"riboflavin kinase ","K00861","Q969G6"
"771","Pocillopora_acuta_HIv1_PredGene_g16827.t1",937,0,0,1,0,-1.427,-0.1403,0.919504,0.524541,0.759726,"tudor and KH domain-containing protein isoform a ","K18406","Q9NYV5"
"772","Pocillopora_acuta_HIv1_PredGene_g16835.t1",197,3,4,2,1,-2.629,-0.3251,0.979447,0.585039,0.739841,"isochorismatase domain-containing protein 1 ","","Q08C33"
"773","Pocillopora_acuta_HIv1_PredGene_g16856.t1",1229,8,5,10,7,-6.151,-1.7165,0.653531,0.763876,0.280121,"splicing factor 3B subunit 3 ","K12830","Q6NTI8"
"774","Pocillopora_acuta_HIv1_PredGene_g16857.t1",167,3,1,3,1,0.418,0.0466,0.844866,0.457944,0.769776,"glycine cleavage system H protein, mitochondrial precursor ","K02437","P23434"
"775","Pocillopora_acuta_HIv1_PredGene_g16858.t1",280,8,5,6,7,0.788,0.3081,0.718987,0.359457,0.771509,"WP_002229553.1 MULTISPECIES: excinuclease ABC subunit UvrC ","K24778","-"
"776","Pocillopora_acuta_HIv1_PredGene_g16912.t1",261,2,2,2,1,-7.839,-1.2505,0.967077,0.753607,0.476802,"calbindin 53E, isoform B ","K23908","Q9V7W4"
"777","Pocillopora_acuta_HIv1_PredGene_g16913.t1",279,7,9,9,7,-6.117,-1.1093,1,0.740799,0.535472,"calbindin 2a ","K23908","Q6PC44"
"778","Pocillopora_acuta_HIv1_PredGene_g16953.t1",207,0,1,1,1,-15.839,-1.7216,0.649376,0.763743,0.278175,"metallo-beta-lactamase domain-containing protein 1 isoform X1 ","","F1QIZ3"
"779","Pocillopora_acuta_HIv1_PredGene_g16954.t1",153,3,2,1,3,-8.594,-1.4291,0.876139,0.763234,0.399092,"myosin light polypeptide 6 ","K12751","Q5XJ62"
